"Integrating Web caching and Web prefetching in client-side proxies,""Wei-Guang Teng"; Cheng-Yue Chang;" Ming-Syan Chen"",""Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan"; Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan;" Department of Electrical Engineering, National Taiwan University, Taipei, Taiwan"",""IEEE Transactions on Parallel and Distributed Systems"",""4 Apr 2005"",""2005"",""16"",""5"",""444"",""455"",""Web caching and Web prefetching are two important techniques used to reduce the noticeable response time perceived by users. Note that by integrating Web caching and Web prefetching, these two techniques can complement each other since the Web caching technique exploits the temporal locality, whereas Web prefetching technique utilizes the spatial locality of Web objects. However, without circumspect design, the integration of these two techniques might cause significant performance degradation to each other. In view of this, we propose in this paper an innovative cache replacement algorithm, which not only considers the caching effect in the Web environment, but also evaluates the prefetching rules provided by various prefetching schemes. Specifically, we formulate a normalized profit function to evaluate the profit from caching an object (i.e., either a nonimplied object or an implied object according to some prefetching rule). Based on the normalized profit function devised, we devise an innovative Web cache replacement algorithm, referred to as Algorithm IWCP (standing for the Integration of Web Caching and Prefetching). Using an event-driven simulation, we evaluate the performance of Algorithm IWCP under several circumstances. The experimental results show that Algorithm IWCP consistently outperforms the companion schemes in various performance metrics."",""1558-2183"","""",""10.1109/TPDS.2005.56"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1411732"",""Web Proxy";caching;"prefetching."",""Prefetching";Delay;Web server;Degradation;Discrete event simulation;Measurement;Web sites;Traffic control;"Internet"","""",""68"",""4"",""39"",""IEEE"",""4 Apr 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Iterative adaptation for mobile clients using existing APIs,""E. de Lara"; Y. Chopra; R. Kumar; N. Vaghela; D. S. Wallach;" W. Zwaenepoel"",""Department of Computer Science, University of Toronto, Toronto, ONT, Canada"; IMimic Networking, Inc., Houston, TX, USA; College of Computing, Georgia Institute of Technology, Atlanta, GA, USA; IMimic Networking, Inc., Houston, TX, USA; Department of Computer Science, Rice University, Houston, TX, USA;" School of Computer and Communication Sciences, EPFL Swiss Federal Institute of Technology, Lausanne, Switzerland"",""IEEE Transactions on Parallel and Distributed Systems"",""29 Aug 2005"",""2005"",""16"",""10"",""966"",""981"",""Iterative adaptation is a novel approach to adaptation for resource-limited mobile and wireless environments that supports powerful application-specific adaptations without requiring modifications to the application's source code. Common productivity applications, such as browsers, word processors, and presentation tools, export APIs that allow external applications to control their operation. The novel premise in iterative adaptation is that these APIs are sufficient to support a wide range of adaptation policies for applications running on resource-limited devices. In addition to allowing adaptation without having to change the application's source code, this approach has a unique combination of advantages. First, it supports centralized management of resources across multiple applications. Second, it makes it possible to modify application behavior after the application has been deployed. This paper evaluates the extent to which existing APIs can be used for the purposes of adapting document-based applications to run on bandwidth-limited devices. In particular, we implement a large number of bandwidth adaptations for applications from the Microsoft Office and the OpenOffice productivity suites and for Internet Explorer. Although we find limitations in their APIs, we are able to implement many adaptation policies without much complexity and with good performance. Moreover, iterative adaptation achieves performance similar to an approach that implements adaptation by modifying the application, while requiring only a fraction of the coding effort."",""1558-2183"","""",""10.1109/TPDS.2005.124"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1501808"",""Application adaptation";low-bandwidth operation;pervasive computing;"middleware."",""Productivity";Bandwidth;Iterative methods;Resource management;Internet;Pervasive computing;Middleware;Availability;"Runtime"","""",""1"","""",""33"",""IEEE"",""29 Aug 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;
"Joint application mapping/interconnect synthesis techniques for embedded chip-scale multiprocessors,""N. K. Bambha";" S. S. Bhattacharyya"",""US Army Research Laboratory, Adelphi, MD, USA";" Department of Electrical and Computer Engineering and the Institute for Advanced Computer Studies, University of Maryland College Park, College Park, MD, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""3 Jan 2005"",""2005"",""16"",""2"",""99"",""112"",""As transistor sizes shrink, interconnects represent an increasing bottleneck for chip designers. Several groups are developing new interconnection methods and system architectures to cope with this trend. New architectures require new methods for high-level application mapping and hardware/software codesign. We present high-level scheduling and interconnect topology synthesis techniques for embedded multiprocessor systems-on-chip that are streamlined for one or more digital signal processing applications. That is, we seek to synthesize an application-specific interconnect topology. We show that flexible interconnect topologies utilizing low-hop communication between processors offer advantages for reduced power and latency. We show that existing multiprocessor scheduling algorithms can deadlock if the topology graph is not strongly connected, or if a constraint is imposed on the maximum number of hops allowed for communication. We detail an efficient algorithm that can be used in conjunction with existing scheduling algorithms for avoiding this deadlock. We show that it is advantageous to perform application scheduling and interconnect synthesis jointly, and present a probabilistic scheduling/interconnect algorithm that utilizes graph isomorphism to pare the design space."",""1558-2183"","""",""10.1109/TPDS.2005.20"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1374852"",""Embedded multiprocessors";interconnect synthesis;scheduling;"task graphs."",""Topology";Scheduling algorithm;Application software;Power system interconnection;Signal processing algorithms;Computer architecture;Processor scheduling;Signal synthesis;System recovery;"Transistors"","""",""18"",""2"",""30"",""IEEE"",""3 Jan 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Location awareness in unstructured peer-to-peer systems,""Yunhao Liu"; Li Xiao; Xiaomei Liu; L. M. Ni;" Xiaodong Zhang"",""Department of Computer Science, Hong Kong University of Science and Technology, Kowloon, Hong Kong, China"; Department of Computer Science and Engineering, Michigan State University, East Lansing, MI, USA; Department of Computer Science and Engineering, Michigan State University, East Lansing, MI, USA; Department of Computer Science, Hong Kong University of Science and Technology, Kowloon, Hong Kong, China;" Department of Computer Science, College of William and Mary, Williamsburg, VA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""3 Jan 2005"",""2005"",""16"",""2"",""163"",""174"",""Peer-to-peer (P2P) computing has emerged as a popular model aiming at further utilizing Internet information and resources. However, the mechanism of peers randomly choosing logical neighbors without any knowledge about underlying physical topology can cause a serious topology mismatch between the P2P overlay network and the physical underlying network. The topology mismatch problem brings great stress in the Internet infrastructure. It greatly limits the performance gain from various search or routing techniques. Meanwhile, due to the inefficient overlay topology, the flooding-based search mechanisms cause a large volume of unnecessary traffic. Aiming at alleviating the mismatching problem and reducing the unnecessary traffic, we propose a location-aware topology matching (LTM) technique. LTM builds an efficient overlay by disconnecting slow connections and choosing physically closer nodes as logical neighbors while still retaining the search scope and reducing response time for queries. LTM is scalable and completely distributed in the sense that it does not require any global knowledge of the whole overlay network. The effectiveness of LTM is demonstrated through simulation studies."",""1558-2183"","""",""10.1109/TPDS.2005.21"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1374856"",""Peer-to-peer";topology matching;flooding;location-aware topology;"search efficiency."",""Mobile radio mobility management";Peer to peer computing;Network topology;Internet;Telecommunication traffic;Routing;Floods;Network servers;File servers;"Stress"","""",""110"",""2"",""39"",""IEEE"",""3 Jan 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;
"Moving address translation closer to memory in distributed shared-memory multiprocessors,""X. Qiu";" M. Dubois"",""Sun MicroSystems, Inc.orporated, Palo Alto, CA, USA";" Department of Electrical Engineering Systems, University of Southern California, Los Angeles, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""31 May 2005"",""2005"",""16"",""7"",""612"",""623"",""To support a global virtual memory space, an architecture must translate virtual addresses dynamically. In current processors, the translation is done in a TLB (translation lookaside buffer), before or in parallel with the first-level cache access. As processor technology improves at a rapid pace and the working sets of new applications grow insatiably, the latency and bandwidth demands on the TLB are difficult to meet, especially in multiprocessor systems, which run larger applications and are plagued by the TLB consistency problem. We describe and compare five options for virtual address translation in the context of distributed shared memory (DSM) multiprocessors, including CC-NUMAs (cache-coherent non-uniform memory access architectures) and COMAs (cache only memory access architectures). In CC-NUMAs, moving the TLB to shared memory is a bad idea because page placement, migration, and replication are all constrained by the virtual page address, which greatly affects processor node access locality. In the context of COMAs, the allocation of pages to processor nodes is not as critical because memory blocks can dynamically migrate and replicate freely among nodes. As the address translation is done deeper in the memory hierarchy, the frequency of translations drops because of the filtering effect. We also observe that the TLB is very effective when it is merged with the shared-memory, because of the sharing and prefetching effects and because there is no need to maintain TLB consistency. Even if the effectiveness of the TLB merged with the shared memory is very high, we also show that the TLB can be removed in a system with address translation done in memory because the frequency of translations is very low."",""1558-2183"","""",""10.1109/TPDS.2005.84"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1435339"",""Multiprocessors";distributed shared memory;virtual memory;simulations;dynamic address translation;"virtual-address caches."",""Memory architecture";Delay;Bandwidth;Space technology;Multiprocessing systems;Frequency;Scalability;Large-scale systems;Filtering;"Prefetching"","""",""11"",""1"",""40"",""IEEE"",""31 May 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Multiround algorithms for scheduling divisible loads,""Y. Yang"; K. van der Raadt;" H. Casanova"",""Department of Computer Science and Engineering, University of California, San Diego, La Jolla, CA, USA"; San Diego SuperComputer Center, University of California, San Diego, La Jolla, CA, USA;" Department of Computer Science and Engineering, University of California, San Diego, La Jolla, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""3 Oct 2005"",""2005"",""16"",""11"",""1092"",""1102"",""Divisible load applications occur in many fields of science and engineering and can be easily parallelized in a master-worker fashion, but pose several scheduling challenges. While a number of approaches have been proposed that allocate load to workers in a single round, using multiple rounds improves overlap of computation with communication. Unfortunately, multiround algorithms are difficult to analyze and have thus received only limited attention. In this paper, we answer three open questions in the multiround divisible load scheduling area: 1) how to account for latencies, 2) how to account for heterogeneous platforms, and 3) how many rounds should be used. To answer 1), we derive the first closed-form optimal schedule for a homogeneous platform with both computation and communication latencies, for a given number of rounds. To answer 2) and 3), we present a novel algorithm, UMR. We evaluate UMR in a variety of realistic scenarios."",""1558-2183"","""",""10.1109/TPDS.2005.139"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1514436"",""Parallel processing";scheduling;divisible loads;"multiround algorithms."",""Scheduling algorithm";Processor scheduling;Optimal scheduling;Delay;Grid computing;Costs;Algorithm design and analysis;Computer applications;Concurrent computing;"Computational efficiency"","""",""69"","""",""51"",""IEEE"",""3 Oct 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"NoC synthesis flow for customized domain specific multiprocessor systems-on-chip,""D. Bertozzi"; A. Jalabert; Srinivasan Murali; R. Tamhankar; S. Stergiou; L. Benini;" G. De Micheli"",""DEIS, University of Bologna, Bologna, Italy"; CEA-LETI, France; Department of Electrical Engineering, Gates Computer Science, University of Stanford, Stanford, CA, USA; Department of Electrical Engineering, Gates Computer Science, University of Stanford, Stanford, CA, USA; Department of Electrical Engineering, Gates Computer Science, University of Stanford, Stanford, CA, USA; DEIS, University of Bologna, Bologna, Italy;" Department of Electrical Engineering, Gates Computer Science, University of Stanford, Stanford, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""3 Jan 2005"",""2005"",""16"",""2"",""113"",""129"",""The growing complexity of customizable single-chip multiprocessors is requiring communication resources that can only be provided by a highly-scalable communication infrastructure. This trend is exemplified by the growing number of network-on-chip (NoC) architectures that have been proposed recently for system-on-chip (SoC) integration. Developing NoC-based systems tailored to a particular application domain is crucial for achieving high-performance, energy-efficient customized solutions. The effectiveness of this approach largely depends on the availability of an ad hoc design methodology that, starting from a high-level application specification, derives an optimized NoC configuration with respect to different design objectives and instantiates the selected application specific on-chip micronetwork. Automatic execution of these design steps is highly desirable to increase SoC design productivity. This work illustrates a complete synthesis flow, called Netchip, for customized NoC architectures, that partitions the development work into major steps (topology mapping, selection, and generation) and provides proper tools for their automatic execution (SUNMAP, xpipescompiler). The entire flow leverages the flexibility of a fully reusable and scalable network components library called xpipes, consisting of highly-parameterizable network building blocks (network interface, switches, switch-to-switch links) that are design-time tunable and composable to achieve arbitrary topologies and customized domain-specific NoC architectures. Several experimental case studies are presented In the work, showing the powerful design space exploration capabilities of the proposed methodology and tools."",""1558-2183"","""",""10.1109/TPDS.2005.22"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1374853"",""Systems-on-chip";networks on chip;synthesis;mapping;"architecture."",""Network-on-a-chip";Multiprocessing systems;Network synthesis;Network topology;System-on-a-chip;Energy efficiency;Design methodology;Design optimization;Productivity;"Libraries"","""",""412"",""3"",""44"",""IEEE"",""3 Jan 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;
"On optimal replication of data object at hierarchical and transparent Web proxies,""Xiaohua Jia"; Deying Li; Hongwei Du;" J. Cao"",""School of Computing, Wuhan University of China, China"; School of Information, Renmin University of China, Beijing, China; Department of Computer Science, City University of Hong Kong, Hong Kong, China;" Department of Computer Science, La Trobe University, Melbourne, VIC, Australia"",""IEEE Transactions on Parallel and Distributed Systems"",""27 Jun 2005"",""2005"",""16"",""8"",""673"",""685"",""This paper investigates the optimal replication of data objects at hierarchical and transparent Web proxies. By transparent, we mean the proxies are capable of intercepting users' requests and forwarding the requests to a higher level proxy if the requested data are not present in their local cache. Two cases of data replication at proxies are studied: 1) proxies having unlimited storage capacities and 2) proxies having limited storage capacities. For the former case, an efficient algorithm for computing the optimal result is proposed. For the latter case, we prove the problem is NP-hard, and propose two heuristic algorithms. Extensive simulations have been conducted and the simulation results have demonstrated significant performance gain by using the proposed data replication algorithms and also shown the proposed algorithms out-perform the standard Web caching algorithm (LRU threshold method)."",""1558-2183"","""",""10.1109/TPDS.2005.94"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1458684"",""Web server";Web proxy;Web caching;data replication;"World Wide Web."",""Web server";Heuristic algorithms;Computational modeling;Delay;Contracts;Performance gain;Web sites;Telecommunication traffic;Internet;"Network servers"","""",""28"","""",""27"",""IEEE"",""27 Jun 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;
"On-chip interconnects and instruction steering schemes for clustered microarchitectures,""J. . -M. Parcerisa"; J. Sahuquillo; A. Gonzalez;" J. Duato"",""Department of Computer Architecture, Universitat Poliltècnica de Catalunya, Barcelona, Spain"; Departamento de Informàtica de Sistemas y Computadores (DISCA), Universidad Politècnica de València, Valencia, Spain; Department of Computer Architecture, Universitat Poliltècnica de Catalunya, Barcelona, Spain;" Universitat Politécnica de Valéncia, Valencia, Spain"",""IEEE Transactions on Parallel and Distributed Systems"",""3 Jan 2005"",""2005"",""16"",""2"",""130"",""144"",""Clustering is an effective microarchitectural technique for reducing the impact of wire delays, the complexity, and the power requirements of microprocessors. In this work, we investigate the design of on-chip interconnection networks for clustered superscalar microarchitectures. This new class of interconnects has demands and characteristics different from traditional multiprocessor networks. In particular, in a clustered microarchitecture, a low intercluster communication latency is essential for high performance. We propose some point-to-point cluster interconnects and new improved instruction steering schemes. The results show that these point-to-point interconnects achieve much better performance than bus-based ones, and that the connectivity of the network together with effective steering schemes are key for high performance. We also show that these interconnects can be built with simple hardware and achieve a performance close to that of an idealized contention-free model."",""1558-2183"","""",""10.1109/TPDS.2005.23"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1374854"",""Clustered microarchitecture";intercluster communication;on-chip interconnects;instruction steering;"complexity."",""Microarchitecture";Delay effects;Wire;Microprocessors;Multiprocessor interconnection networks;Clocks;Computer Society;Network-on-a-chip;Hardware;"Throughput"","""",""11"",""1"",""38"",""IEEE"",""3 Jan 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;
"Optimal path embedding in crossed cubes,""J. Fan"; X. Lin;" X. Jia"",""Department of Computer Science, City University of Hong Kong, Kowloon, Hong Kong, China"; College of Information Science and Technology, Sun Yat-Sen University, Guangzhou, China;" Department of Computer Science, City University of Hong Kong, Kowloon, Hong Kong, China"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Oct 2005"",""2005"",""16"",""12"",""1190"",""1200"",""The crossed cube is an important variant of the hypercube. The n-dimensional crossed cube has only about half diameter, wide diameter, and fault diameter of those of the n-dimensional hypercube. Embeddings of trees, cycles, shortest paths, and Hamiltonian paths in crossed cubes have been studied in literature. Little work has been done on the embedding of paths except shortest paths, and Hamiltonian paths in crossed cubes. In this paper, we study optimal embedding of paths of different lengths between any two nodes in crossed cubes. We prove that paths of all lengths between [(n+1)/2] and 2/sup n/-1 can be embedded between any two distinct nodes with a dilation of 1 in the n-dimensional crossed cube. The embedding of paths is optimal in the sense that the dilation of the embedding is 1. We also prove that [(n+1)/2]+1 is the shortest possible length that can be embedded between arbitrary two distinct nodes with dilation 1 in the n-dimensional crossed cube."",""1558-2183"","""",""10.1109/TPDS.2005.151"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1524955"",""Crossed cube";graph embedding;optimal embedding;interconnection network;"parallel computing system."",""Parallel processing";Computer architecture;Multiprocessor interconnection networks;Routing;Computational modeling;Hypercubes;Very large scale integration;Multicast algorithms;Computer networks;"Chip scale packaging"","""",""88"","""",""35"",""IEEE"",""31 Oct 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Optimized distributed delivery of continuous-media documents over unreliable communication links,""G. Barlas";" Bharadwaj Veeravalli"",""Department of Computer Science, School of Engineering, American University of Sharjah, Sharjah, UAE";" Open Source Software Laboratory, National University of Singapore, Singapore"",""IEEE Transactions on Parallel and Distributed Systems"",""29 Aug 2005"",""2005"",""16"",""10"",""982"",""994"",""Video-on-demand (VoD) applications place very high requirements on the delivery medium. High-quality services should provide for a timely delivery of the data-stream to the clients plus a minimum of playback disturbances. The major contributions of this paper are that it proposes a multiserver, multi-installment (MSMI) solution approach (sending the document in several installments from each server) to the delivery problem and achieves a minimization of the client waiting time, also referred to as the access time (AT) or start-up latency in the literature. By using multiple spatially distributed servers, we are able to exploit slow connections that would otherwise prevent the deployment of video-on-demand-like services, to offer such services in an optimal manner. Additionally, the delivery and playback schedule that is computed by our approach is loss-aware in the sense that it is flexible enough to accommodate packet losses without interrupts. The mathematical framework presented covers both computation and optimization problems associated with the delivery schedule, offering a complete set of guidelines for designing MSMI VoD services. The optimizations presented include the ordering of the servers and determining the number of installments based on the packet-loss probabilities of the communication links. Our analysis guarantees the validity of a delivery schedule recommended by the system by providing a percentage of confidence for an uninterrupted playback at the client site. This, in a way, quantifies the degree of quality of service rendered by the system and the MSMI strategy proposed. The paper is concluded by a rigorous simulation study that showcases the substantial advantages of the proposed approach and explores how optimization of the schedule parameters affects performance."",""1558-2183"","""",""10.1109/TPDS.2005.125"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1501809"",""Video retrieval";retrieval models;divisible loads;performance evaluation;video;servers;"video repositories."",""Design optimization";Web server;Processor scheduling;Network servers;Multimedia systems;Motion pictures;Computer Society;Application software;Delay;"Guidelines"","""",""17"","""",""38"",""IEEE"",""29 Aug 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Optimizing array-intensive applications for on-chip multiprocessors,""I. Kadayif"; M. Kandemir; G. Chen; O. Ozturk; M. Karakoy;" U. Sezer"",""Department of Computer Engineering, Canakkale Onsekiz Mart University, Canakkale, Turkey"; CSE Department, Pennsylvania State University, University Park, PA, USA; CSE Department, Pennsylvania State University, University Park, PA, USA; CSE Department, Pennsylvania State University, University Park, PA, USA; Department of Computing, Imperial College London, London, UK;" ECE Department, University of Wisconsin, Madison, WI, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""4 Apr 2005"",""2005"",""16"",""5"",""396"",""411"",""With energy consumption becoming one of the first-class optimization parameters in computer system design, compilation techniques that consider performance and energy simultaneously are expected to play a central role. In particular, compiling a given application code under performance and energy constraints is becoming an important problem. In this paper, we focus on an on-chip multiprocessor architecture and present a set of code optimization strategies. We first evaluate an adaptive loop parallelization strategy (i.e., a strategy that allows each loop nest to execute using a different number of processors if doing so is beneficial) and measure the potential energy savings when unused processors during execution of a nested loop are shut down (i.e., placed into a power-down or sleep state). Our results show that shutting down unused processors can lead to as much as 67 percent energy savings at the expense of up to 17 percent performance loss in a set of array-intensive applications. To eliminate this performance penalty, we also discuss and evaluate a processor preactivation strategy based on compile-time analysis of nested loops. Based on our experiments, we conclude that an adaptive loop parallelization strategy combined with idle processor shut down and preactivation can be very effective in reducing energy consumption without increasing execution time. We then generalize our strategy and present an application parallelization strategy based on integer linear programming (ILP). Given an array-intensive application, our optimization strategy determines the number of processors to be used in executing each loop nest based on the objective function and additional compilation constraints provided by the user/programmer. Our initial experience with this constraint-based optimization strategy shows that it is very successful in optimizing array-intensive applications on on-chip multiprocessors under multiple energy and performance constraints."",""1558-2183"","""",""10.1109/TPDS.2005.57"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1411729"",""On-chip multiprocessor";constrained optimization;embedded systems;energy consumption;adaptive loop parallelization;"integer linear programming."",""Constraint optimization";Application software;Energy consumption;Design optimization;Computer architecture;Energy measurement;Potential energy;Sleep;Performance loss;"Performance analysis"","""",""9"","""",""54"",""IEEE"",""4 Apr 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;
"Parallel dynamic programming on clusters of workstations,""S. D. Canto"; A. P. de Madrid;" S. D. Bencomo"",""Department of Computer Science and Automatic Control, UNED (Spanish National University of Distance Education), Madrid, Spain"; Department of Computer Science and Automatic Control, UNED (Spanish National University of Distance Education), Madrid, Spain;" Department of Computer Science and Automatic Control, UNED (Spanish National University of Distance Education), Madrid, Spain"",""IEEE Transactions on Parallel and Distributed Systems"",""1 Aug 2005"",""2005"",""16"",""9"",""785"",""798"",""The standard DP (dynamic programming) algorithms are limited by the substantial computational demands they put on contemporary serial computers. In this work, the theory behind the solution to serial monadic dynamic programming problems highlights the theory and application of parallel dynamic programming on a general-purpose architecture (cluster or network of workstations). A simple and well-known technique, message passing, is considered. Several parallel serial monadic DP algorithms are proposed, based on the parallelization in the state variables and the parallelization in the decision variables. Algorithms with no interpolation are also proposed. It is demonstrated how constraints introduce load unbalance which affect scalability and how this problem is inherent to DP."",""1558-2183"","""",""10.1109/TPDS.2005.112"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1490510"",""Parallel dynamic programming";constrained optimization;combinatorial algorithms;networked workstations;performance evaluation;"NOWs."",""Dynamic programming";Workstations;Concurrent computing;Clustering algorithms;Computer architecture;Application software;Scalability;Computational efficiency;Heuristic algorithms;"Message passing"","""",""6"","""",""38"",""IEEE"",""1 Aug 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;
"Parallel implementation of back-propagation algorithm in networks of workstations,""S. Suresh"; S. N. Omkar;" V. Mani"",""Department of Aerospace Engineering, Indian Institute of Science, Bangalore, India"; Department of Aerospace Engineering, Indian Institute of Science, Bangalore, India;" Department of Aerospace Engineering, Indian Institute of Science, Bangalore, India"",""IEEE Transactions on Parallel and Distributed Systems"",""17 Jan 2005"",""2005"",""16"",""1"",""24"",""34"",""This work presents an efficient mapping scheme for the multilayer perceptron (MLP) network trained using back-propagation (BP) algorithm on network of workstations (NOWs). Hybrid partitioning (HP) scheme is used to partition the network and each partition is mapped on to processors in NOWs. We derive the processing time and memory space required to implement the parallel BP algorithm in NOWs. The performance parameters like speed-up and space reduction factor are evaluated for the HP scheme and it is compared with earlier work involving vertical partitioning (VP) scheme for mapping the MLP on NOWs. The performance of the HP scheme is evaluated by solving optical character recognition (OCR) problem in a network of ALPHA machines. The analytical and experimental performance shows that the proposed parallel algorithm has better speed-up, less communication time, and better space reduction factor than the earlier algorithm. This work also presents a simple and efficient static mapping scheme on heterogeneous system. Using divisible load scheduling theory, a closed-form expression for number of neurons assigned to each processor in the NOW is obtained. Analytical and experimental results for static mapping problem on NOWs are also presented."",""1558-2183"","""",""10.1109/TPDS.2005.11"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1363750"",""Multilayer perceptron";back-propagation;network of workstation;optical character recognition;performance measures;"divisible load theory."",""Workstations";Partitioning algorithms;Optical character recognition software;Multilayer perceptrons;Optical fiber networks;Character recognition;Performance analysis;Algorithm design and analysis;Parallel algorithms;"Processor scheduling"","""",""75"","""",""35"",""IEEE"",""17 Jan 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;
"Parallel routing algorithms for nonblocking electronic and photonic switching networks,""E. Lu";" S. Q. Zheng"",""Department of Mathematics and Computer Science, Richard A. Henson School of Science and Technology, Salisbury University, Salisbury, MD, USA";" Department of Mathematics and Computer Science, Erik Jonsson School of Engineering and Computer Science, University of Technology, Dallas, TX, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""27 Jun 2005"",""2005"",""16"",""8"",""702"",""713"",""We study the connection capacity of a class of rearrangeable nonblocking (RNB) and strictly nonblocking (SNB) networks with/without crosstalk-free constraint, model their routing problems as weak or strong edge-colorings of bipartite graphs, and propose efficient routing algorithms for these networks using parallel processing techniques. This class of networks includes networks constructed from banyan networks by horizontal concatenation of extra stages and/or vertical stacking of multiple planes. We present a parallel algorithm that runs in O(lg/sup 2/ N) time for the RNB networks of complexities ranging from O(N lg N) to O(N/sup 1.5/ lg N) crosspoints and parallel algorithms that run in O(min{d* lg N, /spl radic/N}) time for the SNB networks of O(N/sup 1.5/ lg N) crosspoints, using a completely connected multiprocessor system of N processing elements. Our algorithms can be translated into algorithms with an O(lg N lg lg N) slowdown factor for the class of N-processor hypercubic networks, whose structures are no more complex than a single plane in the RNB and SNB networks considered."",""1558-2183"","""",""10.1109/TPDS.2005.95"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1458686"",""Banyan network";crosstalk;optical switching;rearrangeable nonblocking network;strictly nonblocking network;switch control;self-routing;graph coloring;"parallel algorithm."",""Routing";Optical crosstalk;Communication switching;Optical switches;Optical control;Optical waveguides;Parallel algorithms;Optical fiber networks;Optical losses;"Optical devices"","""",""14"","""",""34"",""IEEE"",""27 Jun 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;
"Peer-to-peer data preservation through storage auctions,""B. F. Cooper";" H. Garcia-Molina"",""College of Computing, Georgia Institute of Technology, Atlanta, GA, USA";" Department of Computer Science, University of Stanford, Stanford, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Jan 2005"",""2005"",""16"",""3"",""246"",""257"",""Digital archives protect important data collections from failures by making multiple copies at other archives, so that there are always several good copies of a collection. In a cooperative replication network, sites """"trade"""" space, so that each site contributes storage resources to the system and uses storage resources at other sites. Here, we examine bid trading: a mechanism where sites conduct auctions to determine who to trade with. A local site wishing to make a copy of a collection announces how much remote space is needed, and accepts bids for how much of its own space the local site must """"pay"""" to acquire that remote space. We define a spectrum of trading scenarios, ranging from a network of archives and digital libraries that trust each other, to a scenario where sites do as they please, including breaking the rules. Then, we focus on developing techniques for the scenarios where sites trust each other, although we discuss issues that may arise if sites are greedy or malicious. We examine the best policies for determining when to call auctions and how much to bid, as well as the effects of """"maverick"""" sites that behave differently than other sites. Simulations of auction and trading sessions indicate that bid trading can allow sites to achieve higher reliability than the alternative: a system where sites trade equal amounts of space without bidding."",""1558-2183"","""",""10.1109/TPDS.2005.34"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=1388214"",""Systems and software";distributed systems;backup/recovery;digital libraries;"systems issues."",""Peer to peer computing";Protection;Software libraries;Software systems;Decision making;"Government"","""",""10"",""4"",""35"",""IEEE"",""31 Jan 2005"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
