"A 2-Approximation Algorithm for Scheduling Parallel and Time-Sensitive Applications to Maximize Total Accrued Utility Value,""S. Li"; M. Song; P. -J. Wan;" S. Ren"",""Department of Engineering Mechanics, Dalian University of Technology, Dalian, China"; Department of Computer Science, Illinois Institute of Technology, Chicago, IL; Department of Computer Science, Illinois Institute of Technology, Chicago, IL;" Department of Computer Science, Illinois Institute of Technology, Chicago, IL"",""IEEE Transactions on Parallel and Distributed Systems"",""10 Jun 2016"",""2016"",""27"",""7"",""1864"",""1878"",""For a time-sensitive application, the usefulness of its end results (also called the application's accrued utility value in the paper) depends on the time when the application is completed and its results are delivered. In this paper, we address the accrued utility value maximization problem for narrow parallel and time-sensitive applications. We first consider the problem in the context of a discrete time domain and present the Spatial-Temporal Interference Based (STIB) scheduling algorithm. We formally prove that the STIB algorithm is a 2-approximation algorithm. Second, we extend our work to a continuous time domain and present a heuristic scheduling algorithm, i.e., the Continuous Spatial-Temporal Interference Based (STIB-C) algorithm to maximize the system's total accrued utility value when the system operates in a continuous time domain. The extensive empirical evaluations reveal that: (1) in a discrete time domain, the systems' total accrued utility values obtained through the STIB algorithm are consistent with the theoretic bound, i.e., they never go below 50 percent of the optimal value. In fact, on average, the STIB algorithm can achieve over 92.5 percent of the optimal value";" (2) compared to other scheduling policies listed in the literature, the developed STIB and STIB-C algorithms have clear advantages in terms of the system's total accrued utility value and the profitable application ratio. In particular, in terms of the system's total accrued utility value, both the STIB and the STIB-C algorithms achieve as much as six times for both the First Come First Come Serve(FCFS) with backfilling algorithm and the Gang Earliest Deadline First (EDF) algorithm, and 4.5 times for the 0-1 Knapsack based scheduling algorithm. In terms of the profitable application ratio, both the STIB and the STIB-C algorithms obtain as much as four times for both the FCFS with backfilling algorithm and the Gang EDF algorithm, and two times for the 0-1 Knapsack based scheduling algorithm."",""1558-2183"","""",""10.1109/TPDS.2015.2474360"",""US National Science Foundation(grant numbers:CNS-1018731,CNS-0746643(CAREER))";" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7229345"",""Parallel";time-sensitive;scheduling;approximation algorithm;Parallel;time-sensitive;scheduling;"approximation algorithm"",""Interference";Scheduling algorithms;Schedules;Scheduling;Time-domain analysis;"Optimal scheduling"","""",""6"","""",""35"",""IEEE"",""28 Aug 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;
"FPGA Hardware Acceleration of Monte Carlo Simulations for the Ising Model,""F. Ortega-Zamorano"; M. A. Montemurro; S. A. Cannas; J. M. Jerez;" L. Franco"",""Departamento de Lenguajes y Ciencias de la Computación, Universidad de Málaga, Campus de Teatinos S/N, Málaga, Spain"; Department of Life Sciences, University of Manchester, Manchester, U.K; Facultad de Matemática, Astronomía y Física (IFEG-CONICET), Universidad Nacional de Córdoba, Córdoba, Argentina; Departamento de Lenguajes y Ciencias de la Computación, Universidad de Málaga, Campus de Teatinos S/N, Málaga, Spain;" Departamento de Lenguajes y Ciencias de la Computación, Universidad de Málaga, Campus de Teatinos S/N, Málaga, Spain"",""IEEE Transactions on Parallel and Distributed Systems"",""5 Aug 2016"",""2016"",""27"",""9"",""2618"",""2627"",""A two-dimensional Ising model with nearest-neighbors ferromagnetic interactions is implemented in a Field Programmable Gate Array (FPGA) board. Extensive Monte Carlo simulations were carried out using an efficient hardware representation of individual spins and a combined global-local LFSR random number generator. Consistent results regarding the descriptive properties of magnetic systems, like energy, magnetization and susceptibility are obtained while a speed-up factor of approximately six times is achieved in comparison to previous FPGA-based published works and almost $10^4$  times in comparison to a standard CPU simulation. A detailed description of the logic design used is given together with a careful analysis of the quality of the random number generator used. The obtained results confirm the potential of FPGAs for analyzing the statistical mechanics of magnetic systems."",""1558-2183"","""",""10.1109/TPDS.2015.2505725"",""Junta de Andalucia(grant numbers:P10-TIC-5770)"; MICIIN(grant numbers:TIN2010-16556,TIN2014-58516-c2-1-R); CONICET(grant numbers:PIP11220110100213);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7347434"",""Hardware implementation";LFSR random number generator;Monte Carlo simulations;"Ising model"",""Field programmable gate arrays";Lattices;Hardware;Monte Carlo methods;Magnetic susceptibility;Computational modeling;"Analytical models"","""",""11"","""",""42"",""IEEE"",""4 Dec 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Freeweb: P2P-Assisted Collaborative Censorship-Resistant Web Browsing,""H. Shen"; A. X. Liu; G. Liu;" L. Zhao"",""Department of Electrical and Computer Engineering, Clemson University, Clemson, SC"; Department of Computer Science and Engineering, Michigan State University, East Lansing, MI; Department of Electrical and Computer Engineering, Clemson University, Clemson, SC;" Department of Electrical and Computer Engineering, Clemson University, Clemson, SC"",""IEEE Transactions on Parallel and Distributed Systems"",""7 Oct 2016"",""2016"",""27"",""11"",""3226"",""3241"",""In many countries, the Internet is under stringent censorship for political or religious reasons which severely undermines the free flow of information. A censorship-resistant web browsing system must be scalable, blocking resistant, and tracing resistant. However, current censorship-resistant web browsing systems, which use a group of dedicated proxies to bypass censorship, fail to meet these requirements. To tackle these challenges, we propose Freeweb, which relies on widely-distributed peer-to-peer (P2P) nodes in a decentralized manner rather than specified proxies in a centralized manner. We also proposed enhancement methods to reduce file access delay and avoid node overloads in Freeweb. Freeweb is built on top of a Distributed Hash Table (DHT)-based P2P network, where nodes not under censorship help nodes under censorship to access blocked webpages. Freeweb has a web browser front-end whose user interface resembles existing web browsers. The underlying complex process of retrieving blocked webpages is therefore hidden from users. We implemented an open-sourced Freeweb and conducted extensive real-world experiments on PlanetLab. The experimental results show that Freeweb has a high success rate and reasonable browsing latency, and its enhancement reduces much network load and file access latency, and avoids node overloads."",""1558-2183"","""",""10.1109/TPDS.2015.2468227"",""US National Science Foundation(grant numbers:CNS-1254006,CNS-1249603,CNS-1049947,CNS-0917056,CNS-1025652,CNS-0845513,CNS-1017598,CNS-1017588)"; Microsoft Research Faculty Fellowship(grant numbers:8300751); National Natural Science Foundation of China(grant numbers:61472184,61321491,61272546); Jiangsu Future Internet Program(grant numbers:BY2013095-4-08); Future Network Futuristic Research Program; Jiangsu Future Networks Innovation Institute; Jiangsu High-level Innovation & Entrepreneurship;" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7194820"",""Censorship-resistance";web browsing;peer-to-peer network;"distributed hash table"",""Peer-to-peer computing";Servers;Uniform resource locators;IP networks;Censorship;Resistance;"Cryptography"","""",""2"","""",""57"",""IEEE"",""13 Aug 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;
"GBC3: A Versatile Cube-Based Server-Centric Network for Data Centers,""Z. Li";" Y. Yang"",""Department of Electrical and Computer Engineering, Stony Brook University, Stony Brook, NY";" Department of Electrical and Computer Engineering, Stony Brook University, Stony Brook, NY"",""IEEE Transactions on Parallel and Distributed Systems"",""8 Sep 2016"",""2016"",""27"",""10"",""2895"",""2910"",""A new network structure called BCube Connected Crossbars (BCCC) was recently proposed. Its short diameter, good expandability and low cost make it a very promising topology for data center networks. However, it can utilize only two NIC ports of each server, which is suitable for nowadays technology, even though more NIC ports are available. Due to technology advances, servers with more NIC ports are emerging and they will become low-cost commodities some time later. In this paper, we propose a more general server-centric data center network structure, called GBC3, which can utilize inexpensive commodity off-the-shelf switches and servers with any fixed number of NIC ports and provide good network properties. Like BCCC, GBC3 has good expandability. When doing expansion, there is no need to alter the existing system but only to add new components into it. Thus the expansion cost that BCube suffers from can be significantly reduced in GBC3. We also introduce an addressing scheme and several efficient routing algorithms for one-to-one, one-to-all and one-to-many communications in GBC3 respectively. We make comprehensive comparisons between GBC3 and some popular existing structures in terms of several critical metrics, such as diameter, network size, bisection bandwidth and capital expenditure. We also conduct extensive experiments to evaluate GBC3, which show that GBC3 achieves the best flexibility to make tradeoff among all these critical metrics and it can suit for many different applications by fine tuning its parameters."",""1558-2183"","""",""10.1109/TPDS.2015.2511725"",""U.S. National Science Foundation(grant numbers:CCF-1526162)";" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7364277"",""Data center networks";server-centric;network diameter;topology;"expandability"",""Servers";Ports (Computers);Routing;Network topology;Hypercubes;Topology;"Hardware"","""",""24"","""",""28"",""IEEE"",""23 Dec 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"GCA:Global Congestion Awareness for Load Balance in Networks-on-Chip,""M. Ramakrishna"; V. K. Kodati; P. V. Gratz;" A. Sprintson"",""Department of Electrical and Computer Engineering, Texas A&M University, College Station, Texas"; Department of Electrical and Computer Engineering, Texas A&M University, College Station, Texas; Department of Electrical and Computer Engineering, Texas A&M University, College Station, Texas;" Department of Electrical and Computer Engineering, Texas A&M University, College Station, Texas"",""IEEE Transactions on Parallel and Distributed Systems"",""10 Jun 2016"",""2016"",""27"",""7"",""2022"",""2035"",""As modern CMPs scale to ever increasing core counts, Networks-on-Chip (NoCs) are emerging as an interconnection fabric, enabling communication between components. While NoCs provide high and scalable bandwidth, current routing algorithms, such as dimension-ordered routing, suffer from poor load balance, leading to reduced throughput and high latencies. Improving load balance, hence, is critical in future CMP designs where increased latency leads to wasted power and energy waiting for outstanding requests to resolve. Adaptive routing is a known technique to improve load balance, however, prior adaptive routing techniques either use local or regionally-aggregated information to form their routing decisions. This paper proposes a new, light-weight, adaptive routing algorithm for on-chip routers based on global link state and congestion information, Global Congestion Awareness (GCA). GCA uses a simple, low-complexity route calculation unit, to calculate paths to their destination without the myopia of local decisions, nor the aggregation of unrelated status information, found in prior designs. In particular GCA outperforms local adaptive routing by 26 percent, Regional Congestion Awareness (RCA) by 15 percent, and a recent competing adaptive routing algorithm, DAR, by 8 percent on average on realistic workloads."",""1558-2183"","""",""10.1109/TPDS.2015.2477840"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7254220"",""GCA";Congestion awareness;Adaptive routing;Network-on-Chip;Load balancing;GCA;congestion awareness;adaptive routing;network-on-chip;"load balancing"",""Routing";Ports (Computers);Adaptive systems;Algorithm design and analysis;Measurement;Silicon;"Complexity theory"","""",""32"","""",""21"",""IEEE"",""10 Sep 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;
"Global Fixed Priority Scheduling with Preemption Threshold: Schedulability Analysis and Stack Size Minimization,""C. Wang"; Z. Gu;" H. Zeng"",""College of Computer Science, Zhejiang University, Hangzhou, China"; College of Computer Science, Zhejiang University, Hangzhou, China;" Department of Electrical and Computer Engineering, Virginia Tech, Blacksburg, VA"",""IEEE Transactions on Parallel and Distributed Systems"",""7 Oct 2016"",""2016"",""27"",""11"",""3242"",""3255"",""Memory is a limited resource in cost-sensitive, resource-constrained embedded applications. Preemption Threshold Scheduling (PTS) is a well-known technique for reducing the system stack size requirement. We consider Global Fixed Priority Scheduling with Preemption Threshold (gFPPT), as integration of PTS with global Fixed-Priority scheduling on a homogeneous multiprocessor platform, and formulate the optimization problem of minimizing the system stack size requirement while guaranteeing schedulability. We present schedulability analysis, optimization algorithms for priority and preemption threshold assignment, and an ILP formulation for computing system stack size requirement. Performance evaluation shows that the system stack size requirement can be reduced significantly with gFPPT compared to preemptive scheduling."",""1558-2183"","""",""10.1109/TPDS.2016.2528978"",""National Natural Science Foundation of China(grant numbers:61272127,61471165)";" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7405349"",""Real-time scheduling";real-time embedded systems;preemption threshold scheduling;"global multiprocessor scheduling"",""Processor scheduling";Job shop scheduling;Algorithm design and analysis;Runtime;Optimization;"Automotive engineering"","""",""21"","""",""20"",""IEEE"",""11 Feb 2016"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"GMU: Genuine Multiversion Update-Serializable Partial Data Replication,""S. Peluso"; P. Ruivo; P. Romano; F. Quaglia;" L. Rodrigues"",""ECE Department, Virginia Tech, Blacksburg, Virginia, USA"; Red Hat Inc, Dublin, Ireland; INESC-ID, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal; Dipartimento di Ingegneria Informatica, Automatica, e Gestionale, Sapienza University of Rome, Italy;" INESC-ID, Instituto Superior Técnico, Universidade de Lisboa, Lisbon, Portugal"",""IEEE Transactions on Parallel and Distributed Systems"",""8 Sep 2016"",""2016"",""27"",""10"",""2911"",""2925"",""In this article we introduce GMU, a genuine partial replication protocol for transactional systems, which exploits an innovative, highly scalable, distributed multiversioning scheme. Unlike existing multiversion-based solutions, GMU does not rely on any global logical clock, which may represent a contention point and a major impairment to system scalability. Also, GMU never aborts read-only transactions and spares them from undergoing distributed validation schemes. This makes GMU particularly efficient in presence of read-intensive workloads, as typical of a wide range of real-world applications. GMU guarantees the Extended Update Serializability (EUS) isolation level. This consistency criterion is particularly attractive as it is sufficiently strong to ensure correctness even for very demanding applications (such as TPC-C), but is also weak enough to allow efficient and scalable implementations, such as GMU. Further, unlike several relaxed consistency models proposed in literature, EUS shows simple and intuitive semantics, thus being an attractive consistency model for ordinary programmers. We integrated GMU in a popular open source in-memory transactional data grid, namely Infinispan. On the basis of a wide experimental study performed on heterogeneous platforms and using industry standard benchmarks (namely TPC-C and YCSB), we show that GMU achieves almost linear scalability and that it introduces reduced overhead, with respect to solutions ensuring non-serializable semantics, in a wide range of workloads."",""1558-2183"","""",""10.1109/TPDS.2015.2510998"",""Fundação para a Ciência e Tecnologia(grant numbers:UID/CEC/50021/2013)";" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7362215"",""Partial data replication";multiversioning;transactional systems;"fault tolerance"",""Protocols";Proposals;Scalability;Semantics;Clocks;History;"Benchmark testing"","""",""3"","""",""46"",""IEEE"",""22 Dec 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"GPU Robot Motion Planning Using Semi-Infinite Nonlinear Programming,""B. Chrétien"; A. Escande;" A. Kheddar"",""CNRS-AIST JRL, UMI3218/RL, Tsukuba, Japan"; CNRS-AIST JRL, UMI3218/RL, Tsukuba, Japan;" CNRS-AIST JRL, UMI3218/RL, Tsukuba, Japan"",""IEEE Transactions on Parallel and Distributed Systems"",""8 Sep 2016"",""2016"",""27"",""10"",""2926"",""2939"",""We propose a many-core GPU implementation of robotic motion planning formulated as a semi-infinite optimization program. Our approach computes the constraints and their gradients in parallel, and feeds the result to a nonlinear optimization solver running on the CPU. To ensure the continuous satisfaction of our constraints, we use polynomial approximations over time intervals. Because each constraint and its gradient can be evaluated independently for each time interval, we end up with a highly parallelizable problem that can take advantage of many-core architectures. Classic robotic computations (geometry, kinematics, and dynamics) can also benefit from parallel processors, and we carefully study their implementation in our context. This results in having a full constraint evaluator running on the GPU. We present several optimization examples with a humanoid robot. They reveal substantial improvements in terms of computation performance compared to a parallel CPU version."",""1558-2183"","""",""10.1109/TPDS.2016.2521373"",""EU FP7"; Japan Society for Promotion of Science(grant numbers:P13786); Grant-in-Aid for Scientific Research(grant numbers:25280096);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7390287"",""GPGPU";CUDA;nonlinear optimization;motion planning;robotics;parallel computing;"HPC"",""Planning";Robot kinematics;Optimization;Service robots;Graphics processing units;"Kinematics"","""",""18"","""",""32"",""IEEE"",""25 Jan 2016"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"GPU Strategies for Distance-Based Outlier Detection,""F. Angiulli"; S. Basta; S. Lodi;" C. Sartori"",""DIMES Department, University of Calabria, Via P. Bucci, 41C, Rende (CS), Italy"; Institute of High Performance Computing and Networking, Italian National Research Council, Via P. Bucci 41C, Rende (CS), Italy; Department of Computer Science and Engineering, University of Bologna, Viale Risorgimento 2, Bologna, Italy;" Department of Computer Science and Engineering, University of Bologna, Viale Risorgimento 2, Bologna, Italy"",""IEEE Transactions on Parallel and Distributed Systems"",""7 Oct 2016"",""2016"",""27"",""11"",""3256"",""3268"",""The process of discovering interesting patterns in large, possibly huge, data sets is referred to as data mining, and can be performed in several flavours, known as “data mining functions.” Among these functions, outlier detection discovers observations which deviate substantially from the rest of the data, and has many important practical applications. Outlier detection in very large data sets is however computationally very demanding and currently requires high-performance computing facilities. We propose a family of parallel and distributed algorithms for graphic processing units (GPU) derived from two distance-based outlier detection algorithms: BruteForce and SolvingSet. The algorithms differ in the way they exploit the architecture and memory hierarchy of the GPU and guarantee significant improvements with respect to the CPU versions, both in terms of scalability and exploitation of parallelism. We provide a detailed discussion of their computational properties and measure performances with an extensive experimentation, comparing the several implementations and showing significant speedups."",""1558-2183"","""",""10.1109/TPDS.2016.2528984"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7405341"",""Distance-based outliers";outlier detection;"parallel and distributed algorithms"",""Graphics processing units";Data mining;Complexity theory;Algorithm design and analysis;Computer architecture;"Indexes"","""",""21"","""",""24"",""IEEE"",""11 Feb 2016"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Graphine: Programming Graph-Parallel Computation of Large Natural Graphs for Multicore Clusters,""J. Yan"; G. Tan; Z. Mo;" N. Sun"",""State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences"; State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences; Institute of Applied Physics and Computational Mathematics;" State Key Laboratory of Computer Architecture, Institute of Computing Technology, Chinese Academy of Sciences"",""IEEE Transactions on Parallel and Distributed Systems"",""12 May 2016"",""2016"",""27"",""6"",""1647"",""1659"",""Graph-parallel computation has become a crucial component in emerging applications of web search, data analytics and machine learning. In practice, most graphs derived from real-world phenomena are very large and scale-free. Unfortunately, distributed graph-parallel computation of these natural graphs still suffers strong scalability issues on contemporary multicore clusters. To embrace the multicore architecture in distributed graph-parallel computation, we propose the framework Graphine, which features (i) A Scatter-Combine computation abstraction that is evolved from the traditional vertex-centric approach by fusing the paired scatter and gather operations, executed separately on two edge sides, into a one-sided scatter. Further coupled with active message mechanism, it potentially reduces intermediate message cost and enables fine-grained parallelism on multicore architecture. (ii) An Agent-Graph data model, which leverages an idea similar to vertex-cut but conceptually splits the remote replica into two agent types of scatter and combiner, resulting in less communication. We implement the Graphine framework and evaluate it using several representative algorithms on six large real-world graphs and a series of synthetic graphs with power-law degree distributions. We show that Graphine achieves sublinear scalability with the number of cores per node, number of nodes, and graph sizes (up to one billion vertices), and is 2~15 times faster than the state-of-the-art PowerGraph on a cluster of 16 multicore nodes."",""1558-2183"","""",""10.1109/TPDS.2015.2453978"",""National Natural Science Foundation of China(grant numbers:61272134,31327901,91430218,60921002,60925009,61472395)"; National 863 Program(grant numbers:2009AA01A129); 973 Program(grant numbers:2012CB316502,2011CB302502);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7152922"",""Parallel Framework";Graph-Parallel;Computational Model;Graph-parallel;parallel framework;"computational model"",""Multicore processing";Mirrors;Runtime;Scalability;Data models;"Computational modeling"","""",""6"","""",""49"",""IEEE"",""8 Jul 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Hadoop Performance Modeling for Job Estimation and Resource Provisioning,""M. Khan"; Y. Jin; M. Li; Y. Xiang;" C. Jiang"",""Department of Electronic and Computer Engineering, Brunel University London, Uxbridge, United Kingdom"; National Key Lab for Electronic Measurement Technology, Department of Electronic and Computer Engineering, Brunel University London, Uxbridge, United Kingdom; Department of Electronic and Computer Engineering, Key Laboratory of Embedded Systems and Service Computing, Ministry of Education, Tongji University, Shanghai, China; Department of Computer Science and Technology, Tongji University, Siping Road, Shanghai, China;" Department of Computer Science and Technology, Tongji University, Siping Road, Shanghai, China"",""IEEE Transactions on Parallel and Distributed Systems"",""14 Jan 2016"",""2016"",""27"",""2"",""441"",""454"",""MapReduce has become a major computing model for data intensive applications. Hadoop, an open source implementation of MapReduce, has been adopted by an increasingly growing user community. Cloud computing service providers such as Amazon EC2 Cloud offer the opportunities for Hadoop users to lease a certain amount of resources and pay for their use. However, a key challenge is that cloud service providers do not have a resource provisioning mechanism to satisfy user jobs with deadline requirements. Currently, it is solely the user's responsibility to estimate the required amount of resources for running a job in the cloud. This paper presents a Hadoop job performance model that accurately estimates job completion time and further provisions the required amount of resources for a job to be completed within a deadline. The proposed model builds on historical job execution records and employs Locally Weighted Linear Regression (LWLR) technique to estimate the execution time of a job. Furthermore, it employs Lagrange Multipliers technique for resource provisioning to satisfy jobs with deadline requirements. The proposed model is initially evaluated on an in-house Hadoop cluster and subsequently evaluated in the Amazon EC2 Cloud. Experimental results show that the accuracy of the proposed model in job execution estimation is in the range of 94.97 and 95.51 percent, and jobs are completed within the required deadlines following on the resource provisioning scheme of the proposed model."",""1558-2183"","""",""10.1109/TPDS.2015.2405552"",""UK EPSRC(grant numbers:EP/K006487/1)"; National Basic Research Program (973) of China(grant numbers:2014CB340404);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7045505"",""Cloud computing";Hadoop MapReduce;job estimation;Cloud computing;Hadoop MapReduce;performance modeling;job estimation;"resource provisioning"",""Mathematical model";Computational modeling;Estimation;Upper bound;Cloud computing;Data models;"Educational institutions"","""",""78"",""1"",""32"",""IEEE"",""19 Feb 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;
"HadoopCL2: Motivating the Design of a Distributed, Heterogeneous Programming System With Machine-Learning Applications,""M. Grossman"; M. Breternitz;" V. Sarkar"",""Department of Computer Science, 6100 Main St., Rice University, Houston, TX"; AMD Research, 7171 Southwest Parkway, Austin, TX;" Department of Computer Science, 6100 Main St., Rice University, Houston, TX"",""IEEE Transactions on Parallel and Distributed Systems"",""11 Feb 2016"",""2016"",""27"",""3"",""762"",""775"",""Machine learning (ML) algorithms have garnered increased interest as they demonstrate improved ability to extract meaningful trends from large, diverse, and noisy data sets. While research is advancing the state-of-the-art in ML algorithms, it is difficult to drastically improve the real-world performance of these algorithms. Porting new and existing algorithms from single-node systems to multi-node clusters, or from architecturally homogeneous systems to heterogeneous systems, is a promising optimization technique. However, performing optimized ports is challenging for domain experts who may lack experience in distributed and heterogeneous software development. This work explores how challenges in ML application development on heterogeneous, distributed systems shaped the development of the HadoopCL2 (HCL2) programming system. ML applications guide this work because they exhibit features that make application development difficult: large & diverse datasets, complex algorithms, and the need for domain-specific knowledge. The goal of this work is a general, MapReduce programming system that outperforms existing programming systems. This work evaluates the performance and portability of HCL2 against five ML applications from the Mahout ML framework on two hardware platforms. HCL2 demonstrates speedups of greater than 20x relative to Mahout for three computationally heavy algorithms and maintains minor performance improvements for two I/O bound algorithms."",""1558-2183"","""",""10.1109/TPDS.2015.2414943"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7064791"",""MapReduce";heterogeneous;distributed;programming model;GPU;"auto-scheduling"",""Programming";Performance evaluation;Vectors;Java;Kernel;Object oriented modeling;"Computational modeling"","""",""10"","""",""16"",""IEEE"",""20 Mar 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Hardware Implementation on FPGA for Task-Level Parallel Dataflow Execution Engine,""C. Wang"; J. Zhang; X. Li; A. Wang;" X. Zhou"",""University of Science and Technology of China, China"; University of Science and Technology of China, China; University of Science and Technology of China, China; University of Science and Technology of China, China;" University of Science and Technology of China, China"",""IEEE Transactions on Parallel and Distributed Systems"",""13 Jul 2016"",""2016"",""27"",""8"",""2303"",""2315"",""Heterogeneous multicore platform has been widely used in various areas to achieve both power efficiency and high performance. However, it poses significant challenges to researchers to uncover more coarse-grained task level parallelization. In order to support automatic task parallel execution, this paper proposes a FPGA implementation of a hardware out-of-order scheduler on heterogeneous multicore platform. The scheduler is capable of exploring potential inter-task dependency, leading to a significant acceleration of dependence-aware applications. With the help of renaming scheme, the task dependencies are detected automatically during execution, and then task-level Write-After-Write (WAW) and Write-After-Read (WAR) dependencies can be eliminated dynamically. We extended the instruction level renaming techniques to perform task-level out-of-order execution, and implemented a prototype on a state-of-art Xilinx Virtex-5 FPGA device. Given the reconfigurable characteristic of FPGA, our scheduler supports changing accelerators at runtime to improve the flexibility. Experimental results demonstrate that our scheduler is efficient at both performance and resources usage."",""1558-2183"","""",""10.1109/TPDS.2015.2487346"",""National Science Foundation of China(grant numbers:61379040,61272131,61202053,61222204,61221062)"; Jiangsu Provincial Natural Science Foundation(grant numbers:SBK201240198); State Key Laboratory of Computer Architecture, ICT, CAS; CCF-Tencent Open Research Fund;" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7289452"",""FPGA";dataflow;dependency analysis;out-of-order;"parallel architecture"",""Hardware";Programming;Field programmable gate arrays;Parallel processing;Out of order;"Computer architecture"","""",""16"","""",""45"",""IEEE"",""5 Oct 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;
"Hardware-Acceleration of Short-Read Alignment Based on the Burrows-Wheeler Transform,""H. M. Waidyasooriya";" M. Hariyama"",""Graduate School of Information Sciences, Tohoku University, Aoba 6-6-05, Aramaki, Aoba, Sendai, Miyagi, Japan";" Graduate School of Information Sciences, Tohoku University, Aoba 6-6-05, Aramaki, Aoba, Sendai, Miyagi, Japan"",""IEEE Transactions on Parallel and Distributed Systems"",""7 Apr 2016"",""2016"",""27"",""5"",""1358"",""1372"",""The alignment of millions of short DNA fragments to a large genome is a very important aspect of the modern computational biology. However, software-based DNA sequence alignment takes many hours to complete. This paper proposes an FPGA-based hardware accelerator to reduce the alignment time. We apply a data encoding scheme that reduces the data size by 96 percent, and propose a pipelined hardware decoder to decode the data. We also design customized data paths to efficiently use the limited bandwidth of the DDR3 memories. The proposed accelerator can align a few hundred million short DNA fragments in an hour by using 80 processing elements in parallel. The proposed accelerator has the same mapping quality compared to the software-based methods."",""1558-2183"","""",""10.1109/TPDS.2015.2444376"",""MEXT"; KAKENHI(grant numbers:15K15958,24300013);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=7122348"",""Short-read alignment";genome mapping;Burrows-Wheeler alignment;FPGA accelerator;Short-read alignment;genome mapping;Burrows-Wheeler alignment;"FPGA accelerator"",""Arrays";Bioinformatics;Genomics;Decoding;Field programmable gate arrays;Hardware;"Encoding"","""",""17"",""1"",""26"",""IEEE"",""11 Jun 2015"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
