"1997 Index IEEE Transactions on Parallel And Vol. 8,"""",,""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""12"",""1301"",""1312"",""This index covers all technical items - papers, correspondence, reviews, etc. - that appeared in this periodical during the year, and items from previous years that were commented upon or corrected in this year. Departments and other items may also be covered if they have been judged to have archival value. The Author Index contains the primary entry for each item, listed under the first author's name. The primary entry includes the co-authors' names, the title of the paper or other item, and its location, specified by the publication abbreviation, year, month, and inclusive pagination. The Subject Index contains entries describing the item under all appropriate subject headings, plus the first author's name, the publication abbreviation, month, and year, and inclusive pages. Note that the item title is found only under the primary entry in the Author Index."",""1558-2183"","""",""10.1109/TPDS.1997.640023"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=640023"","""","""","""","""","""","""",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;
"Heuristic algorithms for scheduling iterative task computations on distributed memory machines,""Tao Yang";" Cong Fu"",""Department of Computer Science, University of California, Santa Barbara, CA, USA";" Department of Computer Science, University of California, Santa Barbara, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""6"",""608"",""622"",""Many partitioned scientific programs can be modeled as iterative executions of computational tasks and represented by iterative task graphs (ITGs). An ITG may or may not have dependence cycles. In this paper, we consider the symbolic scheduling of ITGs on distributed memory architectures with nonzero communication overhead and propose heuristic algorithms for scheduling both cyclic and acyclic ITGs without searching an entire iteration space. Our approach incorporates techniques of software pipelining, graph unfolding, directed acyclic graph (DAG) scheduling, and load balancing. We analyze the asymptotic optimality of the algorithms to show that the derived schedules are competitive to optimal solutions. We also study the sensitivity of scheduling performance on inaccurate weights. Finally, we present experimental results to demonstrate the effectiveness of the optimization techniques."",""1558-2183"","""",""10.1109/71.595579"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=595579"","""",""Heuristic algorithms";Iterative algorithms;Scheduling algorithm;Processor scheduling;Distributed computing;Parallel processing;Algorithm design and analysis;Concurrent computing;Pipeline processing;"Partitioning algorithms"","""",""23"","""",""28"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Heuristics for scheduling I/O operations,""R. Jain"; K. Somalwar; J. Werth;" J. C. Browne"",""Applied Research, Bellcore, Red Bank, NJ, USA"; Digital Equipment Corporation, USA; University of Texas, Austin, Austin, TX, USA;" University of Texas, Austin, Austin, TX, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""3"",""310"",""320"",""The I/O bottleneck in parallel computer systems has recently begun receiving increasing interest. Most attention has focused on improving the performance of I/O devices using fairly low level parallelism in techniques such as disk striping and interleaving. Widely applicable solutions, however, will require an integrated approach which addresses the problem at multiple system levels, including applications, systems software, and architecture. We propose that within the context of such an integrated approach, scheduling parallel I/O operations will become increasingly attractive and can potentially provide substantial performance benefits. We describe a simple I/O scheduling problem and present approximate algorithms for its solution. The costs of using these algorithms in terms of execution time, and the benefits in terms of reduced time to complete a batch of I/O operations, are compared with the situations in which no scheduling is used, and in which an optimal scheduling algorithm is used. The comparison is performed both theoretically and experimentally. We have found that, in exchange for a small execution time overhead, the approximate scheduling algorithms can provide substantial improvements in I/O completion times."",""1558-2183"","""",""10.1109/71.584096"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=584096"","""",""Optimal scheduling";Scheduling algorithm;Processor scheduling;Concurrent computing;Parallel processing;Interleaved codes;Application software;System software;Computer architecture;"Cost function"","""",""35"","""",""39"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
"High-throughput, low-memory applications on the Pica architecture,""D. S. Wills"; H. H. Cat; J. Cruz-Rivera; W. S. Lacy; J. M. Baker; J. C. Eble; A. Lopez-Lagunas;" M. Hopper"",""School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA"; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA; School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA;" School of Electrical and Computer Engineering, Georgia Institute of Technology, Atlanta, GA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""10"",""1055"",""1067"",""This paper describes Pica, a fine-grain, message-passing architecture designed to efficiently support high-throughput, low-memory parallel applications, such as image processing, object recognition, and data compression. By specializing the processor and reducing local memory (4,096 36-bit words), multiple nodes can be implemented on a single chip. This allows high-performance systems for high-throughput applications to be realized at lower cost. The architecture minimizes overhead for basic parallel operations. An operand-addressed context cache and round-robin task manager support fast task swapping. Fixed-sized activation contexts simplify storage management. Word-tag synchronization bits provide low-cost synchronization. Several applications have been developed for this architecture, including thermal relaxation, matrix multiplication, JPEG image compression, and Positron Emission Tomography image reconstruction. These applications have been executed using an instrumented instruction-level simulator. The results of these experiments and an evaluation of Pica's architectural features are presented."",""1558-2183"","""",""10.1109/71.629488"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=629488"","""",""Costs";Image processing;Data compression;Microprocessors;Application software;Object recognition;Image reconstruction;Computer architecture;Concurrent computing;"High performance computing"","""",""8"","""",""26"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals"""
"Highly scalable parallel algorithms for sparse matrix factorization,""A. Gupta"; G. Karypis;" V. Kumar"",""IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA"; Department of Computer Science, University of Minnesota, Minneapolis, MN, USA;" Department of Computer Science, University of Minnesota, Minneapolis, MN, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""5"",""502"",""520"",""In this paper, we describe scalable parallel algorithms for symmetric sparse matrix factorization, analyze their performance and scalability, and present experimental results for up to 1,024 processors on a Gray T3D parallel computer. Through our analysis and experimental results, we demonstrate that our algorithms substantially improve the state of the art in parallel direct solution of sparse linear systems-both in terms of scalability and overall performance. It is a well known fact that dense matrix factorization scales well and can be implemented efficiently on parallel computers. In this paper, we present the first algorithms to factor a wide class of sparse matrices (including those arising from two- and three-dimensional finite element problems) that are asymptotically as scalable as dense matrix factorization algorithms on a variety of parallel architectures. Our algorithms incur less communication overhead and are more scalable than any previously known parallel formulation of sparse matrix factorization. Although, in this paper, we discuss Cholesky factorization of symmetric positive definite matrices, the algorithms can be adapted for solving sparse linear least squares problems and for Gaussian elimination of diagonally dominant matrices that are almost symmetric in structure. An implementation of one of our sparse Cholesky factorization algorithms delivers up to 20 GFlops on a Gray T3D for medium-size structural engineering and linear programming problems. To the best of our knowledge, this is the highest performance ever obtained for sparse Cholesky factorization on any supercomputer."",""1558-2183"","""",""10.1109/71.598277"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=598277"","""",""Parallel algorithms";Sparse matrices;Symmetric matrices;Performance analysis;Algorithm design and analysis;Scalability;Concurrent computing;Finite element methods;Parallel architectures;"Least squares methods"","""",""117"",""1"",""63"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Honeycomb networks: Topological properties and communication algorithms,""I. Stojmenovic"",""Computer Science Department, University of Ottawa, Ottawa, ONT, Canada"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""10"",""1036"",""1042"",""The honeycomb mesh, based on hexagonal plane tessellation, is considered as a multiprocessor interconnection network. A honeycomb mesh network with n nodes has degree 3 and diameter /spl ap/1.63/spl radic/n-1, which is 25 percent smaller degree and 18.5 percent smaller diameter than the mesh-connected computer with approximately the same number of nodes. Vertex and edge symmetric honeycomb torus network is obtained by adding wraparound edges to the honeycomb mesh. The network cost, defined as the product of degree and diameter, is better for honeycomb networks than for the two other families based on square (mesh-connected computers and tori) and triangular (hexagonal meshes and tori) tessellations. A convenient addressing scheme for nodes is introduced which provides simple computation of shortest paths and the diameter. Simple and optimal (in the number of required communication steps) routing, broadcasting, and semigroup computation algorithms are developed. The average distance in honeycomb torus with n nodes is proved to be approximately 0.54/spl radic/n. In addition to honeycomb meshes bounded by a regular hexagon, we consider also honeycomb networks with rhombus and rectangle as the bounding polygons."",""1558-2183"","""",""10.1109/71.629486"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=629486"","""",""Computer networks";Computer architecture;Costs;Routing;Broadcasting;Multiprocessor interconnection networks;Network topology;Mesh networks;Research and development;"Parallel processing"","""",""212"",""1"",""12"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"Isotach networks,""P. F. Reynolds"; C. Williams;" R. R. Wagner"",""Department of Computer Science, University of Virginia, Charlottesville, VA, USA"; Department of Computer Science, University of Virginia, Charlottesville, VA, USA;" The Vermont Software Company, Inc., Wells River, VT, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""4"",""337"",""348"",""We introduce a class of networks called Isotach networks designed to reduce the cost of synchronization in parallel computations. Isotach networks maintain an invariant that allows each process to control the logical times at which its messages are received and consequently executed. This control allows processes to pipeline operations without sacrificing sequential consistency and to send isochrons, groups of operations that appear to be received and executed as an indivisible unit. Isochrons allow processes to execute atomic actions without locks. Other uses of Isotach networks include ensuring causal message delivery and consistency among replicated data. Isotach networks are characterized by this invariant, not by their topology. They can be implemented in a wide variety of configurations, including NUMA (nonuniform memory access) multiprocessors. Empirical and analytic studies of Isotach synchronization techniques show that they outperform conventional techniques, in some cases by an order of magnitude or more. Results presented here assume fault-free systems";" we are exploring extension to selected failure models."",""1558-2183"","""",""10.1109/71.588601"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=588601"","""",""Distributed computing";Computer networks;Concurrent computing;Process control;Network topology;Computational modeling;Computer Society;Costs;Pipelines;"Concurrency control"","""",""15"",""5"",""49"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
"Knapsack on VLSI: From algorithm to optimal circuit,""R. Andonov";" S. Rajopadhye"",""Institute de Sciences et Technologie de Valenciennes, Université de Valenciennes, Valenciennes, France";" IRISA, Rennes, France"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""6"",""545"",""561"",""We present a parallel solution to the unbounded knapsack problem on a linear systolic array. It achieves optimal speedup for this well-known, NP-hard problem on a model of computation that is weaker than the PRAM. Our array is correct by construction, as it is formally derived by transforming a recurrence equation specifying the algorithm. This recurrence has dynamic dependencies, a property that puts it beyond the scope of previous methods for automatic systolic synthesis. Our derivation thus serves as a case study. We generalize the technique and propose a systematic method for deriving systolic arrays by nonlinear transformations of recurrences. We give sufficient conditions that the transformations must satisfy, thus extending systolic synthesis methods. We address a number of pragmatic considerations: implementing the array on only a fixed number of PEs, simplifying the control to just two counters and a few latches, and loading the coefficients so that successive problems can be pipelined without any loss of throughput. Using a register level model of VLSI, we formulate a nonlinear optimization problem to minimize the expected running time of the array. The analytical solution of this problem allows us to choose the memory size of each PE in an optimal manner."",""1558-2183"","""",""10.1109/71.595572"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=595572"","""",""Very large scale integration";Circuits;Systolic arrays;NP-hard problem;Computational modeling;Phase change random access memory;Difference equations;Nonlinear equations;Sufficient conditions;"Control system synthesis"","""",""7"","""",""33"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Linear recursive networks and their applications in distributed systems,""Wen-Jing Hsu"; Moon Jung Chung;" A. Das"",""The Division of Software Systems, School of Applied Science, Nanyang Technological University, Singapore"; The Department of Computer Science, Michigan State University, East Lansing, MI, USA;" The Division of Software Systems, School of Applied Science, Nanyang Technological University, Singapore"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""7"",""673"",""680"",""We present a new class of interconnection topologies called the Linear Recursive Networks (LRNs) and examine their possible applications in distributed systems. Each LRN is characterized by a recursive pattern of interconnection which can be specified by simple parameters. Basic properties such as node degree, diameter, and the performance of routing algorithms for all LRNs are then collectively analyzed in terms of these parameters. By choosing appropriate values for the parameters, our results can assist a network designer in selecting a topology with required routing performance and cost of interconnection. A subclass of LRNs, called Congruent LRNs (CLRNs), is also identified here and shown to possess desirable properties for more tightly coupled systems. It is shown that the CLRNs include existing networks such as hypercube and generalized Fibonacci cubes. These results suggest that the linear recursive networks potentially have applications in interconnecting distributed systems."",""1558-2183"","""",""10.1109/71.598343"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=598343"","""",""Intelligent networks";Network topology;Routing;Costs;Hypercubes;Algorithm design and analysis;Performance analysis;Boundary conditions;Moon;"Concurrent computing"","""",""13"","""",""14"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Matrix decomposition on the star graph,""A. . -E. Al-Ayyoub";" K. Day"",""Computer Science Department, Sultan Qaboos University, Oman";" Computer Science Department, Sultan Qaboos University, Oman"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""8"",""803"",""812"",""We present and evaluate, for the first time, a parallel algorithm for solving the LU decomposition problem on the star graph. The proposed parallel algorithm is of O(N/sup 3//n!) computation complexity and uses O(Nn) communication time to decompose a matrix of order N on a star graph of dimension n, where N/spl ges/(n-1)!. The incurred communication time is better than the best known results for the hypercube, O(Nlogn!), and the mesh, O(N/spl radic/n!), each with approximately n! nodes. The proposed parallel algorithm takes advantage of the attractive topological qualities of the star graph in order to reduce the communication time involved in tasks such as pivoting, row/column interchanges, and pivot row and multipliers column broadcasts."",""1558-2183"","""",""10.1109/71.605767"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=605767"","""",""Matrix decomposition";Matrices;Parallel algorithms;Hypercubes;Broadcasting;Algorithm design and analysis;Scalability;Concurrent computing;Fault tolerance;"Fourier transforms"","""",""15"","""",""34"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Minimizing the application execution time through scheduling of subtasks and communication traffic in a heterogeneous computing system,""Min Tan"; H. J. Siegel; J. K. Antonio;" Y. A. Li"",""Parallel Processing Laboratory, School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN, USA"; Parallel Processing Laboratory, School of Electrical and Computer Engineering, Purdue University, West Lafayette, IN, USA; Department of Computer Science, Texas Tech University, Lubbock, TX, USA;" Intel Corporation, Santa Clara, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""8"",""857"",""871"",""In a heterogeneous computing (HC) environment consisting of different types of machines, an application program is decomposed into subtasks, each of which is computationally homogeneous. The goal is to execute subtasks on the machines in such a way that the total program execution time is minimized. A mathematical framework is presented that models the matching of subtasks to machines, scheduling of subtasks' computation, scheduling of intermachine communication steps, and selection of sources of shared data items for intermachine communication (data relocation). The goal of this work is to generate a provably optimal scheme for communicating shared data among subtasks as an enhancement to any given matching and scheduling. Initially, it is assumed that at any instant in time, only one machine is being used for program execution and only one subtask is being executed. Based on this assumption, a polynomial algorithm is introduced to optimize scheduling and data relocation with respect to any given matching of subtasks to machines. The data relocation scheme is then extended to reduce intermachine data communication time in an HC environment with a given matching and scheduling of subtasks' computation where: multiple subtasks' computations can be performed concurrently on different machines"; subtask computation steps can be overlapped with other subtasks' communication steps for intermachine data transfers;" and machines in the HC suite are interconnected by a shared-bus type of network."",""1558-2183"","""",""10.1109/71.605771"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=605771"","""",""Processor scheduling";Computer networks;Concurrent computing;Time sharing computer systems;Distributed computing;Application software;Flow graphs;Mathematical model;Polynomials;"Scheduling algorithm"","""",""39"","""",""24"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;
"Multiple-edge-fault tolerance with respect to hypercubes,""Ting-Yi Sung"; Men-Yang Lin;" Tung-Yang Ho"",""Institute of Information Science, Academia Sinica, Taipei, Taiwan"; Department of Information Management, National Taichung Institute of Commerce, Taichung, Taiwan;" Institute of Information Science, Academia Sinica, Taipei, Taiwan"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""2"",""187"",""192"",""Previous works on edge-fault tolerance with respect to hypercubes Q/sub n/ are mainly focused on 1-edge fault and 2- or 3-edge fault with limited size of n. We give a construction scheme for 2-EFT(Q/sub n/) graphs and 3-EFT(Q/sub n/) graphs, where n is arbitrarily large. In our constructions, approximately log n extra degree is added to the vertices of Q/sub n/ for 2-edge-fault tolerance, and one more degree for 3-edge-fault tolerance."",""1558-2183"","""",""10.1109/71.577263"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=577263"","""",""Hypercubes";Multiprocessor interconnection networks;Linear algebra;Vectors;Terminology;Network topology;Error correction codes;"Redundancy"","""",""10"","""",""7"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Nearly optimal one-to-many parallel routing in star networks,""Chi-Chang Chen";" Jianer Chen"",""Department of Computer Science and Engineering, Tatung Institute of Technology, Taipei, Taiwan";" Department of Computer Science, Texas A and M University, College Station, TX, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""12"",""1196"",""1202"",""Star networks were proposed recently as an attractive alternative to the well-known hypercube models for interconnection networks. Extensive research has been performed that shows that star networks are as versatile as hypercubes. This paper is an effort in the same direction. Based on the well-known paradigms, we study the one-to-many parallel routing problem on star networks and develop an improved routing algorithm that finds n-1 node-disjoint paths between one node and a set of other n-1 nodes in the n-star network. These parallel paths are proven of minimum length within a small additive constant, and the running time of our algorithm is bounded by O(n/sup 2/). More specifically, given a node s and n-1 other nodes {t/sub 1/, t/sub 2/, ..., t/sub n-1/} in the n-star network, our algorithm constructs n-1 node-disjoint paths P/sub 1/, P/sub 2/, ..., P/sub n-1/, where P/sub i/ is a path from s to t/sub j/ of length at most dist(s, t/sub j/)+6 and dist(s, t/sub j/) is the distance, i.e., the length of a shortest path, from s to t/sub j/, for i=1, 2, ..., n-1.The best bound on the path length by previously known algorithms for the same problem is 5(n-2)/spl ap/10/spl Delta//sub n//3, where /spl Delta//sub n/=max{dist(s, t)} is the diameter of the n-star network."",""1558-2183"","""",""10.1109/71.640011"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=640011"","""",""Routing";Intelligent networks;Hypercubes;Multiprocessor interconnection networks;Partitioning algorithms;Fault tolerance;Computer networks;"Algorithm design and analysis"","""",""43"","""",""21"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"Noncontiguous processor allocation algorithms for mesh-connected multicomputers,""V. Lo"; K. J. Windisch; Wanqian Liu;" B. Nitzberg"",""Department of Computer and Information Science, University of Oregon, Eugene, OR, USA"; Department of Computer and Information Science, University of Oregon, Eugene, OR, USA; Silicon Graphics, Inc., Mountain View, CA, USA;" MRJ Technology Solutions, NASA Ames Research Center, Moffett Field, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""7"",""712"",""726"",""Current processor allocation techniques for highly parallel systems are typically restricted to contiguous allocation strategies for which performance suffers significantly due to the inherent problem of fragmentation. As a result, message-passing systems have yet to achieve the high utilization levels exhibited by traditional vector supercomputers. We are investigating processor allocation algorithms which lift the restriction on contiguity of processors in order to address the problem of fragmentation. Three noncontiguous processor allocation strategies-paging allocation, random allocation, and the Multiple Buddy Strategy (MBS)-are proposed and studied in this paper. Simulations compare the performance of the noncontiguous strategies with that of several well-known contiguous algorithms. We show that noncontiguous allocation algorithms perform better overall than the contiguous ones, even when message-passing contention is considered. We also present the results of experiments on an Intel Paragon XP/S-15 with 208 nodes that show noncontiguous allocation is feasible with current technologies."",""1558-2183"","""",""10.1109/71.598346"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=598346"","""",""Supercomputers";Processor scheduling;Computer applications;Throughput;Parallel machines;Hypercubes;Runtime;Fault tolerance;Information science;"Silicon"","""",""103"",""1"",""31"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
"Nondominated coteries on graphs,""T. Harada";" M. Yamashita"",""The Information Processing Center, Hiroshima University, Higashi, Hiroshima, Japan";" The Department of Electrical Engineering, Hiroshima University, Higashi, Hiroshima, Japan"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""6"",""667"",""672"",""Let C and D be two distinct coteries under the vertex set V of a graph G=(V,E) that models a distributed system. Coterie C is said to G-dominate D (with respect to G) if the following condition holds: For any connected subgraph H of G that contains a quorum in D (as a subset of its vertex set), there exists a connected subgraph H' of H that contains a quorum in C. A coterie C on a graph G is said to be G-nondominated (G-ND) (with respect to G) if no coterie D(/spl ne/C) on G G-dominates C. Intuitively, a G-ND coterie consists of irreducible quorums. This paper characterizes G-ND coteries in graph theoretical terms, and presents a procedure for deciding whether or not a given coterie C is G-ND with respect to a given graph G, based on this characterization. We then improve the time complexity of the decision procedure, provided that the given coterie C is nondominated in the sense of Garcia-Molina and Barbara (1985). Finally, we characterize the class of graphs G on which the majority coterie is G-ND."",""1558-2183"","""",""10.1109/71.595585"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=595585"","""",""Tree graphs";Permission;Testing;Distributed computing;Bidirectional control;Joining processes;"Sufficient conditions"","""",""5"","""",""11"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;
"On routing maskable messages in hypercube-derived multistage interconnection networks,""Feng-Hsu Wang";" Ferng-Ching Lin"",""Department of Information Management, Ming Chuan University, Taipei, Taiwan";" Department of Computer Science and Information Engineering, National Taiwan University, Taipei, Taiwan"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""3"",""285"",""291"",""A vast number of message patterns can be represented by (/sup s//sub d/) masks. We consider the problem of routing maskable messages in the hypercube derived multistage interconnection networks. Network contention is settled by delivering conflicting data in different network cycles. We propose an indirect, two phase routing strategy which is optimal within two network cycles. For (/sup s//sub d/) mask message patterns in which every destination receives data from 2/sup V/ sources, we identity a subclass of maskable messages that can be routed in minimal 2/sup V/ network cycles, and the other maskable messages can be routed in 2/sup V/+2 network cycles."",""1558-2183"","""",""10.1109/71.584094"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=584094"","""",""Routing";Intelligent networks;Multiprocessor interconnection networks;Switches;Communication switching;Switching circuits;Computer networks;Concurrent computing;Broadcasting;"Logic"","""",""1"","""",""14"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"On runtime parallel scheduling for processor load balancing,""Min-You Wu"",""Department of Computer Science, State University of New York, University at Buffalo, Buffalo, NY, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""2"",""173"",""186"",""Parallel scheduling is a new approach for load balancing. In parallel scheduling, all processors cooperate to schedule work. Parallel scheduling is able to accurately balance the load by using global load information at compile-time or runtime. It provides high-quality load balancing. This paper presents an overview of the parallel scheduling technique. Scheduling algorithms for tree, hypercube, and mesh networks are presented. These algorithms can fully balance the load and maximize locality at runtime. Communication costs are significantly reduced compared to other existing algorithms."",""1558-2183"","""",""10.1109/71.577261"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=577261"","""",""Runtime";Processor scheduling;Load management;Optimal scheduling;Scheduling algorithm;Hypercubes;Dynamic scheduling;Mesh networks;Concurrent computing;"Costs"","""",""43"","""",""35"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"Optimal polling in communication networks,""A. A. Rescigno"",""Dipartimento di Informatica ed Applicazioni, Università di Salerno, Baronissi, Salerno, Italy"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""5"",""449"",""461"",""Polling is the process in which an issuing node of a communication network (polling station) broadcasts a query to every other node in the network and waits to receive a unique response from each of them. Polling can be thought of as a combination of broadcasting and gathering and finds wide applications in the control of distributed systems. In this paper, we consider the problem of polling in minimum time. We give a general lower bound on the minimum number of time units to accomplish polling in any network and we present optimal polling algorithms for several classes of graphs, including hypercubes and recursively decomposable Cayley graphs."",""1558-2183"","""",""10.1109/71.598273"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=598273"","""",""Intelligent networks";Communication networks;Tree graphs;Broadcasting;Multiprocessor interconnection networks;Distributed control;Communication system control;Control systems;Hypercubes;"Scattering"","""",""12"","""",""33"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"Optimal software multicast in wormhole-routed multistage networks,""Hong Xu"; Yadong Gui;" L. M. Ni"",""Cisco Systems, Inc., San Jose, CA, USA"; Institute of Computing Technology, Chinese Academy and Sciences, Wuxi, Jiangsu, China;" Department of Computer Science, Michigan State University, East Lansing, MI, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1997"",""8"",""6"",""597"",""607"",""Multistage interconnection networks are a popular class of interconnection architecture for constructing scalable parallel computers (SPCs). The focus of this paper is on the multistage network system which supports wormhole routed turnaround routing. Existing machines characterized by such a system model include the IBM SP-1 and SP-2, TMC CM-5, and Meiko CS-2. Efficient collective communication among processor nodes is critical to the performance of SPCs. A system-level multicast service, in which the same message is delivered from a source node to an arbitrary number of destination nodes, is fundamental in supporting collective communication primitives including the application-level broadcast, reduction, and barrier synchronization. This paper addresses how to efficiently implement multicast services in wormhole-routed multistage networks, in the absence of hardware multicast support, by exploiting the properties of the turnaround switching technology. An optimal multicast algorithm is proposed. The results of implementations on a 64-node SP-1 show that the proposed algorithm significantly outperforms the application-level broadcast primitives provided by currently existing collective communication libraries including the public domain MPI."",""1558-2183"","""",""10.1109/71.595577"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=595577"","""",""Broadcasting";Multicast algorithms;Multiprocessor interconnection networks;Computer architecture;Computer networks;Concurrent computing;Routing;Hardware;Communication switching;"Libraries"","""",""15"","""",""21"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
