"Hardware and compiler-directed cache coherence in large-scale multiprocessors: Design considerations and performance study,""L. Choi";" Pen-Chung Yew"",""Department of Electrical and Compuetr Engineering, University of California, Irvine, CA, USA";" Department of Computer Science, University of Minnesota, MN, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""4"",""375"",""394"",""In this paper, we study a hardware-supported, compiler-directed (HSCD) cache coherence scheme, which can be implemented on a large-scale multiprocessor using off-the-shelf microprocessors, such as the Cray T3D. The scheme can be adapted to various cache organizations, including multiword cache lines and byte-addressable architectures. Several system related issues, including critical sections, interthread communication, and task migration have also been addressed. The cost of the required hardware support is minimal and proportional to the cache size. The necessary compiler algorithms, including intra- and interprocedural array data flow analysis, have been implemented on the Polaris parallelizing compiler. From our simulation study using the Perfect Club benchmarks, we found that in spite of the conservative analysis made by the compiler, for four of six benchmark programs tested, the proposed HSCD scheme outperforms the full-map hardware directory scheme up to 70 percent while the hardware scheme outperforms the HSCD scheme in the remaining two applications up to 89 percent. Given its comparable performance and reduced hardware cost, the proposed scheme can be a viable alternative for large-scale multiprocessors such as the Cray T3D, which rely on users to maintain data coherence."",""1558-2183"","""",""10.1109/71.850834"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=850834"","""",""Hardware";Large-scale systems;Costs;Benchmark testing;Microprocessors;Data analysis;Algorithm design and analysis;Polarization;Analytical models;"Program processors"","""",""2"","""",""40"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
"High-performance routing in networks of workstations with irregular topology,""F. Silla";" J. Duato"",""Grupo de Arquitecturas Paralelas, Dpto.Informática de Sistemas y Computadores, Escuela Universitaria de Informática, Universidad Politécnica de Valencia, Valencia, Spain";" Grupo de Arquitecturas Paralelas, Dpto.Informática de Sistemas y Computadores, Escuela Universitaria de Informática, Universidad Politécnica de Valencia, Valencia, Spain"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""7"",""699"",""719"",""Networks of workstations are rapidly emerging as a cost-effective alternative to parallel computers. Switch-based interconnects with irregular topology allow the wiring flexibility, scalability, and incremental expansion capability required in this environment. However, the irregularity also makes routing and deadlock avoidance on such systems quite complicated. In current proposals, many messages are routed following nonminimal paths, increasing latency and wasting resources. In this paper, we propose two general methodologies for the design of adaptive routing algorithms for networks with irregular topology. Routing algorithms designed according to these methodologies allow messages to follow minimal paths in most cases, reducing message latency and increasing network throughput. As an example of application, we propose two adaptive routing algorithms for ANI (previously known as Autonet). They can be implemented either by duplicating physical channels or by splitting each physical channel into two virtual channels. In the former case, the implementation does not require a new switch design. It only requires changing the routing tables and adding links in parallel with existing ones, taking advantage of spare switch ports. In the latter case, a new switch design is required, but the network topology is not changed. Evaluation results for several different tapologies and message distributions show that the new routing algorithms are able to increase throughput for random traffic by a factor of up to 4 with respect to the original up*/down* algorithm, also reducing latency significantly. For other message distributions, throughput is increased more than seven times. We also show that most of the improvement comes from the use of minimal routing."",""1558-2183"","""",""10.1109/71.877816"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=877816"","""",""Routing";Workstations;Switches;Network topology;Delay;Throughput;Algorithm design and analysis;Computer networks;Concurrent computing;"Wiring"","""",""62"",""1"",""37"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
"Homogeneous routing for homogeneous traffic patterns on meshes,""L. D. Aronson"",""Information Technology and Systems, Delft University of Technnology, Netherlands"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""8"",""781"",""793"",""The performance analysis of dynamic routing algorithms in interconnection networks of parallel computers has thus far predominantly been done by simulation studies. A limitation of simulation studies is that they usually only hold for specific combinations of network, routing algorithm, and traffic pattern. In this paper, we derive saturation point results for the class of homogeneous traffic patterns and a large class of routing functions on meshes. We show that the best possible saturation point on a mesh is half the best possible saturation point on a torus. We also show that, if we restrict ourselves to homogeneous routing functions, the worst possible saturation point on a mesh is again half the best possible saturation point. Finally, we present a class of homogeneous routing functions, containing the well-known e-cube routing function, which are all optimal for all homogeneous traffic patterns."",""1558-2183"","""",""10.1109/71.877937"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=877937"","""",""Routing";Telecommunication traffic;Traffic control;Computational modeling;Performance analysis;Heuristic algorithms;Multiprocessor interconnection networks;Computer networks;Concurrent computing;"Analytical models"","""",""2"","""",""20"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;
"How useful is old information?,""M. Mitzenmacher"",""Divisioin of Engieering and Applied Science, Harvard University, Cambridge, MA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""1"",""6"",""20"",""We consider the problem of load balancing in dynamic distributed systems in cases where new incoming tasks can make use of old information. For example, consider a multiprocessor system where incoming tasks with exponentially distributed service requirements arrive as a Poisson process, the tasks must choose a processor for service, and a task knows when making this choice the processor queue lengths from T seconds ago. What is a good strategy for choosing a processor in order for tasks to minimize their expected time in the system? Such models can also be used to describe settings where there is a transfer delay between the time a task enters a system and the time it reaches a processor for service. Our models are based on considering the behavior of limiting systems where the number of processors goes to infinity. The limiting systems can be shown to accurately describe the behavior of sufficiently large systems and simulations demonstrate that they are reasonably accurate even for systems with a small number of processors. Our studies of specific models demonstrate the importance of using randomness to break symmetry in these systems and yield important rules of thumb for system design. The most significant result is that only small amounts of queue length information can be extremely useful in these settings"; for example, having incoming tasks choose the least loaded of two randomly chosen processors is extremely effective over a large range of possible system parameters. In contrast, using global information can actually degrade performance unless used carefully;" for example, unlike most settings where the load information is current, having tasks go to the apparently least loaded server can significantly hurt performance."",""1558-2183"","""",""10.1109/71.824633"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=824633"","""",""Load management";Delay effects;Thumb;Multiprocessing systems;H infinity control;Degradation;Queueing analysis;Computer networks;"Workstations"","""",""119"",""4"",""29"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Image processing on the OTIS-mesh optoelectronic computer,""Chih-Fang Wang";" S. Sahni"",""Department of Computer Science, Southem Illinois University, Carbondale, IL, USA";" Department of Computer and Information Science and Engineering, University of Florida, Gainesville, FL, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""2"",""97"",""109"",""We develop algorithms for histogramming, histogram modification, Hough transform, and image shrinking and expanding on an OTIS-mesh optoelectronic computer. Our algorithm for the Hough transform is based upon a mesh algorithm for the Hough transform which is also developed in this paper. This new mesh algorithm improves upon the previous mesh Hough transform algorithms."",""1558-2183"","""",""10.1109/71.841747"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=841747"","""",""Image processing";Optical interconnections;Histograms;Optical crosstalk;Indexing;Optical fiber communication;Optical computing;Bandwidth;Computer architecture;"Labeling"","""",""42"","""",""41"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
"Impact of CC-NUMA memory management policies on the application performance of multistage switching networks,""L. N. Bhuyan"; R. Iyer; H. . -J. Wang;" A. Kumar"",""Department of Computer Science, Texas A and M University, College Station, TX, USA"; Intel Corporation, Beaverton, OR, USA; Department of Computer Science, Texas A and M University, College Station, TX, USA;" Intel Corporation, Santa Clara, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""3"",""230"",""246"",""In this paper, the impact of memory management policies and switch design alternatives on the application performance of cache-coherent nonuniform memory access (CC-NUMA) multiprocessors is studied in detail. Memory management plays an important role in determining the performance of NUMA multiprocessors by dictating the placement of data among the distributed memory modules. We analyze memory traces of several scientific applications for three different memory management techniques, namely buddy, round-robin, and first-touch policies, and compare their memory system performance. Interconnection network switch designs that consider virtual channels and varying number of input buffers per switch are presented. Our performance evaluation is based on execution-driven simulation methodology to capture the dynamic changes in the network traffic during execution of the applications. It is shown that the use of cut-through switching with buffers and virtual channels can Improve the average message latency tremendously. However, the choice of memory management policy affects the amount of network traffic and the network access pattern. Thus, we vary the memory management policy and confirm the performance benefits of improved switch designs. Results of sensitivity studies by varying switch design parameters, cache block size, and memory page size are also presented. We find that a combination of first-touch memory management policy and a switch design with virtual channels and increased buffer space can reduce the average message latency by as high as 70 percent."",""1558-2183"","""",""10.1109/71.841740"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=841740"","""",""Memory management";Switches;Telecommunication traffic;Traffic control;Delay;System performance;Multiprocessor interconnection networks;Application software;Computer aided manufacturing;"File servers"","""",""8"","""",""18"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;
"Implementing multidestination worms in switch-based parallel systems: architectural alternatives and their impact,""R. Sivaram"; C. B. Stunkel;" D. K. Panda"",""IBM Enterprise Systems Group, Poughkeepsie, NY, USA"; IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA;" Department of Computer and Information Science, Ohio State Uinversity, Columbus, OH, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""8"",""794"",""812"",""Multidestination message passing has been proposed as an attractive mechanism for efficiently implementing multicast and other collective operations on direct networks. However, applying this mechanism to switch-based parallel systems is nontrivial. In this paper, we propose alternative switch architectures with differing buffer organizations to implement multidestination worms on switch-based parallel systems. First, we discuss issues related to such implementation (deadlock-freedom, replication mechanisms, header encoding, and routing). Next, we demonstrate how an existing central-buffer-based switch architecture supporting unicast message passing can be enhanced to accommodate multidestination message passing. Similarly, implementing multidestination worms on an input-buffer-based switch architecture is discussed, and two architectural alternatives are presented that reduce the wiring complexity in a practical switch implementation. The central-buffer-based and input-buffer-based implementations are evaluated against each other, as well as against the corresponding software-based schemes. Simulation experiments under a range of traffic (multiple multicast, bimodal, varying degree of multicast, and message length) and system size are used for evaluation. The study demonstrates the superiority of the central-buffer-based switch architecture. It also indicates that under bimodal traffic the central-buffer-based hardware multicast implementation affects background unicast traffic less adversely compared to a software-based multicast implementation. These results show that multidestination message passing can be applied easily and effectively to switch-based parallel systems to deliver good multicast and collective communication performance."",""1558-2183"","""",""10.1109/71.877938"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=877938"","""",""Switches";Message passing;Traffic control;Unicast;Communication switching;System recovery;Encoding;Routing;Wiring;"Hardware"","""",""6"",""1"",""49"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;
"Incremental design of scalable interconnection networks using basic building blocks,""M. Yang";" L. M. Ni"",""Department of Computer Science and Engineering, Michigan State University, East Lansing, MI, USA";" Java Software, Sun Microsystems, Cupertino, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""11"",""1126"",""1140"",""In this paper, we present an incremental design of scalable interconnection networks in multicomputer systems using basic building blocks. Both network topologies and routing algorithms are considered. We use wormhole-routed small-scale 2D meshes as basic building blocks. The minimum requirement to expand these networks is a single building block. This implies that the network does not have to maintain the regular 2D mesh topology. Some new topologies are introduced: incomplete meshes based on those adaptive routing algorithms designed from the turn model and extended incomplete meshes based on XY routing. We show that the original routing algorithm can be adopted to send a message between any source and destination without using store-and-forward and causing deadlock. The way that the network is constructed incrementally requires no or a very small amount of rewiring and keeps high bisection density and short diameter of the network. The design methods can be used to economically and incrementally build expandable and scalable parallel computers."",""1558-2183"","""",""10.1109/71.888634"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=888634"","""",""Multiprocessor interconnection networks";Switches;Routing;Network topology;Concurrent computing;Computer networks;Bandwidth;Hypercubes;System recovery;"National electric code"","""",""2"","""",""18"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
"Interpreting stale load information,""M. Dahlin"",""Department of Computer Sciences, University of Technology, Austin, TX, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""10"",""1033"",""1047"",""In this paper, we examine the problem of balancing load in a large-scale distributed system when information about server loads may be stale. It is well-known that sending each request to the machine with the apparent lowest load can behave badly in such systems, yet this technique is common in practice. Other systems use round-robin or random selection algorithms that entirely ignore load information or that only use a small subset of the load information. Rather than risk extremely bad performance on one hand or ignore the chance to use load information to improve performance on the other, we develop strategies that interpret load information based on its age. Through simulation, we examine several simple algorithms that use such load interpretation strategies under a range of workloads. Our experiments suggest that by properly interpreting load information, systems can: 1) match the performance of the most aggressive algorithms when load information is fresh relative to the job arrival rate, 2) outperform the best of the other algorithms we examine by as much as 60 percent when information is moderately old, 3) significantly outperform random load distribution when information is older still, and 4) avoid pathological behavior even when information is extremely old."",""1558-2183"","""",""10.1109/71.888643"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=888643"","""",""Network servers";Web server;Queueing analysis;Operating systems;Wide area networks;Load modeling;Large-scale systems;Round robin;Pathology;"Load management"","""",""51"",""1"",""40"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;
"Key agreement in dynamic peer groups,""M. Steiner"; G. Tsudik;" M. Waidner"",""Universität des Saarlandes, Saarbrucken, Germany"; Department of Information and Computer Science, University of California, Irvine, CA, USA;" IBM Research Division, Zurich Research Laboratory, Rueschlikon, Switzerland"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""8"",""769"",""780"",""As a result of the increased popularity of group-oriented applications and protocols, group communication occurs in many different settings: from network multicasting to application layer tele- and videoconferencing. Regardless of the application environment, security services are necessary to provide communication privacy and integrity. This paper considers the problem of key agreement in dynamic peer groups. (Key agreement, especially in a group setting, is the stepping stone for all other security services.) Dynamic peer groups require not only initial key agreement (IKA) but also auxiliary key agreement (AKA) operations, such as member addition, member deletion, and group fusion. We discuss all group key agreement operations and present a concrete protocol suite, CLIQUES, which offers complete key agreement services. CLIQUES is based on multiparty extensions of the well-known Diffie-Hellman key exchange method. The protocols are efficient and provably secure against passive adversaries."",""1558-2183"","""",""10.1109/71.877936"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=877936"","""",""Cryptographic protocols";Application software;Multicast protocols;Security;Computer Society;Teleconferencing;Privacy;Computer networks;Peer to peer computing;"Authentication"","""",""382"",""12"",""39"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;
"Matrix multiplication of data routing using a partitioned optical passive stars network,""S. Sahni"",""Department of Computer and Information Science and Engineering, University of Florida, Gainesville, FL, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""7"",""720"",""728"",""We develop optimal or near optimal algorithms to multiply matrices and perform commonly occurring data permutations and BPC permutations on multiprocessor computers interconnected by a partitioned optical passive stars network."",""1558-2183"","""",""10.1109/71.877830"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=877830"","""",""Routing";Optical fiber networks;Couplers;Optical interconnections;Broadcasting;Computer networks;Optical computing;Bandwidth;Optical transmitters;"Optical receivers"","""",""17"","""",""9"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;
"Minimal fault diameter for highly resilient product networks,""K. Day";" A. . -E. Al-Ayyoub"",""Department Of Computer Science, Sultan Qaboos University, Muscat, Oman";" Department Of Computer Science, Jordan University Of Science And Technology, Irbid, Jordan"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""9"",""926"",""930"",""We present a number of results related to the fault tolerance of Cartesian product networks. We start by presenting a method for building containers (i.e., sets of node-disjoint paths) between any two nodes of a product network based on given containers for the factor networks. Then, we show that the best achievable fault diameter (i.e., diameter under maximum fault conditions), under reasonable network regularity and connectivity conditions, is equal to the fault-free diameter plus one. The concept of high fault resilience is then defined. We then prove that if each factor network is highly resilient, then their Cartesian product has minimal fault diameter. We derive from these results that Cartesian products of several popular networks are highly resilient and have minimal fault diameter equal to diameter plus one. These results spare future efforts that would be needed to individually determine the fault diameter of such networks as has been the practice with previously studied networks."",""1558-2183"","""",""10.1109/71.879775"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=879775"","""",""Containers";Fault tolerance;"Resilience"","""",""24"","""",""19"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;
"Minimizing communication in the bitonic sort,""Jae-Dong Lee";" K. E. Batcher"",""Department of Computer Science, Dankook University, South Korea";" Department of Math and Computer Science, Kent University, Kent, OH, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""5"",""459"",""474"",""This paper presents bitonic sorting schemes for special-purpose parallel architectures such as sorting networks and for general-purpose parallel architectures such as SIMD and/or MIMD computers. First, bitonic sorting algorithms for shared-memory SIMD and/or MIMD computers are developed. Shared-memory accesses through the interconnection network of shared memory SIMD and/or MIMD computers can be very time consuming. A scheme is introduced which reduces the number of such accesses. This scheme is based on the parity strategy which is the main idea of the paper. By reducing the communication through the network, a performance improvement is achieved. Second, a recirculating bitonic sorting network is presented, which is composed of one level of N/2 comparators plus an /spl Omega/-network of (log N-1) switch levels. This network reduces the cost complexity to O(N log N) compared with the O(N log/sup 2/ N) of the original bitonic sorting network, while preserving the same time complexity. Finally, a simplified multistage bitonic sorting network, is presented. For simplifying the interlevel wiring, the parity strategy is used, so N/2 keys are wired straight through the network."",""1558-2183"","""",""10.1109/71.852399"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=852399"","""",""Sorting";Parallel architectures;Computer networks;Switches;Concurrent computing;Multiprocessor interconnection networks;Time sharing computer systems;Communication switching;Costs;"Wiring"","""",""25"","""",""30"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
"Minimizing data and synchronization costs in one-way communication,""M. Kandemir"; A. Choudhary; P. Banerjee; J. Ramanujam;" N. Shenoy"",""Department of Computer Science and Engineering, Pennsylvania State University, University Park, PA, USA"; Department of Electrical and Computer Engineering, Northwestern University, Evanston, IL, USA; Department of Electrical and Computer Engineering, Northwestern University, Evanston, IL, USA; Department of Electrical and Computer Engineering, Louisiana State University, Baton Rouge, LA, USA;" Department of Electrical and Computer Engineering, Northwestern University, Evanston, IL, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""12"",""1232"",""1251"",""Minimizing communication and synchronization costs is crucial to the realization of the performance potential of parallel computers. This paper presents a general technique which uses a global data-flow framework to optimize communication and synchronization in the context of the one-way communication model. In contrast to the conventional send/receive message-passing communication model, one-way communication is a new paradigm that decouples message transmission and synchronization. In parallel machines with appropriate low-level support, this may open up new opportunities not only to further optimize communication, but also to reduce the synchronization overhead. We present optimization techniques using our framework for eliminating redundant data communication and synchronization operations. Our approach works with the most general data alignments and distributions in languages like High Performance Fortran (HPF) and uses a combination of the traditional data-flow analysis and polyhedral algebra. Empirical results for several scientific benchmarks on a Cray T3E multiprocessor machine demonstrate that our approach is successful in reducing the number of data (communication) and synchronization messages, thereby reducing the overall execution times."",""1558-2183"","""",""10.1109/71.895791"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=895791"","""",""Costs";Data communication;Data analysis;Performance analysis;Optimizing compilers;Program processors;Computer Society;Concurrent computing;Context modeling;"Parallel machines"","""",""6"",""2"",""57"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;
"Modeling and performance comparison of reliability strategies for distributed video servers,""J. Gafsi";" E. W. Biersack"",""Institut EURECOM, Sophia-Antipolis, France";" Institut EURECOM, Sophia-Antipolis, France"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""4"",""412"",""430"",""Large scale video servers are typically based on disk arrays that comprise multiple nodes and many hard disks. Due to the large number of components, disk arrays are susceptible to disk and node failures that can affect the server reliability. Therefore, fault tolerance must be already addressed in the design of the video server. For fault tolerance, we consider parity-based as well as mirroring-based techniques with various distribution granularities of the redundant data. We identify several reliability schemes and compare them in terms of the server reliability and per stream cost. To compute the server reliability, we use continuous time Markov chains that are evaluated using the SHARPE software package. Our study covers independent disk failures and dependent component failures. We propose a new mirroring scheme called Grouped One-to-One scheme that achieves the highest reliability among all schemes considered. The results of this paper indicate that dividing the server into independent groups achieves the best compromise between the server reliability and the cost per stream. We further find that the smaller the group size, the better the trade-off between a high server reliability and a low per stream cost."",""1558-2183"","""",""10.1109/71.850836"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=850836"","""",""Streaming media";Network servers;Costs;Information retrieval;Fault tolerance;Partitioning algorithms;Computer Society;Hard disks;Time sharing computer systems;"Software packages"","""",""28"","""",""36"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
"Near-optimal broadcast in all-port wormhole-routed hypercubes using error-correcting codes,""H. Ko"; S. Latifi;" P. K. Srimani"",""Department of Electrical Engineering, University of Nevada, Las Vegas, NV, USA"; Department of Electrical Engineering, University of Nevada, Las Vegas, NV, USA;" Department of Computer Science, Colorado State University, Collins, CO, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""3"",""247"",""260"",""A new broadcasting method is presented for hypercubes with wormhole routing mechanism. The communication model assumed allows an n-dimensional hypercube to have at most n concurrent 110 communications along its ports. It further assumes a distance insensitivity of (n+1) with no intermediate reception capability for the nodes along the communication path. The approach is based on determination of the set of nodes (called stations) in the hypercube such that for any node in the network there is a station at distance of at most 1. Once stations are identified, parallel disjoint paths are formed from the source to all stations. The broadcasting is accomplished first by sending the message to all stations which will in turn inform the rest of the nodes of the message. To establish node-disjoint paths between the source node and all stations, we introduce a new routing strategy. We prove that multicasting can be done in one routing step as long as the number of destination nodes are at most n in an n-dimensional hypercube. The number of broadcasting steps using our routing is equal to or smaller than that obtained in an earlier work";" this number is optimal for all hypercube dimensions n/spl les/12, except for n=10."",""1558-2183"","""",""10.1109/71.841741"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=841741"","""",""Broadcasting";Hypercubes;Error correction codes;Routing;Robust control;Communication system control;Multicast algorithms;Network topology;Relays;"Pipelines"","""",""6"","""",""10"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;
"Nonblocking WDM multicast switching networks,""Yuanyuan Yang"; Jianchao Wang;" Chunming Qiao"",""Department of Electrical and Computer Engineering, State University of New York, NY, USA"; Data Treasury Corporation, NY, USA;" Department of Computer Science and Engineering, State University of New York, Buffalo, NY, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""12"",""1274"",""1287"",""With ever increasing demands on bandwidth from emerging bandwidth-intensive applications, such as video conferencing, E-commerce, and video-on-demand services, there has been an acute need for very high bandwidth transport network facilities. Optical networks are a promising candidate for this type of applications. At the same time, many bandwidth-intensive applications require multicast services for efficiency purposes. Multicast has been extensively studied in the parallel processing and electronic networking community and has started to receive attention in the optical network community recently. In particular, as WDM (wavelength division multiplexing) networks emerge, supporting WDM multicast becomes increasingly attractive. In this paper, we consider efficient designs of multicast-capable WDM switching networks, which are significantly different and, hence, require nontrivial extensions from their electronic counterparts. We first discuss various multicast models in WDM networks and analyze the nonblocking multicast capacity and network cost under these models. We then propose two methods to construct nonblocking multistage WDM networks to reduce the network cost."",""1558-2183"","""",""10.1109/71.895793"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=895793"","""",""Wavelength division multiplexing";WDM networks;Bandwidth;Optical fiber networks;Optical switches;Application software;Videoconference;Parallel processing;Costs;"Optical fibers"","""",""100"",""2"",""20"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;
"On evil twin networks and the value of limited randomized routing,""B. D. Alleyne";" I. D. Scherson"",""PMC-sierra, Inc., San jose, CA, USA";" Department of Information and Computer Sand Electrical and Computer Engineeringcience, University of California, Irvine, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""9"",""910"",""925"",""A dynamic two-stage Delta network (N inputs and outputs) is introduced and analyzed for permutation routing. The notion of evil twins is introduced and a deterministic procedure is given to route any permutation in no more than 2/sup 4//spl radic/N network cycles. Two limited randomized routing schemes are then analyzed. The first called Single Randomization yields on average at most N!+1 (N!=O(logN/loglogN)/sup 1/ and is the greatest integer such that (N!)!/spl les/N) network cycles and the second called Multiple Randomization yields on average at most upper bound [log(logN+1)]+2+1/N network cycles for any input permutation. The probability of any permutation requiring at least c network cycles more than the above average bounds is then shown to be at most 1/(c+1) for Single Randomization and 1/N/sup r/ for Multiple Randomization, respectively. It is then shown how the dynamic two-stage network can be physically realized as a three-stage network. Both the evil twin and Multiple Randomization algorithms have been integrated into an off-the-shelf ASIC from PMC-Sierra, Inc. (PM-73488) which has been designed as a building block for such a three-stage implementation. These routing schemes are also adapted to run on a recirculating network. Recirculation is used to effect a reshuffling of data as in the dynamic network, but with a considerable reduction in network cost."",""1558-2183"","""",""10.1109/71.879774"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=879774"","""",""Routing"","""",""4"","""",""33"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;
"On performance prediction of parallel computations with precedent constraints,""De-Ron Liang";" S. K. Tripathi"",""Institute of Information Science, Academia Sinica, Taipei, Taiwan";" Bourns College of Engineering, University슠of California슠Riverside, Riverside, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""2000"",""11"",""5"",""491"",""508"",""Performance analysis of concurrent executions in parallel systems has been recognized as a challenging problem. The aim of this research is to study approximate but efficient solution techniques for this problem. We model the structure of a parallel machine and the structure of the jobs executing on such a system. We investigate rich classes of jobs, which can be expressed by series, parallel-and, parallel-or, and probabilistic-fork. We propose an efficient performance prediction method for these classes of jobs running on a parallel environment which is modeled by a standard queueing network model. The proposed prediction method is computationally efficient, it has polynomial complexity in both time and space. The time complexity is O(C/sup 2/N/sup 2/K) and the space complexity is O(C/sup 2/N/sup 2/K), where C is the number of job classes in the system, the number of tasks in each job class is O(N), and K is the number of service centers in the queueing model. The accuracy of the approximate solution is validated via simulation."",""1558-2183"","""",""10.1109/71.852402"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=852402"","""",""Concurrent computing";Delay effects;Prediction methods;Delay estimation;Performance analysis;Parallel processing;Predictive models;Polynomials;Very large scale integration;"Resource management"","""",""25"","""",""27"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
