"Balanced parallel sort on hypercube multiprocessors,""B. Abali"; F. Ozguner;" A. Bataineh"",""Bilkent University, Ankara, Turkey"; Department of Electrical Engineering, Ohio State Uinversity, Columbus, OH, USA;" Cray Research, Inc., Eagan, MN, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""5"",""572"",""581"",""A parallel sorting algorithm for sorting n elements evenly distributed over 2/sup d/ p nodes of a d-dimensional hypercube is presented. The average running time of the algorithm is O((n log n)/p+p log 2n). The algorithm maintains a perfect load balance in the nodes by determining the (kn/p)th elements (k1,. . ., (p-1)) of the final sorted list in advance. These p-1 keys are used to partition the sorted sublists in each node to redistribute data to the nodes to be merged in parallel. The nodes finish the sort with an equal number of elements (n/p) regardless of the data distribution. A parallel selection algorithm for determining the balanced partition keys in O(p log2n) time is presented. The speed of the sorting algorithm is further enhanced by the distance-d communication capability of the iPSC/2 hypercube computer and a novel conflict-free routing algorithm. Experimental results on a 16-node hypercube computer show that the sorting algorithm is competitive with the previous algorithms and faster for skewed data distributions.<>"",""1558-2183"","""",""10.1109/71.224220"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=224220"","""",""Hypercubes";Partitioning algorithms;Sorting;Routing;Distributed computing;Parallel algorithms;Databases;Parallel processing;Delay effects;"Message passing"","""",""16"",""2"",""21"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
"Benchmarking parallel processing platforms: an applications perspective,""R. B. Mueller-Thuns"; D. G. Saab; R. F. Damiano;" J. A. Abraham"",""Cadence Design Systems, Inc., San Jose, CA, USA"; Reliable and High Performance Computing, University of Illinois, Urbana-Champaign, Urbana, IL, USA; IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA;" Computer Engineering Research Center, University of Texas, Austin, Austin, TX, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""8"",""947"",""954"",""Given the increased availability of general purpose parallel computers two issues arise: One needs to compare the performance of the different available platforms using realistic examples, and it is necessary to write application software that can be ported easily in order to take advantage of different platforms. The authors address these issues from an applications point of view. They are interested in the use of general purpose parallel computers for simulation tasks needed during the design of very large scale integrated (VLSI) circuits. They characterize the simulation task as a useful benchmark and introduce a high level process view of parallel simulation that is helpful for deriving portable parallel programs. Details of the partitioning strategy and the simulation algorithm used in the application are given. They discuss their implementation on different parallel machines and give statistics of various experiments.<>"",""1558-2183"","""",""10.1109/71.238628"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=238628"","""",""Parallel processing";Computational modeling;Circuit simulation;Application software;Concurrent computing;Very large scale integration;Availability;Computer simulation;Partitioning algorithms;"Parallel machines"","""",""6"","""",""23"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;
"Block scheduling of iterative algorithms and graph-level priority scheduling in a simulated data-flow multiprocessor,""P. Evripidou";" J. . -L. Gaudiot"",""USC Information Sciences Institute, Marina del Rey, CA, USA";" Department of Electrical Engineering-Systems, University of Southern California, Los Angeles, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""4"",""398"",""413"",""Iterative methods for solving linear systems are discussed. Although these methods are inherently highly sequential, it is shown that much parallelism could be exploited in a data-flow system by scheduling the iterative part of the algorithms in blocks and by looking ahead across several iterations. This approach is general and will apply to other iterative and loop-based problems. It is also demonstrated by simulation that relying solely on data-driven scheduling of parallel and unrolled loops results in low resource utilization and poor performance. A graph-level priority scheduling mechanism has been developed that greatly improves resource utilization and yields higher performance.<>"",""1558-2183"","""",""10.1109/71.219755"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=219755"","""",""Iterative algorithms";Iterative methods;Large-scale systems;Resource management;Parallel processing;Multiprocessing systems;Runtime;Linear systems;Scheduling algorithm;"Upper bound"","""",""7"","""",""22"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Capsules: a shared memory access mechanism for Concurrent C/C++,""N. H. Gehani"",""AT and T Bell Laboratories, Inc., Murray Hill, NJ, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""7"",""795"",""811"",""Concurrent C/C++ is a superset of C and C++ that provides parallel programming facilities based on message passing. Upon porting Concurrent C/C++to a shared memory multiprocessor, the authors believed it would be appropriate to supplement Concurrent C/C++ with explicit facilities for synchronizing accesses to shared data structures. The capsule, which is a shared memory access mechanism designed especially for Concurrent C/C++ to match the C++data abstraction facility called the class, is discussed. Capsules are like monitors but they have significant advantages. Capsules satisfy T. Bloom's (1979) criteria for expressiveness of synchronization conditions, support inheritance, allow operations to execute in parallel, and permit them to time out. The design of capsules is reviewed. The author evaluates existing shared memory mechanisms, describes capsules, gives examples of capsules, compares capsules with monitors, and discusses how capsules are implemented by the Concurrent C compiler.<>"",""1558-2183"","""",""10.1109/71.238301"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=238301"","""",""Message passing";Parallel programming;Data structures;Memory architecture;Computer languages;Strontium;Specification languages;"Programming profession"","""",""13"",""5"",""46"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"Clarifications and corrections to 'performance analysis of a generalized class of m-level hierarchical multiprocessor systems' (Mar 1992 129-138),""I. O. Mahgoub";" A. K. Elmagarmid"",""Department of Computer Science and Engineering, Florida Atlantic University, Boca Raton, FL, USA";" Department of Computer Sciences, Purdue University, West Lafayette, IN, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""6"",""719"",""720"",""Several items in the above-titled work (ibid., vol.3, no.2, pp.129-138, Mar. 1992) are clarified and corrected.<>"",""1558-2183"","""",""10.1109/71.242150"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=242150"","""",""Performance analysis";Multiprocessing systems;Analytical models;Computer science;Intelligent networks;Multiprocessor interconnection networks;Inspection;"Bandwidth"","""","""","""",""1"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Clocking arbitrarily large computing structures under constant skew bound,""A. El-Amawy"",""Electrical and Computcr Engineering Department, Louisiana State University, Baton Rouge, LA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""3"",""241"",""255"",""A scheme for global synchronization of arbitrarily large computing structures such that clock skew between any two communicating cells is bounded above by a constant is described. The scheme utilizes clock nodes that perform simple processing on clock signals to maintain a constant skew bound irrespective of the size of the computing structure. Among the salient features of the scheme is the interdependence between network topology, skew upper bound, and maximum clocking rate achievable. A 2-D mesh framework is used to present the concepts, introduce three network designs, and to prove some basic results. For each network the (constant) upper bound on clock skew between any two communicating processors, is established, and its independence of network size is shown. Simulations were carried out to verify correctness and to check the workability of the scheme. A 4*4 network was built and successfully tested for stability. Such issues as node design, clocking of nonplanar structures such as hypercubes, and the concept of fuse programmed clock networks are addressed.<>"",""1558-2183"","""",""10.1109/71.210808"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=210808"","""",""Clocks";Upper bound;Synchronization;Signal processing;Network topology;Workability;Testing;Stability;Hypercubes;"Fuses"","""",""7"",""4"",""15"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Collecting unused processing capacity: an analysis of transient distributed systems,""L. Kleinrock";" W. Korfhage"",""Department of Computer Science, University of California, Los Angeles, USA";" Department of Computer Science, Polytechnic University, Brooklyn, NY, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""5"",""535"",""546"",""It is suggested that if the large numbers of idle computers and workstations in distributed systems could be used then considerable computing power could be harnessed at low cost. Such systems are analyzed using Brownian motion with drift to model the execution of a program distributed over the idle computers in a network of idle and busy processors. The ways in which the use of these transient processors affects a program's execution time is determined. The probability density of a program's finishing time on both single and multiple transient processors is found. These results are explored for qualitative insight. Some approximations for the finishing time probability density are suggested.<>"",""1558-2183"","""",""10.1109/71.224216"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=224216"","""",""Transient analysis";Workstations;Finishing;Computer networks;Network servers;Distributed computing;Costs;Power system modeling;Distributed processing;"Laboratories"","""",""16"","""",""33"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Concurrent iterative algorithm for Toeplitz-like linear systems,""V. Y. Pan"",""Department of Computer Science, State University of New York, Albany, Albany, NY, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""5"",""592"",""600"",""A nonsingular n*n matrix A is given with its short displacement generator. It has small displacement rank bounded by a fixed constant. The class of such matrices generalizes Toeplitz matrices. A good initial approximation to a short displacement generator for A/sup -1/ is readily available. Ways to refine this approximation and numerically compute a displacement generator of A/sup -1/ and the solution vector x=A/sup -1/b to a linear system Ax=b by using O(log/sup 2/n) parallel arithmetic steps and n processors are presented. These results are extended to some other important classes of dense structure matrices.<>"",""1558-2183"","""",""10.1109/71.224221"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=224221"","""",""Iterative algorithms";Linear systems;Arithmetic;Real time systems;Computer science;Phase change random access memory;Concurrent computing;Vectors;Equations;"Parallel algorithms"","""",""17"","""",""56"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Conservative parallel simulation of continuous time Markov chains using uniformization,""P. Heidelberger";" D. M. Nicol"",""IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA";" Department of Computer Science, College of William and Mary, Williamsburg, VA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""8"",""906"",""921"",""The authors describe parallel algorithms for simulating certain continuous time Markov chains, such as those arising in queueing network models of distributed computing systems or communications systems. The algorithms are based on the technique of uniformization. Two variations of a conservative parallel simulation algorithm are presented. In each algorithm, a relatively short presimulation is performed to identify those times, and only those times, at which the simulation algorithm requires processor pairs to synchronize. Speedup studies of the algorithms, performed on a 16-node Intel iPSC/2 hypercube, are presented and discussed.<>"",""1558-2183"","""",""10.1109/71.238625"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=238625"","""",""Computational modeling";Distributed computing;Time warp simulation;Discrete event simulation;Computer aided manufacturing;Clustering algorithms;Predictive models;Parallel algorithms;Hypercubes;"Virtual manufacturing"","""",""34"","""",""43"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Control versus data flow in parallel database machines,""W. B. Teeuw";" H. M. Blanken"",""Department of Computer Science, Information Systems-Databases, University of Twente, Enschede, Netherlands";" Department of Computer Science, Information Systems-Databases, University of Twente, Enschede, Netherlands"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""11"",""1265"",""1279"",""The execution of a query in a parallel database machine can be controlled in either a control flow way, or in a data flow way. In the former case a single system node controls the entire query execution. In the latter case the processes that execute the query, although possibly running on different nodes of the system, trigger each other. Lately, many database research projects focus on data flow control since it should enhance response times and throughput. The authors study control versus data flow with regard to controlling the execution of database queries. An analytical model is used to compare control and data flow in order to gain insights into the question which mechanism is better under which circumstances. Also, some systems using data flow techniques are described, and the authors investigate to which degree they are really data flow. The results show that for particular types of queries data flow is very attractive, since it reduces the number of control messages and balances these messages over the nodes.<>"",""1558-2183"","""",""10.1109/71.250104"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=250104"","""",""Database machines";Database systems;Parallel processing;Local area networks;Distributed databases;Concurrent computing;Computer science;Transaction databases;Bandwidth;"Disk drives"","""",""5"",""1"",""19"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Cost and time-cost effectiveness of multiprocessing,""D. Sarkar"",""Department of Mathematics and Computer Science, University of Miami, Coral Gables, FL, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""6"",""704"",""712"",""Speedup and efficiency, two measures for performance of pipelined computers, are now used to evaluate performance of parallel algorithms for multiprocessor systems. However, these measures consider only the computation time and number of processors used and do not include the number of the communication links in the system. The author defines two new measures, cost effectiveness and time-cost effectiveness, for evaluating performance of a parallel algorithm for a multiprocessor system. From these two measures two characterization factors for multiprocessor systems are defined and used to analyze some well-known multiprocessor systems. It is found that for a given penalty function, every multiprocessor architecture has an optimal number of processors that produces maximum profit. If too many processors are used, the higher cost of the system reduces the profit obtained from the faster solution. On the other hand, if too few processors are used, the penalty paid for taking a longer time to obtain the solution reduces the profit.<>"",""1558-2183"","""",""10.1109/71.242152"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=242152"","""",""Costs";Parallel algorithms;Multiprocessing systems;Hypercubes;Computer architecture;Parallel processing;Concurrent computing;Hardware;Phase change random access memory;"Velocity measurement"","""",""16"","""",""20"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Cube connected Mobius ladders: an inherently deadlock-free fixed degree network,""D. J. Pritchard";" D. A. Nicole"",""Department of Computer Science, University of Liverpool, Liverpool, UK";" Department of Electronics and Computer Science, University of Southampton, UK"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""1"",""111"",""117"",""The authors introduce a multiprocessor interconnection network, known as cube-connected Mobius ladders, which has an inherently deadlock-free routing strategy and hence has none of the buffering and computational overhead required by deadlock-avoidance message passing algorithms. The basic network has a diameter phi of 4n-1 for n2/sup n+2 /nodes and has a fixed node degree of 4. The network can be interval routed in two stages and can be represented as a Cayley graph. This is the only practical fixed degree topology of size O(2/sup phi /) which has an inherently deadlock-free routing strategy, making it ideally suited for medium and large sized transputer networks.<>"",""1558-2183"","""",""10.1109/71.205658"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=205658"","""",""System recovery";Fault tolerance;Parallel processing;Hardware;Hypercubes;Distributed computing;Real time systems;Fault tolerant systems;Computer architecture;"Safety"","""",""7"","""",""18"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Data management and control-flow aspects of an SIMD/SPMD parallel language/compiler,""M. A. Nichols"; H. J. Siegel;" H. G. Dietz"",""NCR Limited, San Diego, CA, USA"; Parallel Processing Laboratory, School of Electrical Engineering, Purdue University, West Lafayette, IN, USA;" Parallel Processing Laboratory, School of Electrical Engineering, Purdue University, West Lafayette, IN, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""2"",""222"",""234"",""Features of an explicitly parallel programming language targeted for reconfigurable parallel processing systems, where the machine's N processing elements (PEs) are capable of operating in both the SIMD and SPMD modes of parallelism, are described. The SPMD (single program-multiple data) mode of parallelism is a subset of the MIMD mode where all processors execute the same program. By providing all aspects of the language with an SIMD mode version and an SPMD mode version that are syntactically and semantically equivalent, the language facilitates experimentation with and exploitation of hybrid SIMD/SPMD machines. Language constructs (and their implementations) for data management, data-dependent control-flow, and PE-address-dependent control-flow are presented. These constructs are based on experience gained from programming a parallel machine prototype and are being incorporated into a compiler under development. Much of the research presented is applicable to general SIMD machines and MIMD machines.<>"",""1558-2183"","""",""10.1109/71.207596"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=207596"","""",""Parallel languages";Parallel processing;Program processors;Parallel programming;Parallel machines;Concurrent computing;Control systems;Prototypes;Fault tolerance;"Broadcasting"","""",""18"",""9"",""55"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
"dBCube: a new class of hierarchical multiprocessor interconnection networks with area efficient layout,""Chienhua Chen";" D. P. Agrawal"",""Dept. of Comput. Sci. & Eng., Tatung Inst. of Technol., Taipei, Taiwan";" NA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""12"",""1332"",""1344"",""Introduces a class of hierarchical networks that is suitable for implementation of large multi-computers in VLSI with wafer scale integration (VLSI/WSI) technology. These networks, which are termed dBCube, employ the hypercube topology as a basic cluster, connect many of these clusters using a de Bruijn graph, and maintain the node connectivity to be the same for all nodes product graph. The size of this class of regular networks can be easily extended by increments of a cluster size. Local communication, to be satisfied by the hypercube topology, allows easy embedding of existing parallel algorithms, while the de Bruijn graph, which was chosen for JPL's 8096-node multiprocessor, provides the shortest distance between clusters running different parts of an application. A scheme for obtaining WSI layout is introduced and used to estimate the number of tracks needed and the required area of the wafer. The exact number of tracks in the hypercube and an approximation for the de Bruijn graph are also obtained. Tradeoffs of area versus static parameters and the size of the hypercube versus that of the de Bruijn graph are also discussed.<>"",""1558-2183"","""",""10.1109/71.250115"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=250115"","""",""Multiprocessor interconnection networks";Hypercubes;Very large scale integration;Wafer scale integration;Network topology;Multiprocessing systems;Message passing;Nearest neighbor searches;Computer networks;"Concurrent computing"","""",""62"","""",""30"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Deadlock-free adaptive routing in multicomputer networks using virtual channels,""W. J. Dally";" H. Aoki"",""Artificial Intelligence Laboratory and Laboratory for Computer Science, Massachusetts Institute of Technology, Cambridge, MA, USA";" Artificial Intelligence Laboratory and Laboratory for Computer Science, Massachusetts Institute of Technology, Cambridge, MA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""4"",""466"",""475"",""The use of adaptive routing in a multicomputer interconnection network improves network performance by using all available paths and provides fault tolerance by allowing messages to be routed around failed channels and nodes. Two deadlock-free adaptive routing algorithms are described. Both algorithms allocate virtual channels using a count of the number of dimension reversals a packet has performed to eliminate cycles in resource dependency graphs. The static algorithm eliminates cycles in the network channel dependency graph. The dynamic algorithm improves virtual channel utilization by permitting dependency cycles and instead eliminating cycles in the packet wait-for graph. It is proved that these algorithms are deadlock-free. Experimental measurements of their performance are presented.<>"",""1558-2183"","""",""10.1109/71.219761"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=219761"","""",""System recovery";Routing;Intelligent networks;Multiprocessor interconnection networks;Throughput;Network topology;Communication system traffic control;Concurrent computing;Resource management;"Heuristic algorithms"","""",""374"",""51"",""46"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Declustering: a new multiprocessor scheduling technique,""G. C. Sih";" E. A. Lee"",""Qualcomm, Inc., San Diego, CA, USA";" Department of Electrical Engineering and Computer Science, University of California, Berkeley, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""6"",""625"",""637"",""The authors present a new compile-time scheduling heuristic called declustering, which schedules acyclic precedence graphs that fit the synchronous data flow (SDF) model onto multiprocessor architectures. This technique accounts for interprocessor communication (IPC) overheads and considers interconnection constraints in the architecture so that shared resource contention can be avoided. The algorithm initially invokes a new clustering method that uses graph-analysis techniques to isolate parallelism instances. When constructing an initial set of clusters, this procedure explicitly addresses the tradeoff between exploiting parallelism and incurring communication cost. By hierarchically combining these clusters and then systematically decomposing this hierarchy, the declustering method exposes parallelism instances in order of importance and attains a cluster granularity that fits the characteristics of the architecture. It is shown that declustering retains the clustering advantage of avoiding IPC, yet overcomes the inflexibility associated with traditional clustering approaches.<>"",""1558-2183"","""",""10.1109/71.242160"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=242160"","""",""Processor scheduling";Parallel processing;Signal processing algorithms;Scheduling algorithm;Computer architecture;Flow graphs;Clustering algorithms;Clustering methods;Costs;"Hardware"","""",""49"","""",""15"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Dependence uniformization: a loop parallelization technique,""T. H. Tzen";" L. M. Ni"",""Convex Computer Corporation, Richardson, TX, USA";" Department of Computer Science, Michigan State University, East Lansing, MI, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""5"",""547"",""558"",""Data dependence uniformization, a method for overcoming the difficulties in parallelizing a doubly nested loop with irregular dependence constraints is proposed. This approach is based on the concept of vector decomposition. A simple set of basic dependences is developed from which all dependence constraints can be composed. The set of basic dependences is added to every iteration to replace all original dependences so that the dependence constraints become uniform. An efficient synchronization method is presented to obey the uniform dependence constraints in every iteration.<>"",""1558-2183"","""",""10.1109/71.224217"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=224217"","""",""Parallel processing";Processor scheduling;Parallel architectures;Computer science;Program processors;Pattern analysis;"Degradation"","""",""44"",""1"",""23"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;
"Dependency analysis-a Petri-net-based technique for synthesizing large concurrent systems,""Y. Chen"; W. T. Tsai;" D. Chao"",""Hitachi Software Engineering America Limited, San Bruno, CA, USA"; Department of Computer Science, University of Minnesota, Minneapolis, MN, USA;" Department of Computer Science, New Jersey Institute of Technology, Newark, NJ, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""4"",""414"",""426"",""Petri nets (PNs) are frequently used in modeling, designing, and analyzing concurrent systems. A problem with PNs, in the general case, is that they require high computational complexity to analyze their properties, such as reachability, liveness, and boundedness. To avoid this problem, synthesis techniques for constructing large PNs are presented. Using these techniques, the behavior of the constructed PN can be determined by local analysis that uses known properties of the given nets. Thus, the high computational complexity of global analysis is bypassed. A synthesis technique that explores dependency relations in PNs is presented. It synthesizes large PNs by combining smaller PNs of arbitrary topology structures, and the combination is verified efficiently by dependency analysis. A large system based on a PN can be built up by repeated applications of the technique.<>"",""1558-2183"","""",""10.1109/71.219756"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=219756"","""",""Protocols";Computer science;Performance analysis;Chaos;Computational complexity;Topology;Petri nets;Explosions;System recovery;"Software engineering"","""",""17"","""",""19"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
"Determining possible event orders by analyzing sequential traces,""D. P. Helmbold"; C. E. McDowell;" J. . -Z. Wang"",""Computer and Information Sciences Department, University of California, Santa Cruz, CA, USA"; Computer and Information Sciences Department, University of California, Santa Cruz, CA, USA;" Sun Microsystems, Inc., Mountain View, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""7"",""827"",""840"",""One of the fundamental problems encountered when debugging a parallel program is determining the possible orders in which events could have occurred. Various problems, such as data races and intermittent deadlock, arise when there is insufficient synchronization between the tasks in a parallel program. A sequential trace of an execution can be misleading, as it implies additional event orderings, distorting the concurrent nature of the computation. Algorithms to generate, from the trace of an execution, those event orderings that can be relied on by the programmer are described. By its very nature, the information in an execution trace pertains only to that execution of the program, and may not generalize to other executions. This difficulty is mitigated by defining an inferred program based on the trace and original program, analyzing this inferred program, and showing how the inferred program relates to the original. The results of the algorithms can be used by other automated tools such as a data race detector or constraint checker.<>"",""1558-2183"","""",""10.1109/71.238303"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=238303"","""",""Debugging";System recovery;Concurrent computing;Programming profession;Detectors;Algorithm design and analysis;Writing;Sun;Protection;"Data analysis"","""",""15"",""13"",""20"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
"Determining the number of remote sites accessed in distributed transaction processing,""A. Thomasian"",""IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""1"",""99"",""103"",""The number of remote accesses and the number of distinct remote sites accessed by global transactions in a distributed database environment are characterized. Both measures are important in determining the overhead of distributed transaction processing and are affected by the distribution of transaction size (number of distinct objects accessed by a transaction) and the distribution of remote accesses made by a transaction. Keeping the mean transaction size fixed, it is shown that in the case of some commonly used distributions for the number of remote accesses variable size transactions access fewer distinct remote sites on the average than fixed size transactions. Also, for these and some other distributions the mean number of remote accesses is independent of the distribution of transaction size, but this is not generally true.<>"",""1558-2183"","""",""10.1109/71.205656"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=205656"","""",""Transaction databases";Distributed databases;Relational databases;Performance analysis;Protocols;Size measurement;Database machines;Delay;Telecommunication traffic;"Costs"","""",""5"","""",""10"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Distributed concurrency control based on limited wait-depth,""P. A. Franaszek"; J. R. Haritsa; J. T. Robinson;" A. Thomasian"",""IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA"; Systems Research Center, University of Maryland, College Park, MD, USA; IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA;" IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""11"",""1246"",""1264"",""The performance of high-volume transaction processing systems for business applications is determined by the degree of contention for hardware resources as well as for data. Hardware resource requirements may be met cost-effectively with a data-partitioned or shared-nothing architecture. However, the two-phase locking (2PL) concurrency control method may restrict the performance of a shared-nothing system more severely than that of a centralized system due to increased lock holding times. Deadlock detection and resolution are an added complicating factor in shared-nothing systems. The authors describe distributed Wait-Depth Limited (WDL) concurrency control (CC), a locking-based distributed CC method that limits the wait-depth of blocked transactions to one, thus preventing the occurrence of deadlocks. Several implementations of distributed WDL which vary in the number of messages and the amount of information available for decision making are discussed. The performance of a generic implementation of distributed WDL is compared with distributed 2PL (with general-waiting policy) and the Wound-Wait CC method through a detailed simulation. It is shown that distributed WDL behaves similarly to 2PL for low lock contention levels, but for substantial lock contention levels (caused by higher degrees of transaction concurrency), distributed WDL outperforms the other methods to a significant degree.<>"",""1558-2183"","""",""10.1109/71.250103"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=250103"","""",""Concurrency control";Tin;Costs;Hardware;System recovery;Distributed databases;Transaction databases;Bandwidth;Decision making;"Concurrent computing"","""",""17"",""1"",""23"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;
"Dynamic synchrony among atomic actions,""G. . -C. Roman"; Y. J. Plun;" C. D. Wilcox"",""Department of Computer Science, Washington University, Saint Louis, MO, USA"; Department of Computer Science, Washington University, Saint Louis, MO, USA;" Department of Computer Science, Washington University, Saint Louis, MO, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Aug 2002"",""1993"",""4"",""6"",""677"",""685"",""Synchrony continues to be an important concern in concurrent programming. Existing languages and models have introduced a great diversity of constructs for expressing and managing synchronization among sequential processes or atomic actions. The authors put forth a model in which synchrony is viewed as a relation among atomic actions, a relation which may evolve with time. The model is shown to be convenient for expressing formally the semantics of synchrony as it appears in many of the languages and models proposed to date. Among such models Swarm is singled out for its use of dynamic synchrony. The Swarm notation is briefly reviewed. A new concurrent algorithm for the leader election problem illustrates the use of dynamic synchrony in Swarm.<>"",""1558-2183"","""",""10.1109/71.242155"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=242155"","""",""Distributed computing";Vehicle dynamics;Nominations and elections;Computer languages;Vehicles;History;Concurrent computing;Computer architecture;Systolic arrays;"Very large scale integration"","""",""2"","""",""19"",""IEEE"",""6 Aug 2002"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;
