"HEROv2: Full-Stack Open-Source Research Platform for Heterogeneous Computing,""A. Kurth"; B. Forsberg;" L. Benini"",""Integrated Systems Laboratory, Zurich, Switzerland"; D-ITET, Eidgenossische Technische Hochschule Zurich Departement Informationstechnologie und Elektrotechnik, Zurich, Switzerland;" DEIS, University of Bologna, Bologna, BO, Italy"",""IEEE Transactions on Parallel and Distributed Systems"",""22 Aug 2022"",""2022"",""33"",""12"",""4368"",""4382"",""Heterogeneous computers integrate general-purpose host processors with domain-specific accelerators to combine versatility with efficiency and high performance. To realize the full potential of heterogeneous computers, however, many hardware and software design challenges have to be overcome. While architectural and system simulators can be used to analyze heterogeneous computers, they are faced with unavoidable compromises between simulation speed and performance modeling accuracy. In this work we present HEROv2, an FPGA-based research platform that enables accurate and fast exploration of heterogeneous computers consisting of accelerators based on clusters of 32-bit RISC-V cores and an application-class 64-bit ARMv8 or RV64 host processor. HEROv2 allows to seamlessly share data between 64-bit host s and 32-bit accelerators and comes with a fully open-source on-chip network, a unified heterogeneous programming interface, and a mixed-data-model, mixed-ISA heterogeneous compiler based on LLVM. We evaluate HEROv2 in four case studies from the application level over toolchain and system architecture down to accelerator microarchitecture. We demonstrate how HEROv2 enables effective research and development on the full stack of heterogeneous computing. For instance, the compiler can tile loops and infer data transfers to and from the accelerators, which leads to a speedup of up to 4.4 × compared to the original program and in most cases is only 15% slower than a handwritten implementation, which requires 2.6 × more code."",""1558-2183"","""",""10.1109/TPDS.2022.3189390"",""FRACTAL(grant numbers:877056)"; Croatian-Swiss Research Programme; Heterogeneous Computing Systems with Customized Accelerators(grant numbers:180625);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9822980"",""Heterogeneous (Hybrid) systems";parallel processors;shared memory;hardware/software interfaces;"system architectures"",""Hardware";Program processors;Codes;Computers;System-on-chip;Programming;"Engines"","""",""3"","""",""72"",""IEEE"",""8 Jul 2022"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Heterogeneous Multi-Agent System for Brain-Computer Interaction in Routing and Forwarding With Memristive Neuron Networks,""Y. Zhou"; W. Chen; L. Li; L. Gong;" T. Zhang"",""College of Communication Engineering, Jilin University, Changchun, Jilin, China"; College of Communication Engineering, Jilin University, Changchun, Jilin, China; College of Communication Engineering, Jilin University, Changchun, Jilin, China; College of Communication Engineering, Jilin University, Changchun, Jilin, China;" College of Communication Engineering, Jilin University, Changchun, Jilin, China"",""IEEE Transactions on Parallel and Distributed Systems"",""25 May 2022"",""2022"",""33"",""11"",""3233"",""3248"",""In this research, we aimed to design a novel brain-computer interaction (BCI) approach in routing and forwarding mechanisms to realize a networking multi-modal and multi-brain linked control. In recent years, the field programmable gate array (FPGA) has become a popular choice to construct a heterogeneous network for routing and forwarding processes due to its ability to complete a high performance computation in single node. Conventional BCI mode focus on capturing the dynamic EEG signals from multiple electrode channels and this concept neglects the existing complexity and diversity of connecting information between two brain regions. To this moment, we build a heterogeneous multi-agent system (HMAS) architecture to simulate the memristive neuron networks (MNN) with a set of logic units for multi-agent in the Internet. Specifically, we first feed the non-linear features into an intelligent router to adjust their routing and forwarding processes. Subsequently, at one-time step, the output of all testing nodes is written into a heterogeneous logic space, which mainly consists of the sub-agent, forward port, and memory memristive neuron. In the FPGA, each programmable cell selectively integrates and stores a huge number of motion information between multiple interacting channels. We can achieve the networking cooperative functions of forward and route through FPGA large-scale computation. According to the extensive experimental results on several data, we validate the effectiveness of the proposed HMAS-BCI architecture to compare the optimization method of the multiple simulations."",""1558-2183"","""",""10.1109/TPDS.2021.3137837"",""Department of Science and Technology of Jilin Province(grant numbers:20190302034GX)"; Domaion Foundation of Equipment Advance Research of 13th Five-year Plan(grant numbers:ZX7Y201902120-06001); China Postdoctoral Science Foundation(grant numbers:2020M670856);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9661451"",""Heterogeneous multi-agent system";brain-computer interaction;routing and forwarding mechanism;"MNN"",""Brain modeling";Routing;Computational modeling;Multi-layer neural network;Task analysis;Multi-agent systems;"Flexible printed circuits"","""",""2"","""",""69"",""IEEE"",""23 Dec 2021"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Heterogeneous Systolic Array Architecture for Compact CNNs Hardware Accelerators,""R. Xu"; S. Ma; Y. Wang; Y. Guo; D. Li;" Y. Qiao"",""Institute of Microelectronics, National University of Defense Technology, Changsha, Hunan, China"; Science and Technology on Parallel and Distributed Processing Laboratory, National University of Defense Technology, Changsha, Hunan, China; Institute of Microelectronics, National University of Defense Technology, Changsha, Hunan, China; Institute of Microelectronics, National University of Defense Technology, Changsha, Hunan, China; Science and Technology on Parallel and Distributed Processing Laboratory, National University of Defense Technology, Changsha, Hunan, China;" Institute of Microelectronics, National University of Defense Technology, Changsha, Hunan, China"",""IEEE Transactions on Parallel and Distributed Systems"",""25 May 2022"",""2022"",""33"",""11"",""2860"",""2871"",""Compact convolutional neural networks have become a hot research topic. However, we find that the systolic array accelerators are extremely inefficient in dealing with compact models, especially when processing depthwise convolutional layers in the neural networks. To make systolic arrays more efficient for compact convolutional neural networks, we propose the heterogeneous systolic array (HeSA) architecture. It introduces heterogeneous processing elements that support multiple dataflows, which can further exploit the reuse data chance of depthwise convolutional layers and without changing the structure of the naÃ¯ve systolic array. By increasing the utilization rate of processing elements in the array, the HeSA improves the performance, throughput, and energy efficiency compared to the standard baseline. In addition, we design the flexible buffer structure for the HeSA. Through configuring it, the HeSA can allocate bandwidth flexibly to maintaining high performance and low communication cost. Based on our evaluation with typical workloads, the HeSA improves the utilization rate of the computing resource in depthwise convolutional layers by 4.5× - 11.2× and acquires 1.6 - 3.1× total performance speedup compared to the standard systolic array architecture. In the large-scale array design, the HeSA can reduce the data traffic by 40% while maintaining the same performance as the scaling-out method. By improving the on-chip data reuse opportunities and reducing data traffic, the HeSA saves over 20% in energy consumption. Meanwhile, the area of the HeSA is basically unchanged compared to the baseline due to its simple design."",""1558-2183"","""",""10.1109/TPDS.2021.3129647"",""NSFC(grant numbers:61802420,62025208,62172430)"; Natural Science Foundation of Hunan Province(grant numbers:2021JJ10052); STIP of Hunan Province(grant numbers:2019RS2027);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9623517"",""Hardware accelerator";architecture;convolutional neural network;depthwise separable convolution;"systolic array"",""Arrays";Systolic arrays;Convolution;Computer architecture;Standards;Scalability;"Kernel"","""",""2"","""",""35"",""CCBY"",""22 Nov 2021"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"High Performance Evaluation of Helmholtz Potentials Using the Multi-Level Fast Multipole Algorithm,""M. P. Lingg"; S. M. Hughey; B. Shanker;" H. M. Aktulga"",""Department of Computer Science and Engineering, Michigan State University, East Lansing, MI, USA"; Department of Electrical and Computer Engineering, Michigan State University, East Lansing, MI, USA; Department of Electrical and Computer Engineering, Michigan State University, East Lansing, MI, USA;" Department of Computer Science and Engineering, Michigan State University, East Lansing, MI, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""13 Jul 2022"",""2022"",""33"",""12"",""3651"",""3666"",""Evaluation of pair potentials is critical in a number of areas of physics. The classical $N$N-body problem has its root in evaluating the Laplace potential, and has spawned tree-algorithms, the fast multipole method (FMM), as well as kernel independent approaches. Over the years, FMM for Laplace potential has had a profound impact on a number of disciplines as it has been possible to develop highly scalable parallel versions of these algorithms. This is in stark contrast to parallel algorithms for oscillatory potentials such as the Helmholtz potential. The principal bottlenecks to scalable parallelism are the computation and communication costs of operations necessary to traverse up, across, and down the tree. In this article, we analyze asymptotic costs for both computation and communication in a parallel implementation, and describe techniques to overcome bottlenecks and achieve high performance evaluation of the Helmholtz potential for different distributions of particles. We demonstrate that the resulting implementation has a load balancing effect that significantly reduces the time-to-solution and enhances the scale of problems that can be treated using full wave physics."",""1558-2183"","""",""10.1109/TPDS.2022.3165649"",""National Science Foundation(grant numbers:CCF-1822932)"; National Energy Research Scientific Computing Center; U.S. Department of Energy(grant numbers:DE-AC02-05CH11231); High Performance Computing Center;" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9751386"",""Helmholtz equation";multilevel fast multipole method;tree algorithm;electromagnetic interaction;"global interpolation"",""Costs";Parallel algorithms;Electric potential;Mathematical models;Octrees;Machine-to-machine communications;"Kernel"","""","""","""",""60"",""IEEE"",""7 Apr 2022"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Highly Accurate Clock Synchronization With Drift Correction for the Controller Area Network,""M. Akpınar"; E. G. Schmidt;" K. W. Schmidt"",""Microelectronics, Guidance, and Electro-Optics, Aselsan Inc., Ankara, Turkey"; Department of Electrical and Electronics Engineering, Middle East Technical University, Ankara, Turkey;" Department of Electrical and Electronics Engineering, Middle East Technical University, Ankara, Turkey"",""IEEE Transactions on Parallel and Distributed Systems"",""22 Aug 2022"",""2022"",""33"",""12"",""4071"",""4082"",""Modern vehicles, that have to be considered as safety-critical cyber-physical systems, require highly accurate clock synchronization (CS) among their distributed computing devices. Since Controller Area Network (CAN) is the predominant in-vehicle communication bus, it is highly relevant to support CS for CAN. This article proposes an original CS method for distributed in-vehicle networks based on CAN with both offset and drift correction. While offset correction is performed based on timestamps in periodic reference messages (RMs), our new method benefits from the re-synchronization mechanism of the CAN bit timing to apply highly accurate drift correction. Our algorithm does not make any modifications to the CAN protocol but requires the measurement of the phase error from the CAN controller. We derive analytical bounds for the expected clock differences and further validate the practicability of the proposed method by comprehensive experiments. As the main result, our method achieves a clock accuracy below $2\";"\mu$2μs independent of important parameters such as the bit rate, RM period, bus utilization and time-varying clock drifts."",""1558-2183"","""",""10.1109/TPDS.2022.3179316"",""Türkiye Bilimsel ve Teknolojik Araştırma Kurumu(grant numbers:119E277)";" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9785903"",""Controller area network";clock synchronization;offset correction;drift correction;"phase error"",""Silicon";Clocks;Synchronization;Protocols;Real-time systems;Time-frequency analysis;"Hardware"","""",""1"","""",""45"",""IEEE"",""31 May 2022"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"HiTDL: High-Throughput Deep Learning Inference at the Hybrid Mobile Edge,""J. Wu"; L. Wang; Q. Pei; X. Cui; F. Liu;" T. Yang"",""National Engineering Research Center for Big Data Technology and System, Services Computing Technology and System Lab, Cluster and Grid Computing Lab, School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China"; VU Amsterdam, Amsterdam, The Netherlands; National Engineering Research Center for Big Data Technology and System, Services Computing Technology and System Lab, Cluster and Grid Computing Lab, School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China; National Engineering Research Center for Big Data Technology and System, Services Computing Technology and System Lab, Cluster and Grid Computing Lab, School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China; National Engineering Research Center for Big Data Technology and System, Services Computing Technology and System Lab, Cluster and Grid Computing Lab, School of Computer Science and Technology, Huazhong University of Science and Technology, Wuhan, China;" Peng Cheng Laboratory, Shenzhen, China"",""IEEE Transactions on Parallel and Distributed Systems"",""22 Aug 2022"",""2022"",""33"",""12"",""4499"",""4514"",""Deep neural networks (DNNs) have become a critical component for inference in modern mobile applications, but the efficient provisioning of DNNs is non-trivial. Existing mobile- and server-based approaches compromise either the inference accuracy or latency. Instead, a hybrid approach can reap the benefits of the two by splitting the DNN at an appropriate layer and running the two parts separately on the mobile and the server respectively. Nevertheless, the DNN throughput in the hybrid approach has not been carefully examined, which is particularly important for edge servers where limited compute resources are shared among multiple DNNs. This article presents HiTDL, a runtime framework for managing multiple DNNs provisioned following the hybrid approach at the edge. HiTDL's mission is to improve edge resource efficiency by optimizing the combined throughput of all co-located DNNs, while still guaranteeing their SLAs. To this end, HiTDL first builds comprehensive performance models for DNN inference latency and throughout with respect to multiple factors including resource availability, DNN partition plan, and cross-DNN interference. HiTDL then uses these models to generate a set of candidate partition plans with SLA guarantees for each DNN. Finally, HiTDL makes global throughput-optimal resource allocation decisions by selecting partition plans from the candidate set for each DNN via solving a fairness-aware multiple-choice knapsack problem. Experimental results based on a prototype implementation show that HiTDL improves the overall throughput of the edge by $4.3\times$4.3× compared with the state-of-the-art."",""1558-2183"","""",""10.1109/TPDS.2022.3195664"",""National Natural Science Foundation of China(grant numbers:61761136014,61520106005)"; National Key Research & Development (R&D) Plan(grant numbers:2017YFB1001703); DFG;" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9847073"",""Deep learning inference";edge computing;resource allocation;"systems for machine learning"",""Throughput";Graphics processing units;Servers;Resource management;Task analysis;Mobile handsets;"Mobile applications"","""",""7"","""",""65"",""IEEE"",""1 Aug 2022"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Horus: Interference-Aware and Prediction-Based Scheduling in Deep Learning Systems,""G. Yeung"; D. Borowiec; R. Yang; A. Friday; R. Harper;" P. Garraghan"",""School of Computing & Communications, Lancaster University, Lancaster, U.K"; School of Computing & Communications, Lancaster University, Lancaster, U.K; School of Computing, University of Leeds, Leeds, U.K; School of Computing & Communications, Lancaster University, Lancaster, U.K; School of Computing & Communications, Lancaster University, Lancaster, U.K;" School of Computing & Communications, Lancaster University, Lancaster, U.K"",""IEEE Transactions on Parallel and Distributed Systems"",""28 Jun 2021"",""2022"",""33"",""1"",""88"",""100"",""To accelerate the training of Deep Learning (DL) models, clusters of machines equipped with hardware accelerators such as GPUs are leveraged to reduce execution time. State-of-the-art resource managers are needed to increase GPU utilization and maximize throughput. While co-locating DL jobs on the same GPU has been shown to be effective, this can incur interference causing slowdown. In this article we propose Horus: an interference-aware and prediction-based resource manager for DL systems. Horus proactively predicts GPU utilization of heterogeneous DL jobs extrapolated from the DL model's computation graph features, removing the need for online profiling and isolated reserved GPUs. Through micro-benchmarks and job co-location combinations across heterogeneous GPU hardware, we identify GPU utilization as a general proxy metric to determine good placement decisions, in contrast to current approaches which reserve isolated GPUs to perform online profiling and directly measure GPU utilization for each unique submitted job. Our approach promotes high resource utilization and makespan reduction";" via real-world experimentation and large-scale trace driven simulation, we demonstrate that Horus outperforms other DL resource managers by up to 61.5 percent for GPU resource utilization, 23.7-30.7 percent for makespan reduction and 68.3 percent in job wait time reduction."",""1558-2183"","""",""10.1109/TPDS.2021.3079202"",""Engineering and Physical Sciences Research Council(grant numbers:EP/P031617/1)";" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9428512"",""Distributed systems";deep learning;interference;GPU utilization;cloud computing;"workload prediction"",""Graphics processing units";Interference;Kernel;Predictive models;Computational modeling;Production;"Load modeling"","""",""25"","""",""67"",""CCBY"",""11 May 2021"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;
"HSA-Net: Hidden-State-Aware Networks for High-Precision QoS Prediction,""Z. Wang"; X. Zhang; M. Yan; L. Xu;" D. Yang"",""Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, Chongqing, China"; Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, Chongqing, China; Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, Chongqing, China; Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, Chongqing, China;" Key Laboratory of Dependable Service Computing in Cyber Physical Society (Chongqing University), Ministry of Education, Chongqing, China"",""IEEE Transactions on Parallel and Distributed Systems"",""28 Oct 2021"",""2022"",""33"",""6"",""1421"",""1435"",""The high-precision QoS (quality of service) prediction is based on the comprehensive perception of state information of users and services. However, the current QoS prediction approaches have limited accuracy, for most state information of users and services (i.e., network speed, latency, network type, and more) are hidden due to privacy protection. Therefore, this article proposes a hidden-state-aware network (HSA-Net) that includes three steps called hidden state initialization, hidden state perception, and QoS prediction. A hidden state initialization approach is developed first based on the latent dirichlet allocation (LDA). After that, a hidden-state perception approach is proposed to abstract the initialized hidden state by fusing the known information (e.g., service ID and user location). The perception approach consists of four hidden-state perception (HSP) modes (i.e., known mode, object mode, hybrid mode and overall mode) implemented to generate explainable and fused features through four adaptive convolutional kernels. Finally, the relationship between the fused features and the QoS is discovered through a fully connected network to complete the high-precision QoS prediction process. The proposed HSA-Net is evaluated on two real-world datasets. According to the results, the HSA-Net's mean absolute error (MAE) index reduced by 3.67% and 28.84%, whereas the root mean squared error (RMSE) index decreased by 3.07% and 7.14% compared with ten baselines on average in the two datasets."",""1558-2183"","""",""10.1109/TPDS.2021.3111810"",""National Key Research and Development Program of China(grant numbers:2018YFB2101200)"; Special Funds for the Central Government(grant numbers:YDZX20195000004725); National Natural Science Foundation of China(grant numbers:61772093); Key Project of Technology Innovation and Application Development of Chongqing(grant numbers:cstc2019jscx-mbdxX0020); Chongqing Science and Technology Plan Project(grant numbers:cstc2018jszx-cyztzxX0037); Chongqing Technology Innovation and Application Development Project(grant numbers:cstc2019jszx- mbdxX0064);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9535236"",""Service recommendation";convolutional neural network;QoS prediction;hidden states;"feature fusion"",""Quality of service";Time factors;Deep learning;Predictive models;Kernel;Collaboration;"Web services"","""",""6"","""",""66"",""IEEE"",""10 Sep 2021"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;
"Hydra: A Decentralized File System for Persistent Memory and RDMA Networks,""S. Zheng"; J. Wang; D. Xue; J. Shu;" L. Huang"",""Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China"; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China; Department of Computer Science and Technology, Tsinghua University, Beijing, China;" Department of Computer Science and Engineering, Shanghai Jiao Tong University, Shanghai, China"",""IEEE Transactions on Parallel and Distributed Systems"",""22 Aug 2022"",""2022"",""33"",""12"",""4192"",""4206"",""Emerging byte-addressable persistent memory (PM) has the potential to disrupt the boundary between memory and storage. Combined with high-speed RDMA networks, distributed PM-based storage systems offer the opportunity to provide huge increases in storage performance by closely coupling PM and RDMA features. However, existing distributed file systems adopt the conventional centralized client-server architecture designed for traditional disks, leading to excessive access latency, limited scalability, and high recovery overhead. In this paper, we propose a fully decentralized PM-based file system, Hydra. By exploiting the performance advantages of local PM, Hydra leverages data access locality to achieve high performance. To accelerate file transmission among Hydra nodes, file metadata and data are decoupled and updated differentially through one-sided RDMA reads. Hydra also batches RDMA requests and classifies RPCs into synchronous and asynchronous types to minimize network overhead. Decentralization enables Hydra to tolerate node failures and achieve load balancing. Experimental results show that Hydra outperforms existing distributed file systems by a large margin, and shows good scalability on multi-threaded and parallel workloads."",""1558-2183"","""",""10.1109/TPDS.2022.3180369"",""Natural Science Foundation of Shanghai(grant numbers:22ZR1435400)"; Shanghai Municipal Science and Technology Major Project(grant numbers:2021SHZDZX0102);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9792291"",""Persistent memory";file system;RDMA;distributed system;"decentralization"",""Servers";Metadata;Scalability;Distributed databases;Random access memory;Tail;"File systems"","""","""","""",""61"",""IEEE"",""9 Jun 2022"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"iBalancer: Load-Aware in-Server Flow Scheduling for Sub-Millisecond Tail Latency,""Q. Zhang"; Y. Liu;" T. Liu"",""Sino-German Joint Software Institute, School of Computer Science, Beihang University, Beijing, China"; Sino-German Joint Software Institute, School of Computer Science, Beihang University, Beijing, China;" Shandong Provincial Key Laboratory of Computer Networks, Shandong Computer Science Center (National Supercomputer Center in Jinan), Shandong Academy of Sciences, Qilu University of Technology, Jinan, Shandong, China"",""IEEE Transactions on Parallel and Distributed Systems"",""8 Dec 2021"",""2022"",""33"",""8"",""1761"",""1774"",""Achieving microsecond-scale tail latency poses an extreme challenge to the conventional architecture of “NIC-OS-Application” in the face of high concurrent requests. Existing kernel-bypass network systems improve this situation significantly. Still, they cannot achieve load-aware in-server requests distribution, which in turn not only harms resource efficiency but, more importantly, beats the goal of squeezing tail latency. This paper proposes iBalancer, an in-server proactive load balancer for the kernel-bypass system, which aggressively handles NIC-side flow scheduling according to the load of threads on the processor-side. Furthermore, we propose a novel metric, “polling time interval (PTI),” to quantify the load of worker threads, which not only indicates utilization of the core bound to the worker thread but also reflects the differences in the processing time of different flows. By scheduling flows according to the metric PTI, iBalancer tends to average the queueing latencies of different flows, such as Set & Get operations for an in-memory key-value store. In addition, by decoupling flow scheduling from packet steering, iBalancer achieves a tail latency aware flow-to-core binding and preserves hardware-based request distribution among cores. The proposed system is evaluated and compared to mTCP and Shenango using two representative microsecond-scale network applications: Memcached KVS and a real-time deep-learning-based financial fraud identification application. Experimental results show that iBalancer can process up to 4.75$ \times $× and 1.55$ \times \ $× higher load over mTCP and Shenango under 500μs 99th percentile tail latency limit on Memcached. For the financial fraud identification application, iBalancer is able to process 4.56$ \times $× and 1.16$ \times $× higher load than mTCP and Shenango considering 900μs tail latency."",""1558-2183"","""",""10.1109/TPDS.2021.3120021"",""National Key Research and Development Program of China(grant numbers:2016YFB0200100)"; National Natural Science Foundation of China(grant numbers:61732002,62002186);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9573311"",""Quality of service";parallel systems;"performance measurements"",""Instruction sets";Servers;Dispatching;Measurement;Load management;Task analysis;"Network systems"","""","""","""",""56"",""IEEE"",""14 Oct 2021"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Improving Cache Utilization of Nested Parallel Programs by Almost Deterministic Work Stealing,""S. Shiina";" K. Taura"",""Department of Information and Communication Engineering, Graduate School of Information Science and Technology, University of Tokyo, Bunkyo-ku, Tokyo, Japan";" Department of Information and Communication Engineering, Graduate School of Information Science and Technology, University of Tokyo, Bunkyo-ku, Tokyo, Japan"",""IEEE Transactions on Parallel and Distributed Systems"",""22 Aug 2022"",""2022"",""33"",""12"",""4530"",""4546"",""Nested (fork-join) parallelism eases parallel programming by enabling high-level expression of parallelism and leaving the mapping between parallel tasks and hardware to the runtime scheduler. A challenge in dynamic scheduling of nested parallelism is how to exploit data locality, which has become more demanding in the deep cache hierarchies of modern processors with a large number of cores. This paper introduces almost deterministic work stealing (ADWS), which efficiently exploits data locality by deterministically planning a cache-hierarchy-aware schedule, while allowing a little scheduling variety to facilitate dynamic load balancing. Furthermore, we propose an extension of our prior work on ADWS to achieve better shared cache utilization. The improved version of the scheduler is called multi-level ADWS. The idea is that only part of a computation whose working set size is small enough to fit into a shared cache is scheduled by ADWS within the cache recursively, thus avoiding excessive capacity misses. Our evaluation on a benchmark of parallel decision tree construction demonstrated that multi-level ADWS outperformed the conventional random work stealing of Cilk Plus by 61% and it showed a 40% performance improvement over the previous ADWS design."",""1558-2183"","""",""10.1109/TPDS.2022.3196192"",""JSPS KAKENHI(grant numbers:21J22305)"; New Energy and Industrial Technology Development Organization(grant numbers:JPNP16007);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9848990"",""Dynamic load balancing";locality;nested parallelism;task parallelism;task scheduling;"work stealing"",""Task analysis";Parallel processing;Dynamic scheduling;Decision trees;Program processors;Processor scheduling;"Runtime"","""","""","""",""57"",""CCBY"",""3 Aug 2022"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
"Improving Fairness for SSD Devices through DRAM Over-Provisioning Cache Management,""R. Liu"; Z. Tan; L. Long; Y. Wu; Y. Tan;" D. Liu"",""College of Computer Science, Chongqing University of Posts and Telecommunications, Chongqing, China"; College of Computer Science, Chongqing University of Posts and Telecommunications, Chongqing, China; College of Computer Science, Chongqing University of Posts and Telecommunications, Chongqing, China; College of Computer Science, Chongqing University, Chongqing, China; College of Computer Science, Chongqing University, Chongqing, China;" College of Computer Science, Chongqing University, Chongqing, China"",""IEEE Transactions on Parallel and Distributed Systems"",""23 Mar 2022"",""2022"",""33"",""10"",""2444"",""2454"",""Modern NVMe SSDs have been widely deployed in multi-tenant cloud computing environments or multi-programming systems. When multiple applications concurrently access one SSD hardware, unfairness within the shared SSD will slow down the application significantly and lead to a violation of service level objectives. However, traditional data cache management within SSDs mainly focuses on improving cache hit ratio, which causes data cache contention and sacrifices fairness among multiple applications. In this paper, we propose a DRAM-based Over-Provisioning (OP) cache management mechanism, named Justitia, to reduce data cache contention and improve fairness for modern SSDs. Justitia consists of two stages including Static-OP stage and Dynamic-OP stage. Through the novel OP mechanism in the two stages, Justitia reduces the max slowdown by $4.5\times$4.5× on average. At the same time, Justitia increases fairness by $20.6\times$20.6× and buffer hit ratio by $19.6\%$19.6% averagely, compared with the traditional shared mechanism."",""1558-2183"","""",""10.1109/TPDS.2022.3143295"",""National Natural Science Foundation of China(grant numbers:61902045,62072059)"; Chongqing High-Tech Research Key Program(grant numbers:cstc2021jcyj-msxmX0981);" "",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=9682597"",""Solid state drives (SSDs)";multiple applications;fairness;"data cache management"",""Ash";Random access memory;Nonvolatile memory;Hardware;Writing;Time factors;"Organizations"","""",""4"","""",""33"",""IEEE"",""14 Jan 2022"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
