"${\rm S}^{2}$-RAID: Parallel RAID Architecture for Fast Data Recovery,""J. Wan"; J. Wang; C. Xie;" Q. Yang"",""Wuhan National Laboratory For Optoelectronics, Huazhong University of Science and Technology, Wuhan, Hubei, China"; School of computer of science and technology, Huazhong University of Science and Technology, Wuhan, Hubei, China; Wuhan National Laboratory For Optoelectronics, Huazhong University of Science and Technology, Wuhan, Hubei, China;" Department of Electrical and Computer Engineering, University of Rhode Island, Kingston, RI, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""12 May 2014"",""2014"",""25"",""6"",""1638"",""1647"",""As disk volume grows rapidly with terabyte disk becoming a norm, RAID reconstruction process in case of a failure takes prohibitively long time. This paper presents a new RAID architecture, S2-RAID, allowing the disk array to reconstruct very quickly in case of a disk failure. The idea is to form skewed sub-arrays in the RAID structure so that reconstruction can be done in parallel dramatically speeding up data reconstruction process and hence minimizing the chance of data loss. We analyse the data recovery ability of this architecture and show its good scalability. A prototype S2-RAID system has been built and implemented in the Linux operating system for the purpose of evaluating its performance potential. Real world I/O traces including SPC, Microsoft, and a collection of a production environment have been used to measure the performance of S2-RAID as compared to existing baseline software RAID5, Parity Declustering, and RAID50. Experimental results show that our new S2-RAID speeds up data reconstruction time by a factor 2 to 4 compared to the traditional RAID. Meanwhile, S2-RAID keeps comparable production performance to that of the baseline RAID layouts while online RAID reconstruction is in progress."",""1558-2183"","""",""10.1109/TPDS.2013.225"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6594738"",""Data storage";parallel reconstruction;RAID reconstruction;"${\rm S}^{2}$-RAID"",""Layout";Prototypes;Parallel processing;Arrays;Production;"Software"","""",""8"","""",""28"",""IEEE"",""9 Sep 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;
"Exploiting Service Similarity for Privacy in Location-Based Search Queries,""R. Dewri";" R. Thurimella"",""Department of Computer Science University of Denver, Denver, CO";" Department of Computer Science University of Denver, Denver, CO"",""IEEE Transactions on Parallel and Distributed Systems"",""20 Dec 2013"",""2014"",""25"",""2"",""374"",""383"",""Location-based applications utilize the positioning capabilities of a mobile device to determine the current location of a user, and customize query results to include neighboring points of interests. However, location knowledge is often perceived as personal information. One of the immediate issues hindering the wide acceptance of location-based applications is the lack of appropriate methodologies that offer fine grain privacy controls to a user without vastly affecting the usability of the service. While a number of privacy-preserving models and algorithms have taken shape in the past few years, there is an almost universal need to specify one's privacy requirement without understanding its implications on the service quality. In this paper, we propose a user-centric location-based service architecture where a user can observe the impact of location inaccuracy on the service accuracy before deciding the geo-coordinates to use in a query. We construct a local search application based on this architecture and demonstrate how meaningful information can be exchanged between the user and the service provider to allow the inference of contours depicting the change in query results across a geographic area. Results indicate the possibility of large default privacy regions (areas of no change in result set) in such applications."",""1558-2183"","""",""10.1109/TPDS.2013.34"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6463400"",""Privacy";Accuracy;Business;Databases;Usability;Service oriented architecture;Data privacy;service quality;Privacy-supportive LBS;"location privacy"",""Privacy";Accuracy;Business;Databases;Usability;Service oriented architecture;"Data privacy"","""",""30"","""",""18"",""IEEE"",""15 Feb 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"Exploiting Social Relationship to Enable Efficient Replica Allocation in Ad-hoc Social Networks,""F. Xia"; A. M. Ahmed; L. T. Yang; J. Ma;" J. J. P. C. Rodrigues"",""School of Software, Dalian University of Technology, Dalian, China"; School of Software, Dalian University of Technology, Dalian, China; Department of Computer Science, St. Francis Xavier University, Antigonish, NS, Canada; Faculty of Computer and Information Sciences, Hosei University, Koganei, Tokyo, Japan;" Instituto de Telecomunicações, University of Beira Interior, Covilhã, Portugal"",""IEEE Transactions on Parallel and Distributed Systems"",""10 Nov 2014"",""2014"",""25"",""12"",""3167"",""3176"",""Replication is an important mechanism in modern wireless networks and has attracted significant efforts to improve its performance with different metrics including read cost, consistency and relocation cost. Traditionally, different ideal approaches are widely used to facilitate data availability. However, the quality of wireless links would be affected by many factors like mobility and overhead. The accessibility and reliability of Ad-hoc Social Network (ASNET) services can be assured by replication approaches. It is used to increase data availability by replicating data items locally or nearby. In ASNETs, replication helps to avoid data losses in case of an unpredictable group mobility that causes community partition and also aids in reducing the number of hops when a data is transmitted from source to destination. A new data replication method called ComPAS (community-partition aware replica allocation method) is proposed in this paper. This method can significantly improve ASNETs performance by exploiting social relationship while replicating in the community to achieve better efficiency and consistency while keeping the replica relocation cost as low as possible. This type of replica allocation method will increase the availability of different data items in a partitioned social community. Evaluation results verify the effectiveness of the method."",""1558-2183"","""",""10.1109/TPDS.2013.2295805"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6714465"",""Replica allocation";social relationship;ad-hoc social networks;community;data distribution;"middleware"",""Communities";Data models;Resource management;Social network services;Ad hoc networks;Availability;"Mobile nodes"","""",""33"","""",""27"",""IEEE"",""16 Jan 2014"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Exploiting Trajectory-Based Coverage for Geocast in Vehicular Networks,""R. Jiang"; Y. Zhu; T. He; Y. Liu;" L. M. Ni"",""Shanghai Key Lab of Scalable Computing and Systems"; Shanghai Key Lab of Scalable Computing and Systems; Department of Computer Science and Engineering, Minnesota University, Minneapolis, MN; IOT, Third Research Institute, Zhangjiang, Pudong, Shanghai, China;" Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Kowloon, Hongkong"",""IEEE Transactions on Parallel and Distributed Systems"",""10 Nov 2014"",""2014"",""25"",""12"",""3177"",""3189"",""Geocast in vehicular networks aims to deliver a message to a target geographical region, which is useful for many applications such as geographic advertising. This is a highly challenging task in vehicular network environments due to the rare encounter opportunities and uncertainty caused by vehicular mobility. As more vehicles are equipped with on-board navigation systems, vehicle trajectories are ready for exploitation. We observe that a vehicle has a higher capability of delivering a message to the target region if its own future trajectory or trajectories of those vehicles to be encountered overlap the target region. Motivated by this observation, we develop a message forwarding metric, called coverage capability, to characterize the capability of a vehicle to successfully geocast the message. When calculating the coverage capability, we are facing the major challenge raised by the absence of accurate vehicle arrival time. Through an empirical study using real vehicular GPS traces of 2,600 taxis, we verify that the travel time of a vehicle, which is modeled as a random variable, follows the Gamma distribution. The travel time modeling helps us to make accurate predictions for inter-vehicle encounters. We perform extensive trace-driven simulations and the results show that our approach achieves 37.4 percent higher delivery ratio and 43.1 percent lower transmission overhead comparing with GPSR which is a representative geographic routing protocol."",""1558-2183"","""",""10.1109/TPDS.2013.2295808"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6714420"",""Vehicular networks";geocast;trajectory-based;"encounter prediction"",""Vehicles";Trajectory;Roads;Measurement;Global Positioning System;"Random variables"","""",""34"","""",""41"",""IEEE"",""16 Jan 2014"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;
"Expressive, Efficient, and Revocable Data Access Control for Multi-Authority Cloud Storage,""K. Yang";" X. Jia"",""Department of Computer Science, City University of Hong Kong, Kowloon, Hong Kong";" Department of Computer Science, City University of Hong Kong, Kowloon, Hong Kong"",""IEEE Transactions on Parallel and Distributed Systems"",""10 Jun 2014"",""2014"",""25"",""7"",""1735"",""1744"",""Data access control is an effective way to ensure the data security in the cloud. Due to data outsourcing and untrusted cloud servers, the data access control becomes a challenging issue in cloud storage systems. Ciphertext-Policy Attribute-based Encryption (CP-ABE) is regarded as one of the most suitable technologies for data access control in cloud storage, because it gives data owners more direct control on access policies. However, it is difficult to directly apply existing CP-ABE schemes to data access control for cloud storage systems because of the attribute revocation problem. In this paper, we design an expressive, efficient and revocable data access control scheme for multi-authority cloud storage systems, where there are multiple authorities co-exist and each authority is able to issue attributes independently. Specifically, we propose a revocable multi-authority CP-ABE scheme, and apply it as the underlying techniques to design the data access control scheme. Our attribute revocation method can efficiently achieve both forward security and backward security. The analysis and simulation results show that our proposed data access control scheme is secure in the random oracle model and is more efficient than previous works."",""1558-2183"","""",""10.1109/TPDS.2013.253"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6620875"",""Access control";multi-authority;CP-ABE;attribute revocation;"cloud storage"",""Access control";Cloud computing;Servers;Public key;"Encryption"","""",""205"","""",""16"",""IEEE"",""4 Oct 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;
"Extending the Performance and Energy-Efficiency of Shared Memory Multicores with Nanophotonic Technology,""R. Morris"; E. Jolley;" A. K. Kodi"",""School of Electrical Engineering and Computer Science, Ohio University, Athens, OH"; School of Electrical Engineering and Computer Science, Ohio University, Athens, OH;" School of Electrical Engineering and Computer Science, Ohio University, Athens, OH"",""IEEE Transactions on Parallel and Distributed Systems"",""25 Nov 2013"",""2014"",""25"",""1"",""83"",""92"",""As the number of cores increases exponentially on a single chip, the design and integration of both the on-chip network facilitating intercore communication, and the cache coherence protocol for enabling shared memory programming have become critical for improved energy-efficiency and overall chip performance. With traditional metal interconnects facing stringent energy constraints, researchers are currently pursuing disruptive solutions such as nanophotonics for improved energy-efficiency. Cache coherence in multicores can be enforced effectively by snoopy protocols";" however, broadcasting every cache miss can limit the scalability while consuming excess energy. In this paper, we propose PULSE, a nanophotonic broadcast tree-based network for snoopy cache coherent multicores. To limit the energy-penalty from broadcasting (and thereby splitting) optical signals, we direct the optical signal from the external laser such that only the subset of requesters can receive the optical signal. Furthermore, as cache blocks are shared by a few cores, we propose a multicast version of PULSE called multi-PULSE that predicts the sharers' for each L2 miss and morphing the broadcast to a multicast network. We evaluate the energy and performance using CACTI and SIMICS on 16-core and 64-core versions of PULSE and multi-PULSE for Splash-2, PARSEC, and SPEC CPU2006 benchmarks and compare to electrical networks, optical networks, and another cache filtering techniques. Our results indicate that PULSE outperforms competitive electrical/optical networks by 60 percent in terms of execution time, and multi-PULSE reduces average energy from 10 to 80 percent even with a few mispredictions."",""1558-2183"","""",""10.1109/TPDS.2013.26"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6463390"",""Network-on-chips";nanophotonics;cache coherence;broadcast;"multicast"",""Multicore processing";Optical waveguides;Optical pulses;Adaptive optics;Optical ring resonators;"Optical receivers"","""",""27"","""",""31"",""IEEE"",""15 Feb 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;
"External Gradient Time Synchronization in Wireless Sensor Networks,""K. S. Yildirim";" A. Kantarci"",""Department of Computer Engineering, Ege University Bornova, zmir, Turkey";" Department of Computer Engineering, Ege University Bornova, zmir, Turkey"",""IEEE Transactions on Parallel and Distributed Systems"",""4 Feb 2014"",""2014"",""25"",""3"",""633"",""641"",""Synchronization to an external time source such as Coordinated Universal Time (UTC), i.e., external synchronization, while preserving tight synchronization among neighboring sensor nodes may be crucial for applications such as determining the speed of a moving object in wireless sensor networks. However, existing time synchronization protocols in the literature, which can be used for external synchronization, poorly synchronize neighboring nodes. On the other hand, the only protocol that aims at optimizing the synchronization error between neighboring nodes is lack of a mechanism which synchronizes sensor nodes to a reference node, and hence, it cannot provide external synchronization. Therefore, there is a lack in the literature of a time synchronization protocol, which can be used by applications demanding both external synchronization and tight synchronization among neighboring nodes. In this paper, we answer the question of whether it is possible for sensor nodes to synchronize to a reference node while they optimize the clock skew between their neighboring nodes at the same time. Within this context, we present a novel time synchronization protocol, namely External Gradient Time Synchronization Protocol (EGSync). In EGSync, each sensor node synchronizes to a reference node by using time information flooded by this node, as well as synchronizes to its neighboring nodes by employing the agreement algorithm. We implemented EGSync on the MICAz platform using TinyOS and evaluated it on a testbed setup including 20 sensor nodes. We present the experimental results on our testbed and the simulation results for networks with larger diameters and densities."",""1558-2183"","""",""10.1109/TPDS.2013.58"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6471970"",""Distributed algorithms";external time synchronization;"gradient time synchronization"",""Synchronization";Clocks;Protocols;Hardware;Wireless sensor networks;Topology;"Real-time systems"","""",""42"","""",""33"",""IEEE"",""7 Mar 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;
"Fast Bloom Filters and Their Generalization,""Y. Qiao"; T. Li;" S. Chen"",""Department of Computer & Information Science & Engineering, University of Florida, Gainesville, FL"; Department of Computer & Information Science & Engineering, University of Florida, Gainesville, FL;" Department of Computer & Information Science & Engineering, University of Florida, Gainesville, FL"",""IEEE Transactions on Parallel and Distributed Systems"",""25 Nov 2013"",""2014"",""25"",""1"",""93"",""103"",""Bloom filters have been extensively applied in many network functions. Their performance is judged by three criteria: query overhead, space requirement, and false positive ratio. Due to wide applicability, any improvement to the performance of Bloom filters can potentially have a broad impact in many areas of networking research. In this paper, we study Bloom-1, a data structure that performs membership check in one memory access, which compares favorably with the k memory accesses of a standard Bloom filter. We also generalize Bloom-1 to Bloom-g and Bloom-Q, allowing performance tradeoff between membership query overhead and false positive ratio. We thoroughly examine the variants in this family of filters, and show that they can be configured to outperform the Bloom filters with a smaller number of memory accesses, a smaller or equal number of hash bits, and a smaller or comparable false positive ratio in practical scenarios. We also perform experiments based on a real traffic trace to support our filter design."",""1558-2183"","""",""10.1109/TPDS.2013.46"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6464259"",""Bloom filter";memory access;false positive;"hash requirement"",""Arrays";Memory management;Throughput;Hardware;Random access memory;"Information filtering"","""",""34"",""4"",""44"",""IEEE"",""18 Feb 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;
"Fast Distributed Simulation of Sensor Networks Using Optimistic Synchronization,""H. Jiang"; J. Zhai; S. K. Wahba; B. Mazumder;" J. O. Hallstrom"",""School of Computing, Clemson University, Clemson, SC, USA"; School of Computing, Clemson University, Clemson, SC, USA; School of Computing, Clemson University, Clemson, SC, USA; School of Computing, Clemson University, Clemson, SC, USA;" School of Computing, Clemson University, Clemson, SC, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""9 Oct 2014"",""2014"",""25"",""11"",""2888"",""2898"",""Network simulation is an important tool for testing and evaluating wireless sensor network applications. Parallel simulation strategies improve the scalability of these tools. However, achieving high performance depends on reducing the synchronization overhead among simulation processes. In this paper, we present an optimistic simulation algorithm with support for backtracking and re-execution. The algorithm reduces the number of synchronization cycles to the number of transmissions in the network under test. We implement SnapSim, an extension to the popular Avrora simulator, based on this algorithm. The experimental results show that our prototype system improves the performance of Avrora by 2 to 10 times for typical network-centric sensor network applications, and up to three orders of magnitude for applications that use the radio infrequently. We also implement a distributed version of SnapSim, D-SnapSim, which runs on a cluster. The experimental results show that D-SnapSim further improves the performance of SnapSim by up to 10 times for applications that use the radio frequently."",""1558-2183"","""",""10.1109/TPDS.2013.263"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6636890"",""Wireless sensor networks";network simulation;distributed simulation;"backtracking algorithms"",""Synchronization";Clocks;Algorithm design and analysis;Delays;Wireless communication;Microcontrollers;"Power demand"","""",""2"","""",""13"",""IEEE"",""18 Oct 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"Fault-Tolerant RFID Reader Localization Based on Passive RFID Tags,""W. Zhu"; J. Cao; Y. Xu; L. Yang;" J. Kong"",""Department of Computing, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong"; Department of Computing, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong; Department of Applied Mathematics, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong; Department of Computing, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong;" Department of Computing, The Hong Kong Polytechnic University, Hung Hom, Kowloon, Hong Kong"",""IEEE Transactions on Parallel and Distributed Systems"",""11 Jul 2014"",""2014"",""25"",""8"",""2065"",""2076"",""With the growing use of RFID-based devices, there are increasing attentions on utilizing RFID technology for localization. In this paper, we consider RFID reader localization which locates an object by attaching it with an RFID reader that communicates with passive RFID tags deployed in the environment. One difficulty in RFID reader localization is that frequent RFID faults can affect localization accuracy. More specifically, in a complex localization environment, metal, water, obstacles, etc., causes some tags to fail to communicate with the reader, and consequently the localization result may deviate from the real location. For permanent faults, existing localization approaches can tolerate only faults that occur at individual tags, by utilizing the redundant information from their neighboring tags. However, these approaches cannot handle permanent faults that occur at a group of neighboring tags in a region, which is referred to as regional permanent fault. They will suffer from serious localization errors if such kind of faults occurs. Moreover, existing work lacks quality measurement of localization results, hence the user may be not aware how serious the localization errors can be. In this paper, we propose an effective fault-tolerant RFID reader localization approach that can handle regional permanent fault, and provide quality measurement of localization results. Our approach is applied to both 2D and 3D localization applications. We further study the network localization problem where some objects know their locations and the other objects determine their locations by measuring the distances to their neighbors. Using the localization results and especially the quality information obtained by our approach, we solve the network localization problem with improved localization accuracy. Evaluation results show that our approach outperforms existing approaches in localization accuracy and can provide additional useful quality information."",""1558-2183"","""",""10.1109/TPDS.2013.217"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6587041"",""Fault-tolearnt";RFID;localization;"passive tag"",""Indexes";Accuracy;Passive RFID tags;Radio frequency;Fault tolerance;"Fault tolerant systems"","""",""40"","""",""30"",""IEEE"",""26 Aug 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;
"Fine-Grained Feature-Based Social Influence Evaluation in Online Social Networks,""G. Wang"; W. Jiang; J. Wu;" Z. Xiong"",""School of Information Science and Engineering, Central South University, Changsha, Hunan Province, China"; School of Information Science and Engineering, Central South University, Changsha, Hunan Province, China; Department of Computer and Information Sciences, Temple University, Philadelphia, PA, USA;" School of Information Science and Engineering, Central South University, Changsha, Hunan Province, China"",""IEEE Transactions on Parallel and Distributed Systems"",""7 Aug 2014"",""2014"",""25"",""9"",""2286"",""2296"",""The evaluation of a user's social influence is essential for various applications in online social networks (OSNs). We propose a fine-grained feature-based social influence (FBI) evaluation model. First, we construct a user's initial social influence by exploring two essential factors, that is, the possibility of impacting others and the importance of the user himself. Second, we design the social influence adjustment model based on the PageRank algorithm by identifying the influence contributions of friends. For the aim of fine-grained evaluation, based on a feature set which includes the related topics and user profiles, we differentiate the feature strength of users and the tie strength of user relations. We also emphasize the effects of common neighbors in conducting influence between two users. Through experimental analysis, our FBI model shows remarkable performance, which can identify all users' social influences with much less duplication (it is less than 7 percent with our model, while more than 80 percent with other degree-based models), while having a larger influence spread with top- k influential users. A case study validates that our model can identify influential users with higher quality."",""1558-2183"","""",""10.1109/TPDS.2013.135"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6517181"",""Social influence";feature strength;tie strength;common neighbors;"online social networks"",""Social network services";Measurement;Accuracy;Algorithm design and analysis;Web pages;Analytical models;"Feature extraction"","""",""42"","""",""29"",""IEEE"",""17 May 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;
"Fine-Grained Localization for Multiple Transceiver-Free Objects by using RF-Based Technologies,""D. Zhang"; K. Lu; R. Mao; Y. Feng; Y. Liu; Z. Ming;" L. M. Ni"",""College of Computer Science and Software Engineering, Shenzhen University"; College of Computer Science and Software Engineering, Shenzhen University; College of Computer Science and Software Engineering, Shenzhen University; College of Computer Science and Software Engineering, Shenzhen University; Third Research Institute of Ministry of Public Security; College of Computer Science and Software Engineering, Shenzhen University;" Department of Computer Science & Engineering, The Hong Kong University of Science and Technology"",""IEEE Transactions on Parallel and Distributed Systems"",""12 May 2014"",""2014"",""25"",""6"",""1464"",""1475"",""In traditional radio-based localization methods, the target object has to carry a transmitter (e.g., active RFID), a receiver (e.g., 802.11 × detector), or a transceiver (e.g., sensor node). However, in some applications, such as safe guard systems, it is not possible to meet this precondition. In this paper, we propose a model of signal dynamics to allow the tracking of a transceiver-free object. Based on radio signal strength indicator (RSSI), which is readily available in wireless communication, three centralized tracking algorithms, and one distributed tracking algorithm are proposed to eliminate noise behaviors and improve accuracy. The midpoint and intersection algorithms can be applied to track a single object without calibration, while the best-cover algorithm has higher tracking accuracy but requires calibration. The probabilistic cover algorithm is based on distributed dynamic clustering. It can dramatically improve the localization accuracy when multiple objects are present. Our experimental test-bed is a grid sensor array based on MICA2 sensor nodes. The experimental results show that the localization accuracy for single object can reach about 0.8 m and for multiple objects is about 1 m."",""1558-2183"","""",""10.1109/TPDS.2013.243"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6613476"",""Applications";pervasive computing;tracking;wireless sensor networks;"multiple transceiver-free objects"",""Heuristic algorithms";Wireless sensor networks;Receivers;Accuracy;Wireless communication;Clustering algorithms;"Calibration"","""",""71"","""",""33"",""IEEE"",""27 Sep 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
"FLAP: An Efficient WLAN Initial Access Authentication Protocol,""X. Li"; F. Bao; S. Li;" J. Ma"",""State Key Laboratory of Integrated Service Networks, Xidian University, Xi'an, Shaanxi, China"; Department of Computer Science, Virginia Polytechnic Institute and State University, Falls Church, VA; State Key Laboratory of Integrated Service Networks, Xidian University, Xi'an, Shaanxi, China;" State Key Laboratory of Integrated Service Networks, Xidian University, Xi'an, Shaanxi, China"",""IEEE Transactions on Parallel and Distributed Systems"",""20 Dec 2013"",""2014"",""25"",""2"",""488"",""497"",""Nowadays, with the rapid increase of WLAN-enabled mobile devices and the more widespread use of WLAN, it is increasingly important to have a more efficient initial link setup mechanism, and there is a demand for a faster access authentication method faster than the current IEEE 802.11i. In this paper, through experiments we observe that the authentication delay of 802.11i is intolerable under some scenarios, and we point that the main reason resulting in such inefficiency is due to its design from the framework perspective which introduces too many messages. To overcome this drawback, we propose an efficient initial access authentication protocol, FLAP, which realizes the authentications and key distribution through two roundtrip messages. We formally prove that our scheme is more secure than the four-way handshake protocol. Our practical measurement result indicates that FLAP can improve the efficiency of EAP-TLS by 94.7 percent. Extensive simulations are conducted in different scenarios, and the results demonstrate that when a WLAN gets crowded the advantage of FLAP becomes more salient. Furthermore, a simple and practical method is presented to make FLAP compatible with 802.11i."",""1558-2183"","""",""10.1109/TPDS.2013.68"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6473796"",""Authentication";WLAN;"802.11i"",""Authentication";Wireless LAN;Protocols;Delay;Servers;"Open systems"","""",""8"","""",""29"",""IEEE"",""7 Mar 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;
"Flooding Time in Opportunistic Networks under Power Law and Exponential Intercontact Times,""L. Becchetti"; A. Clementi; F. Pasquale; G. Resta; P. Santi;" R. Silvestri"",""“Sapienza”, University of Rome, Italy"; “Tor Vergata” University, Rome, Italy; “Sapienza”, University of Rome, Italy; Istituto di Informatica e Telematica del CNR, Pisa, Italy; Istituto di Informatica e Telematica del CNR, Pisa, Italy;" “Sapienza”, University of Rome, Italy"",""IEEE Transactions on Parallel and Distributed Systems"",""7 Aug 2014"",""2014"",""25"",""9"",""2297"",""2306"",""Performance bounds for opportunistic networks have been derived in a number of recent papers for several key quantities, such as the expected delivery time of a unicast message, or the flooding time (a measure of how fast information spreads). However, to the best of our knowledge, none of the existing results is derived under a mobility model which is able to reproduce the power law+exponential tail dichotomy of the pairwise node intercontact time distribution which has been observed in traces of several real opportunistic networks. The contributions of this paper are two-fold: first, we present a simple pairwise contact model—called the Home-MEG model—for opportunistic networks based on the observation made in previous work that pairs of nodes in the network tend to meet in very few, selected locations (home locations)";" this contact model is shown to be able to faithfully reproduce the power law+exponential tail dichotomy of intercontact time. Second, we use the Home-MEG model to analyze flooding time in opportunistic networks, presenting asymptotic bounds on flooding time that assume different initial conditions for the existence of opportunistic links. By comparing asymptotic bounds with the results of simulations performed using a realistic human mobility model, we demonstrate the capability of the proposed Home-MEG model to faithfully predict the speed of information spreading in large-scale opportunistic networks. Finally, our bounds provide some analytical evidences that the speed of information spreading in opportunistic networks can be much faster than that predicted by simple geometric mobility models."",""1558-2183"","""",""10.1109/TPDS.2013.170"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6552196"",""Opportunistic networks";information spreading;intercontact time;"asymptotic bounds"",""Analytical models";Data models;Markov processes;Predictive models;High definition video;Unicast;"Floods"","""",""15"","""",""31"",""IEEE"",""2 Jul 2013"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;
"Free Market of Crowdsourcing: Incentive Mechanism Design for Mobile Sensing,""X. Zhang"; Z. Yang; Z. Zhou; H. Cai; L. Chen;" X. Li"",""Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Kowloon, Hong Kong"; School of Software, Tsinghua University, Beijing, China; Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Kowloon, Hong Kong; Software Engineering Institute, East China Normal University, Shanghai, China; Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Kowloon, Hong Kong;" Department of Computer Science, Illinois Institute of Technology, Chicago, IL"",""IEEE Transactions on Parallel and Distributed Systems"",""10 Nov 2014"",""2014"",""25"",""12"",""3190"",""3200"",""Off-the-shelf smartphones have boosted large scale participatory sensing applications as they are equipped with various functional sensors, possess powerful computation and communication capabilities, and proliferate at a breathtaking pace. Yet the low participation level of smartphone users due to various resource consumptions, such as time and power, remains a hurdle that prevents the enjoyment brought by sensing applications. Recently, some researchers have done pioneer works in motivating users to contribute their resources by designing incentive mechanisms, which are able to provide certain rewards for participation. However, none of these works considered smartphone users' nature of opportunistically occurring in the area of interest. Specifically, for a general smartphone sensing application, the platform would distribute tasks to each user on her arrival and has to make an immediate decision according to the user's reply. To accommodate this general setting, we design three online incentive mechanisms, named TBA, TOIM and TOIMAD, based on online reverse auction. TBA is designed to pursue platform utility maximization, while TOIM and TOIM-AD achieve the crucial property of truthfulness. All mechanisms possess the desired properties of computational efficiency, individual rationality, and profitability. Besides, they are highly competitive compared to the optimal offline solution. The extensive simulation results reveal the impact of the key parameters and show good approximation to the state-of-the-art offline mechanism."",""1558-2183"","""",""10.1109/TPDS.2013.2297112"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=6714605"",""Crowdsourcing";incentive mechanism;"mobile sensing"",""Sensors";Smart phones;Mechanical factors;Mobile communication;Educational institutions;"Electronic mail"","""",""177"","""",""37"",""IEEE"",""16 Jan 2014"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
