"Interaction of ISPs: Distributed Resource Allocation and Revenue Maximization,""S. C. M. Lee"; J. W. J. Jiang; D. -M. C. Chiu;" J. C. S. Lui"",""Department of Computer Science and Engineering, Chinese University of Hong Kong, New Territories, Hong Kong, China"; Department of Computer Science and Engineering, Chinese University of Hong Kong, New Territories, Hong Kong, China; Information Engineering Department, Chinese University of Hong Kong, New Territories, Hong Kong, China;" Department of Computer Science and Engineering, Chinese University of Hong Kong, New Territories, Hong Kong, China"",""IEEE Transactions on Parallel and Distributed Systems"",""4 Jan 2008"",""2008"",""19"",""2"",""204"",""218"",""The Internet is a hierarchical architecture comprising heterogeneous entities of privately owned infrastructures, where higher level Internet service providers (ISPs) supply connectivity to the local ISPs and charge the local ISPs for the transit services. One of the challenging problems facing service providers today is how the profitability can be increased while maintaining good service qualities as the network scales up. In this work, we seek to understand the fundamental issues on the """"interplay"""" (or interaction) between ISPs at different tiers. Although the local ISPs (which we term peers) can communicate with each other by purchasing the connectivity from transit ISPs, there stands an opportunity for them to set up private peering relationships. Under this competitive framework, we explore the issues on 1) the impact of peering relationship"; 2) resource distribution; 3) revenue maximization;" and 4) condition for network upgrade. First, a generalized model is presented to characterize the behaviors of peers and the transit ISP, in which their economic interests are reflected. We study how a peer can distributively determine its optimal peering strategy. Furthermore, we show how a transit ISP is able to utilize the available information to infer its optimal pricing strategy, under which a revenue maximization is achieved. Two distributed algorithms are proposed to help ISPs to provide a fair and efficient bandwidth allocation to peers, avoiding a resource monopolization of the market. Last, we investigate the above issues in a """"many-peers region,"""" that is, when we scale up the network. We provide insightful evidence to show that the ISPs can still gain profits as they upgrade the network infrastructures. Extensive simulations are carried out to support our theoretical claims."",""1558-2183"","""",""10.1109/TPDS.2007.70714"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359414"",""ISP peering";economic pricing;distributed resource allocation;scalability.;ISP peering;economic pricing;distributed resource allocation;"scalability."",""Resource management";Pricing;Web and internet services;IP networks;Profitability;Service oriented architecture;Distributed algorithms;Channel allocation;Scalability;"Large-scale systems"","""",""24"","""",""24"",""IEEE"",""4 Jan 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;
"Interference-Aware Joint Routing and TDMA Link Scheduling for Static Wireless Networks,""Y. Wang"; W. Wang; X. -Y. Li;" W. -Z. Song"",""Department of Computer Science, University of North Carolina, Charlotte, Charlotte, NC, USA"; Google, Inc., Irvine, CA, USA; Department of Computer Science, Illinois Institute of Technology, Chicago, IL, USA;" School of Engineering and Computer Science, Washington State University, Vancouver, WA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""11 Nov 2008"",""2008"",""19"",""12"",""1709"",""1726"",""We study efficient interference-aware joint routing and TDMA link scheduling for a multihop wireless network to maximize its throughput. Efficient link scheduling can greatly reduce the interference effect of close-by transmissions. Unlike the previous studies that often assume a unit disk graph model, we assume that different terminals could have different transmission ranges and interference ranges. In our model, a communication link may not exist due to barriers or is not used by a predetermined routing protocol. Using a mathematical formulation, we develop interference aware joint routing and TDMA link schedulings that optimize the networking throughput subject to various constraints. Our linear programming formulation will find a flow routing whose achieved throughput (or fairness) is at least a constant fraction of the optimum. Then, by assuming known link capacities and link traffic loads, we study link scheduling under the RTS/CTS interference model and the protocol interference model with fixed transmission power. For both models, we present both efficient centralized and distributed algorithms that use time slots within a constant factor of the optimum. We also present efficient distributed algorithms whose performances are still comparable with optimum, but with much less communications. Our theoretical results are corroborated by extensive simulation studies."",""1558-2183"","""",""10.1109/TPDS.2008.53"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4479453"",""Wireless communication";Network Protocols;Analysis of Algorithms and Problem Complexity;Wireless communication;Network Protocols;"Analysis of Algorithms and Problem Complexity"",""Time division multiple access";Wireless networks;Throughput;Distributed algorithms;Spread spectrum communication;Routing protocols;Constraint optimization;Interference constraints;Linear programming;"Telecommunication traffic"","""",""70"","""",""36"",""IEEE"",""31 Mar 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"LightFlood: Minimizing Redundant Messages and Maximizing Scope of Peer-to-Peer Search,""S. Jiang"; L. Guo; X. Zhang;" H. Wang"",""Department of Electrical and Computer Engineering, Wayne State University, Detroit, MI, USA"; Yahoo, Inc., Sunnyvale, CA, USA; Department of Computer Science and Engineering, Ohio State Uinversity, Columbus, OH, USA;" Department of Computer Science, College of William and Mary, Williamsburg, VA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Mar 2008"",""2008"",""19"",""5"",""601"",""614"",""Flooding is a fundamental file search operation in unstructured peer-to-peer (P2P) file sharing systems, in which a peer starts the file search procedure by broadcasting a query to its neighbors, who continue to propagate it to their neighbors. This procedure repeats until a time-to-live (TTL) counter is decremented to 0. Flooding can seriously limit system scalability, because the number of redundant query messages grows exponentially during the message propagation. Our study shows that more than 70 percent of the generated messages are redundant in a flooding with a TTL of 7 in a moderately connected Gnutella network. Existing efforts to address this issue have been focused on limiting the use of the flooding operation. We propose a new flooding scheme, called LightFlood, with the objective of minimizing the number of redundant messages and retaining a similar message-propagating scope as that of the standard flooding. In the scheme, each peer keeps track of the connectivities of every immediate and next indirect neighbor peers, which can be acquired locally. LightFlood identifies the neighbor with the highest connectivity and uses the link to that neighbor to form a suboverlay within the existing P2P overlay. In LightFlood, flooding is divided into two stages. The first stage is a standard flooding with a limited number of TTL hops, where a message can spread to a sufficiently large scope with a small number of redundant messages. In the second stage, message propagating is only conducted along the suboverlay, significantly reducing the number of redundant messages. Our analysis and simulation experiments show that the LightFlood scheme provides a low-overhead broadcast facility that can be effectively used in P2P search. For example, compared with standard flooding with seven TTL hops, we show that LightFlood with an additional two to three hops can reduce up to 69 percent of the flooding messages and retain the same flooding scope. We believe that LightFlood can be widely used as a core mechanism for efficient message broadcasting in P2P systems due to its near-optimal performance."",""1558-2183"","""",""10.1109/TPDS.2007.70772"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359452"",""Peer-to-Peer System";File Searching;Overlay Network;Query Flooding.;Peer-to-Peer System;File Searching;Overlay Network;"Query Flooding."",""Peer to peer computing";Broadcasting;Floods;Scalability;Counting circuits;Optical propagation;Analytical models;Web and internet services;Network servers;"Web server"","""",""59"","""",""16"",""IEEE"",""31 Mar 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;
"Linear Programming-Based Affinity Scheduling of Independent Tasks on Heterogeneous Computing Systems,""I. Al-Azzoni";" D. G. Down"",""Department of Computing and Software, McMaster University, Hamilton, ONT, Canada";" Department of Computing and Software, McMaster University, Hamilton, ONT, Canada"",""IEEE Transactions on Parallel and Distributed Systems"",""11 Nov 2008"",""2008"",""19"",""12"",""1671"",""1682"",""Resource management systems (RMS) are an important component in heterogeneous computing (HC) systems. One of the jobs of an RMS is the mapping of arriving tasks onto the machines of the HC system. Many different mapping heuristics have been proposed in recent years. However, most of these heuristics suffer from several limitations. One of these limitations is the performance degradation that results from using outdated global information about the status of all machines in the HC system. This paper proposes several heuristics which address this limitation by only requiring partial information in making the mapping decisions. These heuristics utilize the solution to a linear programming (LP) problem which maximizes the system capacity. Simulation results show that our heuristics perform very competitively while requiring dramatically less information."",""1558-2183"","""",""10.1109/TPDS.2008.59"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4492769"",""distributed systems";load balancing;heterogeneous processors;queueing theory;distributed systems;load balancing;heterogeneous processors;"queueing theory"",""Processor scheduling";Degradation;Linear programming;Computational modeling;Computer networks;Computer applications;Resource management;Load management;Queueing analysis;"Availability"","""",""19"","""",""32"",""IEEE"",""18 Apr 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;
"Localization In Wireless Sensor Networks Based on Support Vector Machines,""D. A. Tran";" T. Nguyen"",""Department of Computer Science, University of Massachusetts, Boston, MA, USA";" School of Electrical Engineering and Computer Science, Oregon State University, Corvallis, OR, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""30 May 2008"",""2008"",""19"",""7"",""981"",""994"",""We consider the problem of estimating the geographic locations of nodes in a wireless sensor network where most sensors are without an effective self-positioning functionality. We propose LSVM -- a novel solution with the following merits. First, LSVM localizes the network based on mere connectivity information (i.e., hop counts only), and, therefore, is simple and does not require specialized ranging hardware or assisting mobile devices as in most existing techniques. Second, LSVM is based on Support Vector Machine (SVM) learning. Although SVM is a classification method, we show its applicability to the localization problem and prove that the localization error can be upper-bounded by any small threshold given an appropriate training data size. Third, LSVM addresses the border and coverage-hole problems effectively. Last but not least, LSVM offers fast localization in a distributed manner with efficient use of processing and communication resources. We also propose a modified version of mass-spring optimization to further improve the location estimation in LSVM. The promising performance of LSVM is exhibited by our simulation study."",""1558-2183"","""",""10.1109/TPDS.2007.70800"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4384476"",""Wireless sensor networks";Location-dependent and sensitive;Wireless sensor networks;"Location-dependent and sensitive"",""Wireless sensor networks";Support vector machines;Support vector machine classification;Hardware;Distance measurement;Machine learning;Training data;Event detection;Query processing;"Routing"","""",""155"","""",""25"",""IEEE"",""30 May 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;
"Localization through Map Stitching in Wireless Sensor Networks,""O. -H. Kwon";" H. -J. Song"",""Division of Electronics, Computer and Telecommunication Engineering, Pukyong National University, busan, South Korea";" Division of Electronics, Computer and Telecommunication Engineering, Pukyong National University, busan, South Korea"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Dec 2007"",""2008"",""19"",""1"",""93"",""105"",""Node localization is an essential problem in ad hoc wireless sensor networks. Map stitching is a type of localization algorithm that has received a great deal of attention recently. In this algorithm, the network is divided into small overlapping sub-regions, each of which creates a local map. Then, the local maps are stitched together to form a single global map. In this paper, we first propose a new technique for map-to-map stitching that exploits every available distances between two maps. Next, we propose a few anchor-free localization algorithms based on our stitching technique. We experimentally studied the performance of our algorithms under various settings. The results show that our method achieves a significant performance improvement upon the existing method."",""1558-2183"","""",""10.1109/TPDS.2007.70706"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359408"",""wireless sensor network";location identification;localization algorithm;distributed algorithms;wireless sensor network;location identification;localization algorithm;"distributed algorithms"",""Wireless sensor networks";Global Positioning System;Computer Society;Routing protocols;Costs;Distributed algorithms;Monitoring;Sensor systems;Query processing;"Energy consumption"","""",""34"",""3"",""19"",""IEEE"",""6 Dec 2007"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;
"Managing the Mobility of a Mobile Sensor Network Using Network Dynamics,""K. Ma"; Y. Zhang;" W. Trappe"",""Wireless Information Network Laboratory (WINLAB), Rutgers University, Piscataway, NJ, USA"; Wireless Information Network Laboratory (WINLAB), Rutgers University, Piscataway, NJ, USA;" Wireless Information Network Laboratory (WINLAB), Rutgers University, Piscataway, NJ, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Dec 2007"",""2008"",""19"",""1"",""106"",""120"",""It has been discussed in the literature that the mobility of a mobile sensor network (MSN) can be used to improve its sensing coverage. How the mobility can efficiently be managed toward a better coverage, however, remains unanswered. In this paper, motivated by classical dynamics that study the movement of objects, we propose the concept of network dynamics and define the associated potential functions that capture the operational goals, as well as the environment of an MSN. We find that in managing the mobility of an MSN, Newton's laws of motion in classical dynamics are insufficient, for they introduce oscillations into the movement of sensor nodes. Instead, in network dynamics, the laws of motion are formulated using the steepest descent method in optimization. Based on the network dynamics model, we first devise a parallel and distributed algorithm (parallel and distributed network dynamics (PDND)) that runs on each sensor node to guide its movement. PDND then turns sensor nodes into autonomous entities that are capable of adjusting their locations according to the operational goals and environmental changes. After that, we formally prove the convergence of PDND. Finally, we apply PDND in three applications to demonstrate its effectiveness."",""1558-2183"","""",""10.1109/TPDS.2007.1113"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359401"",""Mobile sensor networks";coverage;potential fields;jamming attack;Mobile sensor networks;coverage;potential fields;"jamming attack"",""Robot kinematics";Robot sensing systems;Optimization methods;Distributed algorithms;Convergence;Jamming;Image sensors;Airplanes;Degradation;"Monitoring"","""",""50"",""2"",""31"",""IEEE"",""6 Dec 2007"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"Max-Min Fair Scheduling in Input-Queued Switches,""M. Hosaagrahara";" H. Sethu"",""Google, Inc., Kirkland, WA, USA";" Drexel University, Philadelphia, PA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""3 Mar 2008"",""2008"",""19"",""4"",""462"",""475"",""Fairness in traffic management can improve the isolation between traffic streams, offer a more predictable performance, eliminate transient bottlenecks, mitigate the effect of certain kinds of denial-of-service attacks, and serve as a critical component of a quality-of-service strategy to achieve certain guaranteed services such as delay bounds and minimum bandwidths. In this paper, we choose a popular notion of fairness called max-min fairness and provide a rigorous definition in the context of input-queued switches. We show that being fair at the output ports alone or at the input ports alone or even at both input and output ports does not actually achieve an overall max-min fair allocation of bandwidth in a switch. Instead, we propose a new algorithm that can be readily implemented in a distributed fashion at the input and output ports to determine the exact max-min fair rate allocations for the flows through the switch. In addition to proving the correctness of the algorithm, we propose a practical scheduling strategy based on our algorithm. We present simulation results, using both real traffic traces and synthetic traffic, to evaluate the fairness of a variety of popular scheduling algorithms for input-queued switches. The results show that our scheduling strategy achieves better fairness than other known algorithms for input-queued switches and, in addition, achieves throughput performance very close to that of the best schedulers."",""1558-2183"","""",""10.1109/TPDS.2007.70746"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359435"",""Routers";input-queued switches;fairness;quality-of-service;Routers;input-queued switches;fairness;"quality-of-service"",""Switches";Scheduling algorithm;Bandwidth;Telecommunication traffic;Quality of service;Resource management;Quality management;Traffic control;Global Positioning System;"Computer crime"","""",""22"","""",""41"",""IEEE"",""3 Mar 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;
"Mitosis: A Speculative Multithreaded Processor Based on Precomputation Slices,""C. Madriles"; C. García-Quiñones; J. Sánchez; P. Marcuello; A. González; D. M. Tullsen; H. Wang;" J. P. Shen"",""Intel-UPC Barcelona Research Center, Intel Corporation, Barcelona, Spain"; Intel-UPC Barcelona Research Center, Intel Corporation, Barcelona, Spain; Intel-UPC Barcelona Research Center, Intel Corporation, Barcelona, Spain; Intel-UPC Barcelona Research Center, Intel Corporation, Barcelona, Spain; Intel-UPC Barcelona Research Center, Intel Corporation, Barcelona, Spain; Department of Computer Science and Engineering, University of California, La Jolla, CA, USA; Microprocessor Research Lab, Intel Corp., Santa Clara, CA, USA;" Nokia Research Center, Palo Alto, CA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""30 May 2008"",""2008"",""19"",""7"",""914"",""925"",""This paper presents the Mitosis framework, which is a combined hardware-software approach to speculative multithreading, even in the presence of frequent dependences among threads. Speculative multithreading increases single-threaded application performance by exploiting thread-level parallelism speculatively - that is, executing code in parallel even when the compiler or runtime system cannot guarantee the parallelism exists. The proposed approach is based on predicting/computing thread input values via software, through a piece of code that is added at the beginning of each thread (the pre-computation slice). A pre-computation slice is expected to compute the correct thread input values most of the time, but not necessarily always. This allows aggressive optimization techniques to be applied to the slice to make it very short. This paper focuses on the microarchitecture that supports this execution model. The primary novelty of the microarchitecture is the hardware support for the execution and validation of pre-computation slices. Additionally, this paper presents new architectures for the register file and the cache memory in order to support multiple versions of each variable and allow for efficient roll-back in case of misspeculation. We show that the proposed microarchitecture, together with the compiler support, achieves an average speedup of 2.2 for applications that conventional non-speculative approaches are not able to parallelize at all."",""1558-2183"","""",""10.1109/TPDS.2007.70797"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4378366"",""Speculative thread level parallelism";pre-computation slices;thread partitioning;multi-core architecture.;Speculative thread level parallelism;pre-computation slices;thread partitioning;"multi-core architecture."",""Parallel processing";Multithreading;Microarchitecture;Hardware;Program processors;Throughput;Computer Society;Application software;"Registers"","""",""40"",""2"",""35"",""IEEE"",""30 May 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;
"Multitoroidal Interconnects For Tightly Coupled Supercomputers,""Y. Aridor"; T. Domany; O. Goldshmidt; Y. Kliteynik; E. Shmueli;" J. E. Moreira"",""Cisco Systems, Inc., Netanya, Israel"; IBM Haifa Research Laboratory, IBM Haifa Research Laboratory, Haifa, Israel; Voltaire Limited, Herzliya, Israel; Mellanox Technologies Limited, Yokneam, Israel; IBM Haifa Research Laboratory, Haifa, Israel;" IBM Thomas J. Watson Research Center, Yorktown Heights, NY, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""6 Dec 2007"",""2008"",""19"",""1"",""52"",""65"",""The processing elements of many modern tightly coupled multicomputers are connected via mesh or toroidal networks. Such interconnects are simple and highly scalable, but suffer from high fragmentation, low utilization, and insufficient fault tolerance when the resources allocated to each job are dedicated. High-dimensional interconnects may be more efficient in certain cases, but are based on complex and expensive components and scale poorly. We present a novel hardware/software architectural approach that detaches the processing elements of the system from the interconnect and augments the traditional toroidal topology to provide additional connectivity options and additional link redundancy. We explore the properties of the new """"multitoroidal"""" topology and the improvements it offers in resource utilization and failure tolerance. We present the results of extensive simulation studies to show that for practically important types of workloads, the resource utilization may be increased by 50 percent and, in certain cases, as much as 100 percent compared to toroidal machines and is, in fact, close to the theoretically optimal case of a full crossbar interconnect. The combined hardware/software architectural innovation is a major significant improvement in resource utilization on top of the state of the art in scheduling algorithm research. Also, multitoroidal multicomputers are able to work under link failure rates of 0.002 failures per week that would shut down toroidal machines. A variant of the multitoroidal architecture is implemented in the Blue Gene/L supercomputer."",""1558-2183"","""",""10.1109/TPDS.2007.1118"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359406"",""parallel architectures";scheduling and task partitioning;network topology;parallel architectures;scheduling and task partitioning;"network topology"",""Supercomputers";Resource management;Hardware;Computer architecture;Network topology;Fault tolerance;Redundancy;Technological innovation;Scheduling algorithm;"Processor scheduling"","""",""4"","""",""38"",""IEEE"",""6 Dec 2007"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;
"Mutual Anonymity for Mobile P2P Systems,""J. Han";" Y. Liu"",""Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China";" Department of Computer Science and Engineering, Hong Kong University of Science and Technology, Hong Kong, China"",""IEEE Transactions on Parallel and Distributed Systems"",""27 Jun 2008"",""2008"",""19"",""8"",""1009"",""1019"",""Mobile peer-to-peer networks (MOPNETs) have become popular applications due to their ease of communication and resource sharing patterns in unfixed network infrastructures. As privacy and security are coming under increasing attention, many mobile and ad hoc network protocols attempt to provide mutual anonymity for users. Most existing anonymous designs, however, are path based, where the anonymous communications are achieved via a predetermined path. Such a design suffers from unreliable delivery and high processing overheads and is not practical. We propose a scalable secret-sharing-based mutual anonymity protocol, termed PUZZLE, which enables anonymous query issuance and file delivery for MOPNETs in ad hoc environments by employing Shamir's secret sharing scheme. We present the design of PUZZLE, analyze its degree of security and anonymity, and evaluate its performance by comprehensive trace-driven simulations. Experimental results show that compared with previous designs, PUZZLE achieves mutual anonymous communications with a lower cryptography processing overhead and higher degree of anonymity."",""1558-2183"","""",""10.1109/TPDS.2007.70805"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4407686"",""Distributed Systems";Mobile Computing;Mobile Peer-to-Peer;Mutual Anonymity;Secret Sharing;Distributed Systems;Mobile Computing;Mobile Peer-to-Peer;Mutual Anonymity;"Secret Sharing"",""Mobile communication";Protocols;Cryptography;Peer to peer computing;Resource management;Privacy;Communication system security;Ad hoc networks;Performance analysis;"Analytical models"","""",""13"",""3"",""36"",""IEEE"",""27 Jun 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;
"NFS-CD: Write-Enabled Cooperative Caching in NFS,""A. Batsakis";" R. Burns"",""Computer Science Department, Johns Hopkins University, Baltimore, MD, USA";" Computer Science Department, Johns Hopkins University, Baltimore, MD, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Jan 2008"",""2008"",""19"",""3"",""323"",""333"",""We present the network file system with cluster delegation (NFS-CD), an enhancement to the NFSv4 that reduces server load and increases the scalability of distributed file systems in computing clusters. The cluster delegation feature of NFS-CD allows data sharing among clients by extending the NFSv4 delegation model so that multiple clients manage a single file without interacting with the server. Based on cluster delegation, we implement a fast-commit primitive, cooperative caching, and the ability to recover the uncommitted updates of a failed computer. NFS-CD supports both read and write operations in the cooperative cache without degrading the consistency model of NFSv4. We have implemented NFS-CD by modifying the Linux NFSv4 client only. Because the server remains unchanged, NFS-CD preserves the simple administration model of NFSv4 and interoperates with standard NFS clients. NFS-CD offers improved performance when compared to NFSv4 at the expense of slightly weaker reliability guarantees. An experimental evaluation of our implementation, using industry standard benchmarks and application workloads, reveals that NFS-CD reduces server load by more than half. It also demonstrates that under most workloads, file systems must support writes to the cooperative cache to achieve scale."",""1558-2183"","""",""10.1109/TPDS.2008.14"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4444329"","""",""Cooperative caching";File systems;File servers;Network servers;Scalability;Degradation;Computer networks;Distributed computing;Linux;"Data structures"","""",""9"",""9"",""42"",""IEEE"",""31 Jan 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;;;;;;;
"Nonmigratory Multiprocessor Scheduling for Response Time and Energy,""T. -W. Lam"; L. -K. Lee; I. K. K. To;" P. W. H. Wong"",""Department of Computer Science, University of Hong Kong, Hong Kong, China"; Department of Computer Science, University of Hong Kong, Hong Kong, China; Department of Computer Science, University of Liverpool, UK;" Department of Computer Science, University of Liverpool, UK"",""IEEE Transactions on Parallel and Distributed Systems"",""3 Oct 2008"",""2008"",""19"",""11"",""1527"",""1539"",""Energy usage has been an important concern in recent research on online job scheduling, where processors are allowed to vary the speed dynamically so as to save energy whenever possible. Notice that providing good quality of service such as response time (flow time) and conserving energy are conflicting objectives. An interesting problem for scheduling is how to optimize an economic tradeoff of flow time and energy. To this end, the past two years have witnessed significant progress in the single-processor setting, and online algorithms with performance close to optimal have been obtained. In this paper we extend the study of optimizing the tradeoff between flow time and energy to the multi-processor setting. We derive and analyze a simple non-migratory online algorithm that makes use of the classified-round-robin (CRR) strategy to dispatch jobs. Even in the worst case, its performance is within O(log P) times of the optimal migratory offline algorithm, where P is the ratio of the maximum job size to the minimum job size. Technically speaking, this online result stems from a non-trivial solution to an offline problem of eliminating migration, which is also interesting by itself."",""1558-2183"","""",""10.1109/TPDS.2008.115"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4553709"",""Online computation";Analysis of Algorithms and Problem Complexity;Sequencing and scheduling;Online multi-processor scheduling algorithms;Competitive analysis;Dynamic speed scaling;Energy minimization;Online computation;Analysis of Algorithms and Problem Complexity;Sequencing and scheduling;Online multi-processor scheduling algorithms;Competitive analysis;Dynamic speed scaling;"Energy minimization"",""Processor scheduling";Delay;Algorithm design and analysis;Scheduling algorithm;Round robin;Cost function;Dynamic scheduling;Energy efficiency;Performance analysis;"Quality of service"","""",""7"","""",""37"",""IEEE"",""27 Jun 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;
"NRMI: Natural and Efficient Middleware,""E. Tilevich";" Y. Smaragdakis"",""Department of Computer Science, Virginia Tech Transportation Institute, Blacksburg, VA, USA";" Department of Computer and Information Science, University of Oregon, Eugene, OR, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""4 Jan 2008"",""2008"",""19"",""2"",""174"",""187"",""We present natural remote method invocation (NRMI): a middleware mechanism that provides a fully general implementation of call-by-copy-restore semantics for arbitrary linked data structures, used as parameters in remote procedure calls. Call-by-copy-restore offers a more natural programming model for distributed systems than traditional call-by-copy middleware, enabling remote calls to behave much like local calls. We discuss in depth the effects of calling semantics for middleware, describe when and why NRMI is more convenient to use than standard middleware, and present three implementations of NRMI in distinct settings, showing the generality of the approach."",""1558-2183"","""",""10.1109/TPDS.2007.70717"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359417"",""Middleware";RPC;Java;call-by-copy-restore;programming model.;Middleware;RPC;Java;call-by-copy-restore;"programming model."",""Middleware";Java;Data structures;Tree data structures;Tree graphs;Velocity measurement;Programming profession;"Distributed computing"","""",""5"",""2"",""30"",""IEEE"",""4 Jan 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;
"Offloading Data Distribution Management to Network Processors in HLA-Based Distributed Simulations,""A. Santoro";" R. M. Fujimoto"",""DIS, University of Roma La Sapienza, Rome, Italy";" Computational Science and Engineering Division, College of Computing, Georgia Institute of Technology, Atlanta, GA, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Jan 2008"",""2008"",""19"",""3"",""289"",""298"",""The high-level architecture (HLA) standard developed by the Department of Defense in the United States is a key technology to perform distributed simulation. Inside the HLA framework, many different simulators (termed federates) may be interconnected to create a single more complex simulator (federation). Data distribution management (DDM) is an optional subset of services that controls which federates should receive notification of state modifications made by other federates. A simple DDM implementation will usually generate much more traffic than needed, whereas a complex one might introduce too much overhead. In this work, we describe an approach to DDM that delegates a portion of the DDM computation to a processor on the network card in order to provide more CPU time for other federate and Runtime Infrastructure (RTI) computations while still being able to exploit the benefits of a complex DDM implementation to reduce the amount of information exchange."",""1558-2183"","""",""10.1109/TPDS.2007.70715"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359415"",""Distributed";Distributed systems;Parallel systems;Distributed/Internet based software engineering tools and techniques;Design concepts;Distributed;Distributed systems;Parallel systems;Distributed/Internet based software engineering tools and techniques;"Design concepts"",""Distributed decision making";Computer networks;Runtime;Standards development;Telecommunication traffic;Communication system traffic control;Traffic control;Internet;"Software engineering"","""",""11"","""",""29"",""IEEE"",""31 Jan 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;
"On Embedding Hamiltonian Cycles in Crossed Cubes,""D. Wang"",""Department of Computer Science, Montclair State University, Upper Montclair, NJ, USA"",""IEEE Transactions on Parallel and Distributed Systems"",""31 Jan 2008"",""2008"",""19"",""3"",""334"",""346"",""We study the embedding of Hamiltonian cycle in the Crossed Cube, which is a prominent variant of the classical hypercube, obtained by crossing some straight links of a hypercube, and has been attracting much research interest in literatures since its proposal. We will show that due to the loss of link-topology regularity, generating Hamiltonian cycles in a crossed cube is a more complicated procedure than in its original counterpart. The paper studies how the crossed links affect an otherwise succinct process to generate a host of well-structured Hamiltonian cycles traversing all nodes. The condition for generating these Hamiltonian cycles in a crossed cube is proposed. An algorithm is presented that works out a Hamiltonian cycle for a given link permutation. The useful properties revealed and the algorithm proposed in this paper can find their way when system designers evaluate a candidate network's competence and suitability, balancing regularity and other performance criteria, in choosing an interconnection network."",""1558-2183"","""",""10.1109/TPDS.2007.70729"","""",""https://ieeexplore.ieee.org/stamp/stamp.jsp?arnumber=4359422"",""Crossed cube";Embedding;Hamiltonian cycles;Interconnection architectures;Network topology;Crossed cube;Embedding;Hamiltonian cycles;Interconnection architectures;"Network topology"",""Hypercubes";Network topology;Multiprocessor interconnection networks;Multicast algorithms;Computer Society;Proposals;Algorithm design and analysis;Computer architecture;"Multiprocessing systems"","""",""32"","""",""24"",""IEEE"",""31 Jan 2008"","""","""",""IEEE"",""IEEE Journals""";;;;;;;;;;;;;;;;;
